mes,xmlns:xsi,xsi:noNamespaceSchemaLocation,dia,Dia,hora,Hora,Meteoros,Dir.Med._a_2200cm,Humedad._a_110cm,Irradia.._a_260cm,Nivel2._a_450cm,Precip.._a_150cm,Presion._a_150cm,Sig.Dir._a_2200cm,Sig.Vel._a_2200cm,Tem.Aire._a_110cm,Vel.Max._a_2200cm,Vel.Med._a_2200cm
,,,,,,11:10,,154.3,54.6,352.7,-0.3,0,1012.29,11.81,1.71,12.01,11.47,7.57
,,,,,,11:20,,156,54.39,253,-0.32,0,1012.15,12.77,1.82,12.17,14.11,8.29
,,,,,,11:30,,161.5,53.72,181.7,-0.39,0,1012.01,13.51,1.7,12.32,13.92,8.59
,,,,,,11:40,,158,54.04,285.3,-0.49,0,1011.85,11.99,1.53,12.49,14.01,8.45
,,,,,,11:50,,166.9,52.47,520,-0.57,0,1011.74,12.16,1.59,13.01,10.78,6.09
,,,,,,12:00,,169.4,50.99,603.4,-0.61,0,1011.57,12.77,1.57,13.57,11.86,7.31
,,,,,,12:10,,174.5,50.16,636.7,-0.63,0,1011.42,17.67,1.55,13.86,10.39,6.35
,,,,,,12:20,,178.4,49.59,363.7,-0.66,0,1011.45,15.12,1.63,14.07,10.58,5.69
,,,,,,12:30,,173.7,49.7,587.8,-0.71,0,1011.16,16.55,1.92,14.01,13.13,6.96
,,,,,,12:40,,167.7,50.07,363.5,-0.74,0,1010.86,17.39,1.57,13.83,11.37,7.05
,,,,,,12:50,,164.4,50.36,369.6,-0.75,0,1010.66,12.25,1.75,13.78,12.45,7.07
,,,,,,13:00,,165.2,50.44,354.4,-0.72,0,1010.45,13.89,1.32,13.81,10.98,7.01
,,,,,,13:10,,168.3,50.13,284.5,-0.68,0,1010.34,16.64,1.71,13.81,11.07,6.55
,,,,,,13:20,,171.8,49.85,214.8,-0.68,0,1010.32,13.49,1.52,13.86,12.15,7.86
,,,,,,13:30,,182.6,49.64,160.9,-0.67,0,1010.31,14.45,2.08,13.82,13.33,7.16
,,,,,,13:40,,181.7,49.8,145,-0.61,0,1010.28,13.18,1.51,13.79,11.37,6.56
,,,,,,13:50,,183.6,50.74,96.4,-0.53,0,1010.43,13.99,1.13,13.73,8.04,4.89
,,,,,,14:00,,190.3,54.41,85,-0.5,0,1010.48,18.79,1.34,13.52,8.04,4.51
,,,,,,14:10,,192.1,57,129.3,-0.45,0,1010.26,21.24,1.08,13.2,6.96,3.73
,,,,,,14:20,,184.6,57.52,272.4,-0.38,0,1010.3,15.9,0.71,13.21,4.7,2.85
,,,,,,14:30,,169.8,55.28,426,-0.3,0,1009.93,16.46,1.45,13.56,7.25,3.54
,,,,,,14:40,,174.1,53.5,375.8,-0.22,0,1009.51,26.23,1.57,13.95,9.6,3.94
,,,,,,14:50,,151.4,53.52,392.1,-0.15,0,1009.18,27.96,1.17,14.11,7.94,3.38
,,,,,,15:00,,157.6,53.11,277.5,-0.05,0,1008.85,15.9,1.54,14.16,10.58,5.87
,,,,,,15:10,,169.6,52.48,205.8,0.07,0,1008.6,19.54,1.22,14.38,9.11,4.24
,,,,,,15:20,,177.3,51.14,203.4,0.17,0,1008.45,21.58,1.7,14.49,10.88,5.36
,,,,,,15:30,,179,50.89,188.7,0.25,0,1008.38,19.64,1.58,14.59,11.56,5.62
,,,,,,15:40,,176.9,50.59,211.2,0.38,0,1008.27,15.46,1.66,14.68,11.07,6.63
,,,,,,15:50,,183.7,50.28,218,0.5,0,1008.18,19.79,1.49,14.82,10,4.93
,,,,,,16:00,,171.2,50.59,167.4,0.59,0,1008.05,24.82,1.47,14.83,7.84,3.37
,,,,,,16:10,,184.8,50.65,143.6,0.68,0,1008.07,18.27,1.35,14.87,8.33,3.62
,,,,,,16:20,,189.3,50.78,119.3,0.8,0,1008.03,17.93,0.69,14.94,4.41,2.78
,,,,,,16:30,,185.5,50.89,58.68,0.91,0,1007.8,17.61,1.44,14.97,8.92,3.88
,,,,,,16:40,,182.8,51.38,69.15,0.99,0,1007.45,18.3,0.91,14.97,5.68,2.93
,,,,,,16:50,,159.6,52.79,66.08,1.07,0,1007.11,12.01,1.11,14.84,7.45,4.44
,,,,,,17:00,,160.3,52.88,92.6,1.18,0,1006.79,12.11,1.07,14.75,6.76,4.35
,,,,,,17:10,,160.3,53.48,67.5,1.25,0,1006.52,12.98,0.77,14.79,5.88,3.99
,,,,,,17:20,,165.3,52.99,38.72,1.33,0,1006.29,12.38,0.84,14.84,6.66,3.76
,,,,,,17:30,,171.6,51.46,30.32,1.43,0,1006.16,20.66,1.28,15.02,8.43,5.23
,,,,,,17:40,,171.1,50.57,20.05,1.5,0,1006.45,15.01,1.19,15.29,8.04,4.58
,,,,,,17:50,,207.1,49.52,12.65,1.58,0,1006.64,27.41,1.03,15.56,6.27,2.55
,,,,,,18:00,,235.4,50.67,4.6,1.62,0,1006.82,20.68,0.6,15.47,3.72,2.16
,,,,,,18:10,,294.5,62.29,0.59,1.66,0,1007,26.35,1.71,14.7,8.13,4.3
,,,,,,18:20,,297.5,73.12,0.48,1.7,0,1007.31,19.63,1.51,13.26,7.94,4.06
,,,,,,18:30,,302.9,76.34,0.51,1.73,0,1007.81,21.92,1.39,12.68,6.57,3.36
,,,,,,18:40,,295.8,81.6,0.56,1.76,0,1008.49,21.63,1.54,12.43,8.23,4.06
,,,,,,18:50,,305.5,89.2,0.48,1.75,0.2,1008.68,19.22,1.6,12.03,8.82,4.36
,,,,,,19:00,,308.5,95.2,0.48,1.7,0.1,1008.77,20.77,1.13,11.46,6.76,3.08
,,,,,,19:10,,310.7,97.2,0.48,1.69,0,1008.73,19.4,0.65,11.16,3.92,2.23
,,,,,,19:20,,327,96.2,0.48,1.73,0,1008.68,19.12,0.49,11.02,3.92,2.22
,,,,,,19:30,,316.2,95.8,0.48,1.69,0.1,1008.7,23.92,0.62,10.98,2.84,1.48
,,,,,,19:40,,215,96.4,0.48,1.63,0,1008.68,38.68,0.53,10.99,2.84,1.31
,,,,,,19:50,,192.3,99.1,0.69,1.6,0.2,1008.69,28.71,0.71,10.96,3.43,1.13
,,,,,,20:00,,160.1,99.5,0.68,1.58,0,1008.71,14.85,0.3,10.89,2.25,1.5
,,,,,,20:10,,163.1,97.5,0.48,1.56,0.1,1008.77,18.34,0.44,10.86,3.04,1.53
,,,,,,20:20,,273.6,94.1,0.48,1.5,0.1,1008.8,45.5,0.88,10.87,3.04,0.92
,,,,,,20:30,,279.4,89.8,0.48,1.42,0,1008.85,36.49,1.18,10.96,4.9,1.66
,,,,,,20:40,,283.8,90.7,0.48,1.32,0.4,1008.9,35.78,0.98,10.96,4.12,1.3
,,,,,,20:50,,279.9,91.1,0.48,1.27,0.1,1008.76,26.79,1.19,10.81,6.37,2.59
,,,,,,21:00,,275.7,90.7,0.48,1.22,0.1,1008.64,54.82,0.88,10.76,4.41,1.09
,,,,,,21:10,,195.6,86.2,0.48,1.11,0.1,1008.47,28.9,1.32,10.9,7.45,2.62
,,,,,,21:20,,189.6,87.4,0.48,1.02,0.1,1008.4,19.7,0.68,10.9,3.53,1.82
,,,,,,21:30,,189.9,87.1,0.48,0.96,0.2,1008.39,23.18,0.65,10.86,3.14,1.74
,,,,,,21:40,,157.5,91.2,0.48,0.84,0.1,1008.24,11.65,0.53,10.73,4.21,2.84
,,,,,,21:50,,152.7,95,0.48,0.71,0.1,1008.19,11.03,0.47,10.41,4.12,2.79
,,,,,,22:00,,150.4,95.7,0.48,0.66,0.2,1008.21,9.97,0.31,10.28,3.04,2.18
,,,,,,22:10,,138.7,96,0.48,0.58,0.2,1008.23,10.84,0.46,10.26,2.65,1.58
,,,,,,22:20,,121.5,96.8,0.63,0.43,0.3,1008.2,11.75,0.55,10.25,2.06,1.08
,,,,,,22:30,,100.1,97.1,0.51,0.31,0.1,1008.07,7.05,0.26,10.22,1.76,1.15
,,,,,,22:40,,138.9,97.1,0.51,0.24,0,1007.98,19.55,0.56,10.21,1.96,0.96
,,,,,,22:50,,124.3,97.7,0.5,0.17,0.1,1007.83,7.92,0.56,10.22,3.63,2.59
,,,,,,23:00,,124.6,98,0.48,0.08,0,1007.65,10.55,0.45,10.18,3.92,2.65
,,,,,,23:10,,137.6,98.5,0.48,-0.03,0.1,1007.39,8.14,0.55,10.06,5.78,4.25
,,,,,,23:20,,135,98.8,0.48,-0.13,0,1007.11,10.47,0.6,9.99,5.78,4.21
,,,,,,23:30,,137.1,99.2,0.55,-0.2,0.1,1006.96,11.63,0.82,9.9,6.66,4.25
,,,,,,23:40,,138.5,99.5,0.8,-0.24,0,1006.74,10.82,0.83,9.81,5.88,3.79
,,,,,,23:50,,145.7,97.9,0.63,-0.33,0.1,1006.56,11.17,0.93,9.9,5.78,3.78
,,,,2024-03-02,,0:00,,149.1,97.7,0.75,-0.42,0,1006.32,6.74,1.13,9.93,8.72,5.67
,,,,,,0:10,,140,99.6,1.25,-0.47,0.2,1005.85,7,0.85,9.7,10.29,7.79
,,,,,,0:20,,134.8,99.6,1.16,-0.47,0,1005.67,9.06,1.07,9.6,10,6.89
,,,,,,0:30,,140.9,99.6,1.24,-0.5,0.1,1005.39,10.5,1.07,9.54,9.8,6.89
,,,,,,0:40,,148.6,99,1.21,-0.56,0,1005.31,9.6,0.98,9.7,9.6,6.92
,,,,,,0:50,,142.6,98.9,1.29,-0.58,0,1005.17,5.93,0.66,9.78,8.72,6.75
,,,,,,1:00,,151.2,96.1,1.66,-0.57,0,1004.79,7.05,0.58,9.88,9.51,7.27
,,,,,,1:10,,137.3,96.9,2.17,-0.59,0,1004.73,13.81,0.9,9.91,7.64,4.75
,,,,,,1:20,,133.6,99.3,1.89,-0.57,0,1004.55,8.86,0.6,9.84,6.37,4.18
,,,,,,1:30,,140.7,99.5,1.83,-0.56,0,1004.33,7.45,0.6,9.8,5.88,4.1
,,,,,,1:40,,130.4,99.5,1.54,-0.53,0,1004.11,9.48,0.71,9.76,5.78,3.95
,,,,,,1:50,,123.6,99.5,1.59,-0.5,0,1003.77,14.37,0.72,9.79,5.29,3.33
,,,,,,2:00,,127.9,99.4,1.49,-0.45,0,1003.39,15.69,0.73,9.8,5,2.91
,,,,,,2:10,,138.6,99.4,1.26,-0.4,0,1003.1,25.53,0.95,9.79,4.21,2.02
,,,,,,2:20,,164.1,97.6,1.21,-0.37,0,1002.86,40.26,1.01,9.82,4.8,2.48
,,,,,,2:30,,163.6,88.3,1.81,-0.26,0,1002.61,18.94,1.15,10.45,7.74,4.07
,,,,,,2:40,,169.2,77.94,2.2,-0.21,0,1002.33,18.54,1.42,11.46,10.58,4.98
,,,,,,2:50,,165.4,75.38,2.31,-0.15,0,1002.09,16.85,1.36,12.06,9.02,4.66
,,,,,,3:00,,163.5,72.78,2.18,-0.06,0,1001.85,12.59,1.23,12.21,9.11,5.38
,,,,,,3:10,,169.3,69.97,1.92,0.04,0,1001.57,14.05,1.91,12.44,11.07,5.75
,,,,,,3:20,,170.5,66.42,1.7,0.1,0,1001.43,17.73,1.66,12.82,11.27,5.74
,,,,,,3:30,,177.4,65.26,1.34,0.2,0,1001.3,19.18,1.49,12.92,9.31,5.67
,,,,,,3:40,,173.7,61.78,1.37,0.31,0,1001.06,13.09,1.55,13.08,12.25,7.23
,,,,,,3:50,,176.5,60.89,1.23,0.41,0,1000.83,16.88,1.58,13.09,9.51,5.36
,,,,,,4:00,,174.8,61.68,1.18,0.48,0,1000.65,20.42,1.38,13,10.58,5.98
,,,,,,4:10,,176.6,60.27,1.19,0.59,0,1000.67,16.43,1.79,13.04,11.86,6.31
,,,,,,4:20,,181.9,60.41,1.19,0.69,0,1000.6,15.46,1.45,13.06,9.41,4.85
,,,,,,4:30,,180.6,59.05,1.43,0.78,0,1000.42,14.58,1.85,13.2,11.96,6.77
,,,,,,4:40,,175.1,59.92,1.37,0.85,0,1000.3,19.14,2.16,13.16,12.64,6.31
,,,,,,4:50,,178.4,59.96,1.43,0.96,0,1000.12,19.4,1.67,13.16,10.39,5.54
,,,,,,5:00,,179.7,58.41,1.29,1.07,0,999.95,17.75,2.03,13.19,12.84,7.03
,,,,,,5:10,,182,58.61,1.32,1.12,0,999.72,16.2,1.87,13.21,10.88,5.91
,,,,,,5:20,,173,59.39,1.03,1.2,0,999.36,17.11,1.77,13.06,11.47,5.13
,,,,,,5:30,,183,58.3,0.7,1.33,0,999.15,20.67,1.4,13.04,8.53,4.13
,,,,,,5:40,,178.2,59.58,0.65,1.38,0,999.07,14.24,1.11,12.93,7.74,3.86
,,,,,,5:50,,184.6,57.66,0.76,1.38,0,999.02,19.29,1.78,13.05,11.27,5.62
,,,,,,6:00,,180.5,56.72,0.92,1.5,0,998.95,19.27,2.05,13.24,12.35,7.09
,,,,,,6:10,,174.4,56.3,1.02,1.6,0,998.69,17.46,1.78,13.3,10.98,6.27
,,,,,,6:20,,184.7,55.07,0.92,1.57,0,998.54,17.4,2.46,13.37,15.97,7.77
,,,,,,6:30,,183,54.73,1.02,1.61,0,998.28,15.01,2.13,13.44,15.29,8.83
,,,,,,6:40,,184.7,54.19,1.36,1.67,0,998.01,16.2,2.79,13.47,17.05,8.91
,,,,,,6:50,,183.4,54.45,2.43,1.67,0,997.82,15.21,2.47,13.46,15.68,7.83
,,,,,,7:00,,185,53.36,4.29,1.69,0,997.6,18.58,2.96,13.51,19.4,9.67
,,,,,,7:10,,182.8,53.68,9.35,1.71,0,997.28,15.25,2.08,13.5,13.82,7.56
,,,,,,7:20,,174.1,54.75,18.83,1.71,0,997.09,17.94,1.54,13.33,10.98,5.81
,,,,,,7:30,,176.5,54.93,30.18,1.68,0,996.98,16.63,1.5,13.25,9.7,5.8
,,,,,,7:40,,180.1,54.84,31.65,1.69,0,996.74,16.56,1.5,13.21,12.74,6.18
,,,,,,7:50,,169.9,55.26,46.6,1.67,0,996.48,13.46,1.11,13.18,9.6,6.67
,,,,,,8:00,,171.8,54.41,61.02,1.65,0,996.43,19.16,2.22,13.23,14.8,6.68
,,,,,,8:10,,177.9,53.91,95.6,1.63,0,996.3,20.12,1.95,13.32,14.11,6.88
,,,,,,8:20,,176.1,53.13,110.7,1.56,0,996.11,18.02,2.18,13.47,13.92,6.58
,,,,,,8:30,,170,53.55,221,1.51,0,995.95,13.87,1.79,13.57,12.84,7.48
,,,,,,8:40,,158.8,54.11,217.4,1.53,0,995.68,13.74,1.45,13.7,10.78,7.41
,,,,,,8:50,,164.9,53,254.9,1.48,0,995.7,14.62,1.95,13.8,13.03,7.58
,,,,,,9:00,,180.7,51.88,342.8,1.38,0,995.77,19.56,2.21,14.06,14.21,5.82
,,,,,,9:10,,184.3,51.07,307.3,1.34,0,995.63,21.71,1.84,14.33,13.03,5.83
,,,,,,9:20,,186.3,50.45,216.2,1.31,0,995.6,20.61,1.97,14.33,13.23,5.61
,,,,,,9:30,,197.8,49.48,211.7,1.2,0,995.77,17.34,2.07,14.4,13.62,6.93
,,,,,,9:40,,191.5,50.07,283,1.13,0,995.97,19.12,1.47,14.51,10.09,5.67
,,,,,,9:50,,197.8,49.77,145.1,1.05,0,996.22,21.73,1.55,14.52,10.88,5.67
,,,,,,10:00,,200.2,49.87,98.8,0.94,0,996.5,24.09,2.14,14.47,13.03,6.6
,,,,,,10:10,,239.3,54.75,40.28,0.87,0.1,996.96,35.39,1.45,14.06,8.82,4.36
,,,,,,10:20,,291.7,65.22,35.21,0.8,0.1,997.34,27.62,2.81,13.05,15.78,6.41
,,,,,,10:30,,298.2,86.7,47.52,0.72,0.3,997.57,17.99,2.29,10.4,13.72,7.1
,,,,,,10:40,,302.1,93.3,55.15,0.6,0.4,997.72,17.75,2.01,9.17,11.17,5.6
,,,,,,10:50,,299.4,95.4,51.27,0.48,0.4,997.76,20.03,1.56,8.63,8.82,4.67
,,,,,,11:00,,299.3,97.8,53.78,0.42,0.4,997.81,22.73,1.51,8.35,8.72,3.04
,,,,,,11:10,,306.6,98,66.17,0.34,0.3,997.74,20.68,0.73,8.23,3.72,2.11
,,,,,,11:20,,307.9,97.9,78.41,0.19,0.2,997.83,15.83,0.83,8.23,5.39,2.81
,,,,,,11:30,,291.8,97.1,70.37,0.09,0.3,997.9,21.78,1.08,8.15,5.59,2.86
,,,,,,11:40,,296.1,99,67.31,0.1,0.3,997.9,16.34,1.31,8.1,8.33,3.64
,,,,,,11:50,,301.6,99.4,46.31,0.02,0.4,997.94,17.96,1.37,8,8.13,3.81
,,,,,,12:00,,298.8,98.3,67.01,-0.08,0.4,998.03,17.46,1.76,7.75,10.88,4.81
,,,,,,12:10,,297.4,97.4,73.27,-0.13,0.3,998.26,18.24,1.56,7.46,8.92,4.18
,,,,,,12:20,,300.1,98.9,47.94,-0.13,0.3,998.4,18.55,1.36,7.25,7.25,3.76
,,,,,,12:30,,304.8,99.5,43.23,-0.19,0.4,998.4,17.41,0.82,7.08,5.19,2.87
,,,,,,12:40,,309.2,99.5,40.18,-0.29,0.4,998.38,16.2,0.71,6.98,4.51,2.46
,,,,,,12:50,,314.2,99.6,36.23,-0.32,0.3,998.37,13.09,0.51,6.92,3.53,2.18
,,,,,,13:00,,308.8,99.6,44.29,-0.35,0.2,998.2,13.7,0.49,6.9,3.14,1.83
,,,,,,13:10,,294.4,99.6,48.19,-0.39,0.2,998.19,9.37,0.43,6.89,1.57,0.81
,,,,,,13:20,,289.1,99.5,53.72,-0.43,0.2,998.07,0.03,0.13,6.87,0.59,0.07
,,,,,,13:30,,289.1,98.8,68.8,-0.41,0.1,998.06,0.01,0.19,6.84,0.59,0.18
,,,,,,13:40,,135.5,97.5,62.42,-0.39,0,997.97,53.7,0.32,7.01,1.67,0.97
,,,,,,13:50,,149,94.5,50.2,-0.37,0,998.05,15.62,0.22,7.12,2.45,1.8
,,,,,,14:00,,132,92.5,47.29,-0.35,0.1,997.95,11.3,0.41,7.26,3.14,2.19
,,,,,,14:10,,140.3,92.7,80.2,-0.31,0,997.85,8.29,0.45,7.43,4.02,3.01
,,,,,,14:20,,136.4,93.4,175.3,-0.25,0.1,997.82,13.77,0.54,7.48,3.82,2.63
,,,,,,14:30,,143.8,92.2,159.5,-0.21,0,997.84,11.35,0.56,7.63,4.31,2.68
,,,,,,14:40,,143.1,90.9,146.2,-0.19,0,997.86,8.12,0.49,7.76,4.12,2.86
,,,,,,14:50,,140.9,91.2,120.7,-0.11,0,997.77,5.52,0.27,7.84,3.43,2.83
,,,,,,15:00,,134.9,91,117.6,-0.06,0,998.05,7.17,0.27,7.89,2.84,2.16
,,,,,,15:10,,143.1,91.1,81.2,-0.04,0,998.02,4.42,0.2,7.98,2.65,2.15
,,,,,,15:20,,121.1,91.1,52.87,0.03,0,997.61,14.68,0.36,8.01,3.14,2.09
,,,,,,15:30,,148.9,91.2,60.59,0.15,0,997.96,10.61,0.31,8.1,3.04,2.51
,,,,,,15:40,,143.2,91.7,30.75,0.2,0,998.41,9.09,0.33,8.07,2.74,1.91
,,,,,,15:50,,104.5,93,23.06,0.25,0.2,998.39,32.47,0.49,8.08,1.47,0.49
,,,,,,16:00,,287.4,94.2,26.64,0.38,0.1,998.69,32.05,1.62,8,6.27,2.57
,,,,,,16:10,,296,94,33.19,0.51,0.1,998.6,25.9,1.25,7.93,5.49,2.67
,,,,,,16:20,,257.3,91.4,38.06,0.51,0,998.6,25.22,1.07,7.92,4.8,2.34
,,,,,,16:30,,196.2,90.7,46.87,0.6,0,998.38,25.03,0.51,8.06,2.55,1.24
,,,,,,16:40,,252.5,91.2,38.8,0.74,0,998.41,45.35,0.63,8.1,3.23,1.23
,,,,,,16:50,,273.5,88.1,25.32,0.81,0.4,998.69,15.81,0.85,8.08,5.68,3.4
,,,,,,17:00,,286.3,89.1,14.26,0.86,0.4,999.13,23.71,0.94,7.97,4.8,2.61
,,,,,,17:10,,330.6,95.4,6.13,0.97,1.2,999.26,8.07,1.97,7.82,8.82,4.55
,,,,,,17:20,,329.8,99,5.06,1.07,1.5,999.33,9.26,1.52,7.2,8.82,5.3
,,,,,,17:30,,329.3,99.4,4.29,1.12,0.4,999.8,12.06,1.09,6.77,7.06,3.72
,,,,,,17:40,,340.7,97.6,5.28,1.19,0,1000.01,30.29,0.71,6.58,5.49,2.66
