"mes";"xmlns:xsi";"xsi:noNamespaceSchemaLocation";"dia";"Dia";"hora";"Hora";"Meteoros";"Dir.Med._a_2200cm";"Humedad._a_110cm";"Irradia.._a_260cm";"Nivel2._a_450cm";"Precip.._a_150cm";"Presion._a_150cm";"Sig.Dir._a_2200cm";"Sig.Vel._a_2200cm";"Tem.Aire._a_110cm";"Vel.Max._a_2200cm";"Vel.Med._a_2200cm"
;"http://www.w3.org/2001/XMLSchema-instance";"C03A_2024_1.xsd";;"2024-1-01";;"00:00";;"132.6";"79.01";"0.71";"-0.63";"0.0";"1018.81";"6.68";"0.41";"9.72";"5.49";"3.83"
;;;;;;"00:10";;"134.6";"79.65";"0.69";"-0.71";"0.0";"1018.75";"8.09";"0.48";"9.66";"5.0";"3.84"
;;;;;;"00:20";;"136.6";"79.6";"0.8";"-0.7";"0.0";"1018.69";"5.86";"0.43";"9.62";"5.29";"3.88"
;;;;;;"00:30";;"133.1";"79.42";"0.77";"-0.64";"0.0";"1018.59";"10.02";"0.52";"9.6";"5.29";"3.87"
;;;;;;"00:40";;"133.4";"78.8";"0.79";"-0.66";"0.0";"1018.48";"6.99";"0.63";"9.55";"6.17";"4.37"
;;;;;;"00:50";;"124.0";"77.74";"0.65";"-0.67";"0.0";"1018.37";"10.53";"0.92";"9.46";"6.37";"3.63"
;;;;;;"01:00";;"131.3";"78.05";"0.76";"-0.59";"0.0";"1018.24";"6.43";"0.62";"9.44";"6.47";"4.26"
;;;;;;"01:10";;"131.5";"78.41";"0.75";"-0.54";"0.0";"1018.16";"9.33";"0.69";"9.38";"6.76";"3.98"
;;;;;;"01:20";;"134.2";"79.42";"0.81";"-0.54";"0.0";"1018.01";"7.43";"0.65";"9.34";"6.57";"4.83"
;;;;;;"01:30";;"137.5";"81.0";"0.82";"-0.49";"0.0";"1017.86";"6.39";"0.65";"9.23";"6.08";"4.5"
;;;;;;"01:40";;"139.4";"81.7";"0.97";"-0.38";"0.0";"1017.7";"4.97";"0.47";"9.17";"6.66";"4.88"
;;;;;;"01:50";;"139.8";"81.7";"1.0";"-0.34";"0.0";"1017.64";"6.46";"0.65";"9.14";"5.98";"4.31"
;;;;;;"02:00";;"134.8";"82.9";"0.84";"-0.28";"0.0";"1017.72";"12.62";"0.82";"9.05";"4.9";"2.92"
;;;;;;"02:10";;"136.2";"81.5";"0.81";"-0.19";"0.0";"1017.78";"15.33";"0.85";"9.05";"4.21";"2.61"
;;;;;;"02:20";;"133.7";"82.1";"0.98";"-0.1";"0.0";"1017.85";"9.42";"0.63";"9.04";"5.78";"3.96"
;;;;;;"02:30";;"141.5";"83.2";"1.15";"-0.02";"0.0";"1017.85";"6.17";"0.53";"8.97";"5.29";"4.15"
;;;;;;"02:40";;"144.1";"83.3";"1.15";"0.09";"0.0";"1017.81";"5.2";"0.49";"8.86";"5.78";"4.53"
;;;;;;"02:50";;"135.0";"83.0";"1.12";"0.18";"0.0";"1017.84";"7.42";"0.47";"8.88";"5.88";"4.39"
;;;;;;"03:00";;"128.3";"81.6";"0.94";"0.27";"0.0";"1017.76";"8.12";"0.64";"8.83";"6.47";"4.28"
;;;;;;"03:10";;"129.5";"81.3";"0.86";"0.4";"0.0";"1017.88";"8.59";"0.67";"8.85";"5.1";"3.62"
;;;;;;"03:20";;"131.0";"81.3";"0.82";"0.52";"0.0";"1017.95";"6.66";"0.77";"8.86";"5.88";"4.19"
;;;;;;"03:30";;"128.3";"80.8";"0.83";"0.6";"0.0";"1018.02";"7.8";"0.58";"8.9";"5.39";"3.78"
;;;;;;"03:40";;"137.7";"82.5";"0.79";"0.71";"0.0";"1017.96";"6.31";"0.46";"8.78";"5.0";"3.62"
;;;;;;"03:50";;"144.7";"82.2";"0.81";"0.86";"0.0";"1018.02";"7.09";"0.45";"8.79";"5.1";"3.64"
;;;;;;"04:00";;"138.3";"83.3";"0.81";"0.93";"0.0";"1018.01";"6.97";"0.6";"8.79";"5.88";"4.15"
;;;;;;"04:10";;"136.3";"83.0";"0.78";"1.01";"0.0";"1018.03";"7.41";"0.46";"8.8";"5.39";"3.82"
;;;;;;"04:20";;"140.0";"82.7";"0.83";"1.13";"0.0";"1017.99";"8.04";"0.52";"8.78";"5.68";"3.83"
;;;;;;"04:30";;"138.4";"83.9";"1.06";"1.25";"0.0";"1018.01";"6.78";"0.44";"8.76";"5.29";"4.17"
;;;;;;"04:40";;"137.1";"85.1";"1.16";"1.3";"0.0";"1018.03";"8.4";"0.77";"8.67";"6.17";"4.3"
;;;;;;"04:50";;"134.8";"84.8";"1.16";"1.41";"0.0";"1018.03";"6.64";"0.75";"8.57";"6.66";"4.7"
;;;;;;"05:00";;"137.1";"84.8";"1.16";"1.5";"0.0";"1017.97";"7.57";"0.52";"8.57";"6.17";"4.71"
;;;;;;"05:10";;"140.1";"85.0";"1.18";"1.55";"0.0";"1017.97";"5.78";"0.46";"8.65";"5.88";"4.66"
;;;;;;"05:20";;"138.9";"84.9";"1.15";"1.61";"0.0";"1018.0";"6.52";"0.51";"8.65";"6.08";"4.61"
;;;;;;"05:30";;"141.9";"85.7";"1.16";"1.67";"0.0";"1018.04";"7.22";"0.46";"8.58";"5.88";"4.67"
;;;;;;"05:40";;"138.7";"85.2";"1.16";"1.73";"0.0";"1018.09";"7.13";"0.47";"8.62";"5.88";"4.34"
;;;;;;"05:50";;"134.8";"83.1";"1.15";"1.78";"0.0";"1018.15";"6.2";"0.56";"8.68";"6.76";"4.67"
;;;;;;"06:00";;"127.2";"81.5";"1.09";"1.81";"0.0";"1018.21";"7.99";"0.6";"8.69";"6.08";"4.37"
;;;;;;"06:10";;"133.5";"81.9";"0.85";"1.84";"0.0";"1018.25";"8.48";"0.7";"8.72";"5.59";"4.03"
;;;;;;"06:20";;"133.9";"83.8";"0.83";"1.88";"0.0";"1018.36";"9.22";"0.67";"8.69";"6.08";"4.17"
;;;;;;"06:30";;"128.8";"81.8";"0.89";"1.87";"0.0";"1018.45";"10.46";"0.61";"8.68";"5.78";"4.2"
;;;;;;"06:40";;"128.2";"81.5";"0.98";"1.88";"0.0";"1018.55";"8.0";"0.5";"8.66";"5.78";"4.16"
;;;;;;"06:50";;"124.4";"81.5";"1.11";"1.88";"0.0";"1018.67";"9.99";"0.62";"8.68";"5.49";"3.84"
;;;;;;"07:00";;"123.7";"80.2";"1.15";"1.87";"0.0";"1018.7";"12.02";"1.01";"8.79";"5.68";"3.55"
;;;;;;"07:10";;"117.6";"80.2";"1.02";"1.84";"0.0";"1018.64";"9.73";"0.73";"8.87";"6.17";"3.92"
;;;;;;"07:20";;"122.0";"79.88";"0.5";"1.83";"0.0";"1018.61";"10.36";"0.92";"8.8";"6.96";"4.54"
;;;;;;"07:30";;"122.8";"79.46";"0.49";"1.79";"0.0";"1018.74";"10.81";"0.85";"8.8";"7.35";"4.61"
;;;;;;"07:40";;"120.4";"80.7";"1.46";"1.74";"0.0";"1018.8";"10.22";"0.71";"8.71";"6.37";"4.44"
;;;;;;"07:50";;"121.5";"80.6";"3.52";"1.7";"0.0";"1018.85";"11.25";"0.72";"8.64";"6.37";"3.99"
;;;;;;"08:00";;"123.0";"78.18";"6.88";"1.66";"0.0";"1018.79";"10.37";"0.91";"8.8";"7.06";"4.41"
;;;;;;"08:10";;"120.7";"80.6";"13.23";"1.58";"0.0";"1018.95";"8.81";"0.82";"8.66";"6.96";"3.97"
;;;;;;"08:20";;"117.3";"81.6";"28.16";"1.53";"0.0";"1019.07";"9.41";"0.68";"8.56";"6.08";"4.07"
;;;;;;"08:30";;"116.7";"80.2";"45.48";"1.45";"0.0";"1019.16";"10.77";"0.75";"8.54";"7.15";"4.49"
;;;;;;"08:40";;"120.1";"77.21";"67.09";"1.36";"0.0";"1019.21";"12.95";"0.88";"8.85";"7.74";"4.84"
;;;;;;"08:50";;"123.0";"73.48";"105.7";"1.27";"0.0";"1019.15";"13.1";"0.88";"9.34";"6.47";"4.22"
;;;;;;"09:00";;"113.8";"74.99";"130.4";"1.19";"0.0";"1019.06";"13.75";"0.79";"9.35";"6.08";"4.18"
;;;;;;"09:10";;"122.4";"75.71";"177.7";"1.07";"0.0";"1019.03";"7.37";"0.73";"9.42";"6.57";"4.84"
;;;;;;"09:20";;"135.2";"73.71";"156.6";"0.97";"0.0";"1019.07";"8.8";"0.67";"9.65";"6.86";"4.81"
;;;;;;"09:30";;"141.2";"70.99";"191.9";"0.88";"0.0";"1019.16";"7.69";"0.56";"9.99";"6.17";"4.76"
;;;;;;"09:40";;"134.0";"68.01";"215.9";"0.76";"0.0";"1019.15";"12.22";"0.98";"10.28";"7.45";"4.12"
;;;;;;"09:50";;"133.7";"65.97";"161.6";"0.63";"0.0";"1019.18";"13.08";"0.79";"10.49";"5.29";"3.2"
;;;;;;"10:00";;"127.0";"65.12";"190.3";"0.53";"0.0";"1019.34";"10.4";"0.63";"10.67";"5.59";"3.54"
;;;;;;"10:10";;"132.9";"65.58";"247.2";"0.44";"0.0";"1019.42";"8.71";"0.55";"10.89";"5.29";"3.75"
;;;;;;"10:20";;"139.7";"62.78";"276.3";"0.32";"0.0";"1019.58";"13.72";"0.62";"11.27";"4.31";"3.01"
;;;;;;"10:30";;"143.3";"62.83";"303.0";"0.19";"0.0";"1019.56";"11.29";"0.6";"11.48";"6.17";"3.93"
;;;;;;"10:40";;"143.1";"60.46";"302.6";"0.1";"0.0";"1019.52";"10.61";"0.51";"11.62";"4.7";"3.28"
;;;;;;"10:50";;"153.5";"59.58";"322.8";"0.02";"0.0";"1019.38";"11.98";"0.73";"11.82";"5.39";"3.37"
;;;;;;"11:00";;"156.4";"58.08";"348.9";"-0.1";"0.0";"1019.2";"11.85";"0.69";"12.03";"5.39";"3.32"
;;;;;;"11:10";;"164.0";"56.81";"336.7";"-0.21";"0.0";"1018.87";"11.12";"0.68";"12.22";"4.9";"3.35"
;;;;;;"11:20";;"142.8";"56.73";"375.2";"-0.25";"0.0";"1018.62";"15.1";"1.14";"12.38";"7.15";"3.82"
;;;;;;"11:30";;"134.0";"56.11";"374.9";"-0.33";"0.0";"1018.59";"9.33";"0.98";"12.56";"7.45";"4.5"
;;;;;;"11:40";;"127.9";"54.27";"384.1";"-0.43";"0.0";"1018.47";"14.41";"0.87";"12.82";"5.1";"2.79"
;;;;;;"11:50";;"139.6";"52.95";"401.3";"-0.49";"0.0";"1018.33";"15.72";"0.62";"13.34";"3.53";"1.99"
;;;;;;"12:00";;"152.8";"53.16";"305.0";"-0.5";"0.0";"1018.07";"20.34";"1.05";"13.42";"5.49";"3.05"
;;;;;;"12:10";;"168.3";"51.74";"347.5";"-0.58";"0.0";"1017.95";"13.78";"1.02";"13.25";"6.86";"3.71"
;;;;;;"12:20";;"176.3";"50.23";"349.4";"-0.64";"0.0";"1017.99";"13.57";"1.02";"13.33";"7.06";"4.5"
;;;;;;"12:30";;"159.1";"51.07";"358.1";"-0.65";"0.0";"1017.93";"16.79";"0.8";"13.33";"6.17";"3.59"
;;;;;;"12:40";;"165.7";"49.62";"497.9";"-0.69";"0.0";"1017.79";"19.75";"0.93";"13.59";"6.08";"3.81"
;;;;;;"12:50";;"166.2";"49.17";"295.1";"-0.69";"0.0";"1017.85";"13.46";"1.08";"13.73";"7.84";"4.4"
;;;;;;"13:00";;"162.0";"49.56";"344.6";"-0.73";"0.0";"1017.48";"8.95";"0.93";"13.66";"7.45";"5.35"
;;;;;;"13:10";;"156.8";"50.29";"284.9";"-0.74";"0.0";"1017.21";"11.09";"0.94";"13.69";"8.62";"5.39"
;;;;;;"13:20";;"161.6";"49.06";"371.7";"-0.73";"0.0";"1017.0";"16.39";"1.17";"13.81";"6.57";"3.62"
;;;;;;"13:30";;"153.1";"47.84";"363.6";"-0.63";"0.0";"1016.91";"28.66";"1.45";"14.22";"6.86";"2.51"
;;;;;;"13:40";;"170.3";"46.57";"353.1";"-0.63";"0.0";"1016.84";"13.55";"0.79";"14.42";"6.37";"3.85"
;;;;;;"13:50";;"166.1";"46.77";"344.1";"-0.64";"0.0";"1016.67";"9.04";"0.77";"14.43";"6.17";"4.04"
;;;;;;"14:00";;"167.5";"45.9";"343.8";"-0.54";"0.0";"1016.67";"23.83";"0.99";"14.57";"5.49";"3.06"
;;;;;;"14:10";;"172.4";"45.39";"313.4";"-0.44";"0.0";"1016.6";"22.21";"0.89";"14.82";"4.41";"2.37"
;;;;;;"14:20";;"157.0";"47.88";"293.6";"-0.41";"0.0";"1016.63";"10.07";"0.65";"14.82";"6.08";"4.06"
;;;;;;"14:30";;"146.5";"47.08";"283.3";"-0.4";"0.0";"1016.58";"12.09";"1.05";"14.76";"5.98";"4.25"
;;;;;;"14:40";;"169.0";"46.31";"261.3";"-0.27";"0.0";"1016.58";"17.06";"0.83";"14.86";"6.96";"4.29"
;;;;;;"14:50";;"162.4";"46.01";"236.4";"-0.2";"0.0";"1016.55";"24.82";"1.32";"14.9";"6.57";"3.32"
;;;;;;"15:00";;"180.5";"45.43";"187.3";"-0.15";"0.0";"1016.55";"16.31";"0.81";"15.01";"5.19";"3.34"
;;;;;;"15:10";;"180.5";"46.08";"138.7";"-0.06";"0.0";"1016.57";"17.29";"0.61";"14.99";"4.8";"2.99"
;;;;;;"15:20";;"181.8";"45.02";"112.3";"0.08";"0.0";"1016.55";"14.42";"0.87";"14.93";"4.31";"2.3"
;;;;;;"15:30";;"159.3";"47.21";"101.0";"0.13";"0.0";"1016.48";"17.53";"0.58";"14.73";"4.51";"2.99"
;;;;;;"15:40";;"163.8";"47.87";"72.23";"0.22";"0.0";"1016.45";"11.98";"0.65";"14.51";"5.68";"3.85"
;;;;;;"15:50";;"161.3";"51.72";"55.94";"0.33";"0.0";"1016.46";"9.09";"0.38";"14.12";"4.51";"3.04"
;;;;;;"16:00";;"160.0";"54.46";"41.25";"0.43";"0.0";"1016.57";"7.43";"0.38";"13.76";"3.92";"3.0"
;;;;;;"16:10";;"149.7";"54.29";"31.74";"0.52";"0.0";"1016.57";"9.37";"0.52";"13.48";"5.39";"3.33"
;;;;;;"16:20";;"145.9";"52.19";"24.37";"0.63";"0.0";"1016.63";"13.85";"0.84";"13.56";"7.35";"4.2"
;;;;;;"16:30";;"151.6";"51.64";"14.95";"0.71";"0.0";"1016.59";"16.04";"0.59";"13.61";"6.17";"3.42"
;;;;;;"16:40";;"141.2";"52.76";"7.94";"0.79";"0.0";"1016.53";"11.48";"0.75";"13.48";"6.96";"4.09"
;;;;;;"16:50";;"137.5";"52.84";"3.26";"0.91";"0.0";"1016.4";"9.6";"0.87";"13.21";"8.13";"4.46"
;;;;;;"17:00";;"147.8";"50.66";"1.23";"1.02";"0.0";"1016.34";"19.78";"0.86";"13.34";"6.96";"3.7"
;;;;;;"17:10";;"147.3";"49.62";"0.48";"1.06";"0.0";"1016.37";"14.76";"1.05";"13.27";"6.76";"3.27"
;;;;;;"17:20";;"154.0";"48.79";"0.48";"1.11";"0.0";"1016.33";"15.2";"0.99";"13.23";"7.35";"4.02"
;;;;;;"17:30";;"149.6";"48.14";"0.48";"1.23";"0.0";"1016.32";"13.6";"0.95";"13.33";"6.47";"4.33"
;;;;;;"17:40";;"161.3";"46.4";"0.48";"1.3";"0.0";"1016.35";"15.38";"1.4";"13.38";"9.8";"5.4"
;;;;;;"17:50";;"162.6";"45.41";"0.48";"1.31";"0.0";"1016.32";"18.45";"1.3";"13.49";"10.19";"5.4"
;;;;;;"18:00";;"168.9";"45.09";"0.48";"1.37";"0.0";"1016.35";"13.6";"1.07";"13.48";"8.82";"5.57"
;;;;;;"18:10";;"165.5";"45.27";"0.48";"1.46";"0.0";"1016.3";"16.43";"0.99";"13.39";"8.23";"5.1"
;;;;;;"18:20";;"163.8";"45.85";"0.48";"1.47";"0.0";"1016.33";"12.09";"0.97";"13.34";"9.31";"5.96"
;;;;;;"18:30";;"163.6";"45.19";"0.48";"1.5";"0.0";"1016.39";"12.27";"0.94";"13.35";"7.64";"5.64"
;;;;;;"18:40";;"167.8";"44.93";"0.48";"1.55";"0.0";"1016.39";"9.0";"1.44";"13.33";"10.29";"5.97"
;;;;;;"18:50";;"169.3";"45.39";"0.48";"1.55";"0.0";"1016.37";"9.71";"0.75";"13.3";"6.66";"4.66"
;;;;;;"19:00";;"158.4";"46.24";"0.48";"1.53";"0.0";"1016.24";"13.71";"1.46";"13.34";"10.49";"5.79"
;;;;;;"19:10";;"149.3";"46.39";"0.48";"1.55";"0.0";"1016.23";"17.11";"1.34";"13.35";"7.55";"3.86"
;;;;;;"19:20";;"162.3";"44.37";"0.66";"1.53";"0.0";"1016.38";"15.22";"1.06";"13.48";"7.06";"4.37"
;;;;;;"19:30";;"155.4";"45.69";"1.03";"1.5";"0.0";"1016.38";"14.42";"1.53";"13.49";"10.68";"6.07"
;;;;;;"19:40";;"161.5";"45.62";"1.1";"1.51";"0.0";"1016.36";"13.99";"1.42";"13.47";"10.68";"6.57"
;;;;;;"19:50";;"156.5";"45.63";"1.16";"1.49";"0.0";"1016.4";"15.45";"1.25";"13.53";"10.09";"6.25"
;;;;;;"20:00";;"162.3";"45.62";"1.02";"1.41";"0.0";"1016.36";"14.74";"1.57";"13.52";"10.68";"6.82"
;;;;;;"20:10";;"162.6";"46.15";"1.12";"1.4";"0.0";"1016.41";"16.29";"1.52";"13.5";"10.19";"5.61"
;;;;;;"20:20";;"160.3";"46.41";"1.08";"1.37";"0.0";"1016.37";"11.58";"1.28";"13.54";"10.88";"6.78"
;;;;;;"20:30";;"168.0";"45.46";"1.18";"1.29";"0.0";"1016.3";"14.61";"1.49";"13.57";"9.31";"5.34"
;;;;;;"20:40";;"169.0";"45.71";"1.14";"1.23";"0.0";"1016.03";"16.96";"1.87";"13.61";"10.78";"6.63"
;;;;;;"20:50";;"173.9";"45.09";"1.26";"1.21";"0.0";"1015.94";"15.55";"1.97";"13.69";"10.68";"5.55"
;;;;;;"21:00";;"177.1";"45.2";"1.38";"1.13";"0.0";"1015.93";"15.57";"2.41";"13.78";"13.92";"6.26"
;;;;;;"21:10";;"172.8";"45.39";"1.36";"1.04";"0.0";"1015.91";"19.22";"1.85";"13.81";"11.47";"5.75"
;;;;;;"21:20";;"168.9";"45.53";"1.2";"0.99";"0.0";"1015.81";"14.33";"1.59";"13.81";"10.78";"5.88"
;;;;;;"21:30";;"169.0";"45.4";"1.16";"0.88";"0.0";"1015.58";"15.23";"1.87";"13.83";"12.64";"6.36"
;;;;;;"21:40";;"173.4";"45.32";"1.11";"0.78";"0.0";"1015.74";"20.96";"1.81";"13.87";"10.09";"5.13"
;;;;;;"21:50";;"181.7";"44.98";"1.35";"0.71";"0.0";"1015.99";"16.61";"2.46";"13.95";"13.62";"7.46"
;;;;;;"22:00";;"179.6";"45.58";"1.51";"0.65";"0.0";"1015.93";"13.53";"1.78";"13.95";"13.43";"7.03"
;;;;;;"22:10";;"180.4";"46.22";"1.36";"0.51";"0.0";"1016.13";"12.95";"1.55";"13.93";"11.66";"7.68"
;;;;;;"22:20";;"170.3";"47.43";"1.47";"0.41";"0.0";"1016.32";"12.82";"1.61";"13.85";"11.47";"7.21"
;;;;;;"22:30";;"166.8";"47.94";"1.58";"0.34";"0.0";"1016.07";"12.24";"1.91";"13.84";"14.31";"7.78"
;;;;;;"22:40";;"155.3";"50.16";"1.49";"0.24";"0.0";"1015.79";"15.54";"1.58";"13.66";"11.07";"7.04"
;;;;;;"22:50";;"157.8";"49.26";"1.41";"0.13";"0.0";"1015.89";"16.47";"1.62";"13.67";"10.09";"5.71"
;;;;;;"23:00";;"159.4";"49.52";"1.31";"0.03";"0.0";"1016.03";"15.95";"1.56";"13.71";"9.9";"5.14"
;;;;;;"23:10";;"172.3";"47.89";"1.38";"0.0";"0.0";"1016.12";"19.29";"1.97";"13.85";"13.72";"7.39"
;;;;;;"23:20";;"160.5";"49.28";"1.38";"-0.15";"0.0";"1015.88";"15.67";"1.29";"13.8";"12.25";"7.66"
;;;;;;"23:30";;"155.1";"49.45";"1.39";"-0.25";"0.0";"1015.39";"12.58";"1.9";"13.73";"14.41";"8.63"
;;;;;;"23:40";;"151.7";"49.18";"1.44";"-0.26";"0.0";"1014.83";"12.09";"2.24";"13.78";"15.48";"8.6"
;;;;;;"23:50";;"151.7";"48.55";"1.41";"-0.27";"0.0";"1014.75";"17.09";"1.59";"13.85";"13.43";"6.96"
;;;;"2024-1-02";;"00:00";;"168.9";"47.03";"1.33";"-0.39";"0.0";"1014.7";"16.12";"2.09";"13.89";"12.35";"6.97"
;;;;;;"00:10";;"178.6";"45.5";"1.47";"-0.51";"0.0";"1014.85";"17.05";"2.8";"14.05";"14.9";"8.56"
;;;;;;"00:20";;"170.3";"46.33";"1.43";"-0.43";"0.0";"1014.65";"14.06";"2.0";"14.1";"14.6";"8.05"
;;;;;;"00:30";;"168.1";"46.87";"1.42";"-0.45";"0.0";"1014.38";"13.28";"1.67";"14.01";"12.64";"7.97"
;;;;;;"00:40";;"177.5";"46.58";"1.39";"-0.54";"0.0";"1014.17";"15.43";"2.2";"14.02";"16.37";"10.18"
;;;;;;"00:50";;"177.1";"46.72";"1.4";"-0.58";"0.0";"1014.13";"18.13";"2.53";"14.03";"16.95";"7.67"
;;;;;;"01:00";;"176.5";"46.59";"1.42";"-0.55";"0.0";"1014.32";"14.26";"2.64";"14.1";"16.76";"9.98"
;;;;;;"01:10";;"178.0";"46.93";"1.47";"-0.57";"0.0";"1014.25";"14.16";"2.32";"14.08";"15.58";"8.63"
;;;;;;"01:20";;"180.2";"46.87";"1.47";"-0.59";"0.0";"1014.07";"15.77";"1.86";"14.06";"14.01";"8.8"
;;;;;;"01:30";;"177.2";"46.59";"1.48";"-0.52";"0.0";"1013.89";"14.3";"2.31";"14.11";"17.74";"9.76"
;;;;;;"01:40";;"179.5";"47.18";"1.51";"-0.51";"0.0";"1013.79";"15.5";"2.47";"14.09";"16.86";"8.99"
;;;;;;"01:50";;"178.2";"47.61";"1.49";"-0.55";"0.0";"1013.88";"14.71";"2.12";"14.02";"14.41";"8.35"
;;;;;;"02:00";;"178.5";"47.29";"1.48";"-0.48";"0.0";"1013.94";"13.58";"2.74";"14.05";"18.23";"9.79"
;;;;;;"02:10";;"182.5";"47.17";"1.47";"-0.36";"0.0";"1013.9";"15.65";"2.79";"14.07";"16.66";"9.65"
;;;;;;"02:20";;"180.1";"46.9";"1.22";"-0.34";"0.0";"1013.8";"15.45";"2.37";"14.06";"16.17";"8.94"
;;;;;;"02:30";;"181.1";"46.39";"1.37";"-0.37";"0.0";"1013.73";"14.3";"2.34";"14.14";"16.07";"9.51"
;;;;;;"02:40";;"181.9";"46.24";"1.15";"-0.25";"0.0";"1013.76";"15.04";"2.35";"14.15";"15.88";"8.71"
;;;;;;"02:50";;"178.6";"46.49";"1.34";"-0.14";"0.0";"1013.91";"14.64";"2.18";"14.12";"14.21";"8.6"
;;;;;;"03:00";;"173.4";"47.45";"1.49";"-0.07";"0.0";"1013.84";"11.76";"2.09";"14.05";"15.19";"9.35"
;;;;;;"03:10";;"180.5";"47.54";"1.3";"-0.03";"0.0";"1013.46";"14.24";"1.88";"13.96";"14.9";"8.38"
;;;;;;"03:20";;"172.5";"47.94";"1.15";"0.08";"0.0";"1013.1";"16.48";"1.9";"13.9";"13.23";"6.78"
;;;;;;"03:30";;"157.4";"47.92";"1.25";"0.14";"0.0";"1012.72";"12.79";"2.39";"13.93";"15.58";"8.78"
;;;;;;"03:40";;"154.1";"47.68";"1.47";"0.28";"0.0";"1012.27";"15.65";"2.06";"14.02";"14.9";"8.14"
;;;;;;"03:50";;"171.2";"46.25";"1.3";"0.42";"0.0";"1012.09";"20.03";"1.8";"14.06";"14.01";"6.76"
;;;;;;"04:00";;"175.0";"44.55";"1.26";"0.43";"0.0";"1011.87";"15.94";"3.31";"14.25";"18.82";"8.21"
;;;;;;"04:10";;"179.4";"43.94";"1.51";"0.5";"0.0";"1011.69";"15.13";"2.41";"14.43";"17.64";"9.82"
;;;;;;"04:20";;"175.0";"44.54";"1.5";"0.69";"0.0";"1011.78";"11.5";"2.27";"14.43";"19.21";"12.44"
;;;;;;"04:30";;"173.6";"45.59";"1.4";"0.82";"0.0";"1011.87";"12.97";"1.88";"14.33";"18.72";"11.74"
;;;;;;"04:40";;"174.4";"45.6";"1.63";"0.79";"0.0";"1011.95";"11.48";"1.99";"14.35";"17.74";"11.6"
;;;;;;"04:50";;"168.8";"46.82";"1.71";"0.94";"0.0";"1011.76";"11.49";"1.93";"14.27";"17.05";"11.77"
;;;;;;"05:00";;"165.2";"46.82";"1.45";"1.08";"0.0";"1011.89";"12.91";"1.8";"14.26";"14.21";"7.81"
;;;;;;"05:10";;"171.3";"47.09";"1.51";"1.12";"0.0";"1012.11";"18.27";"2.08";"14.3";"14.01";"7.8"
;;;;;;"05:20";;"173.9";"47.23";"1.54";"1.2";"0.0";"1012.1";"18.24";"2.68";"14.36";"16.07";"9.06"
;;;;;;"05:30";;"172.3";"48.11";"1.55";"1.33";"0.0";"1011.81";"19.15";"2.31";"14.32";"16.37";"7.8"
;;;;;;"05:40";;"165.1";"48.67";"1.65";"1.35";"0.0";"1011.67";"15.98";"2.33";"14.31";"17.44";"9.27"
;;;;;;"05:50";;"174.9";"48.5";"1.68";"1.41";"0.0";"1011.82";"13.75";"2.11";"14.31";"18.33";"11.39"
;;;;;;"06:00";;"169.9";"48.93";"1.59";"1.51";"0.0";"1011.23";"12.58";"2.19";"14.28";"18.72";"11.21"
;;;;;;"06:10";;"170.2";"48.42";"1.73";"1.56";"0.0";"1010.78";"12.98";"2.54";"14.41";"18.42";"10.87"
;;;;;;"06:20";;"177.1";"47.11";"1.57";"1.53";"0.0";"1011.3";"14.2";"2.34";"14.57";"18.33";"9.75"
;;;;;;"06:30";;"173.8";"46.94";"1.46";"1.61";"0.0";"1011.31";"17.63";"2.67";"14.71";"16.37";"8.08"
;;;;;;"06:40";;"174.7";"46.69";"1.23";"1.68";"0.0";"1011.28";"15.45";"2.38";"14.72";"16.66";"8.55"
;;;;;;"06:50";;"177.8";"45.93";"1.38";"1.7";"0.0";"1011.39";"14.61";"2.74";"14.87";"19.4";"9.19"
;;;;;;"07:00";;"162.0";"47.08";"1.15";"1.68";"0.0";"1010.76";"16.98";"2.34";"14.77";"15.97";"9.05"
;;;;;;"07:10";;"170.3";"46.45";"1.16";"1.71";"0.0";"1010.99";"17.96";"2.38";"14.84";"18.72";"9.22"
;;;;;;"07:20";;"178.2";"46.1";"1.2";"1.73";"0.0";"1011.03";"14.9";"2.67";"14.92";"18.33";"9.28"
;;;;;;"07:30";;"177.8";"46.78";"1.42";"1.77";"0.0";"1010.8";"15.7";"2.19";"14.85";"16.37";"10.35"
;;;;;;"07:40";;"172.8";"47.53";"1.67";"1.72";"0.0";"1010.93";"12.97";"1.84";"14.72";"16.56";"9.89"
;;;;;;"07:50";;"165.8";"48.34";"2.13";"1.68";"0.0";"1010.88";"12.92";"1.95";"14.66";"14.8";"8.27"
;;;;;;"08:00";;"161.1";"49.24";"4.74";"1.7";"0.0";"1010.73";"14.61";"1.7";"14.57";"14.11";"7.91"
;;;;;;"08:10";;"150.5";"49.22";"6.14";"1.7";"0.0";"1010.23";"14.46";"2.55";"14.65";"19.6";"9.87"
;;;;;;"08:20";;"157.7";"48.17";"9.51";"1.61";"0.0";"1009.88";"15.89";"2.8";"14.75";"18.13";"10.75"
;;;;;;"08:30";;"168.4";"47.01";"11.14";"1.58";"0.0";"1010.3";"12.0";"2.69";"14.96";"22.05";"12.0"
;;;;;;"08:40";;"166.4";"47.15";"10.23";"1.54";"0.0";"1010.36";"13.03";"2.74";"15.01";"19.31";"11.33"
;;;;;;"08:50";;"161.2";"48.29";"13.69";"1.51";"0.0";"1009.3";"15.01";"2.51";"15.03";"19.5";"11.94"
