mes,xmlns:xsi,xsi:noNamespaceSchemaLocation,dia,Dia,Hora,Dir.Med._a_2200cm,Humedad._a_110cm,Irradia.._a_260cm,Nivel2._a_450cm,Precip.._a_150cm,Presion._a_150cm,Sig.Dir._a_2200cm,Sig.Vel._a_2200cm,Tem.Aire._a_110cm,Vel.Max._a_2200cm,Vel.Med._a_2200cm
,http://www.w3.org/2001/XMLSchema-instance,C03A_2024_2.xsd,,1/02/2024,0:00,141.6,85.6,0.44,-0.79,0,1035.72,10.23,0.55,10.54,4.61,3.13
,,,,1/02/2024,0:10,141.5,85.5,0.43,-0.85,0,1035.6,7.1,0.53,10.51,5,3.61
,,,,1/02/2024,0:20,138.2,83.7,0.42,-0.92,0,1035.53,8.82,0.6,10.5,5.39,3.7
,,,,1/02/2024,0:30,142.4,82.6,0.42,-0.92,0,1035.68,13.2,0.65,10.6,5.59,3.06
,,,,1/02/2024,0:40,155.8,83.9,0.42,-0.93,0,1035.87,20.55,0.87,10.34,4.9,2.38
,,,,1/02/2024,0:50,152,88.4,0.42,-0.98,0,1035.75,14.76,0.6,9.5,4.61,2.94
,,,,1/02/2024,1:00,147.4,85.6,0.42,-1.04,0,1035.77,10.21,0.55,9.92,4.61,3.03
,,,,1/02/2024,1:10,170.6,89.1,0.42,-0.99,0,1035.88,18.7,0.37,9.21,2.94,1.79
,,,,1/02/2024,1:20,179.8,92,0.42,-0.95,0,1035.88,10.61,0.36,8.66,3.04,2.06
,,,,1/02/2024,1:30,191.7,92.7,0.42,-0.95,0,1036.01,14.17,0.27,8.51,1.86,1.15
,,,,1/02/2024,1:40,185.4,93.3,0.42,-0.94,0,1036.05,10.26,0.42,8.38,1.76,0.56
,,,,1/02/2024,1:50,187.4,93.8,0.42,-0.91,0,1036.16,12.11,0.44,8.29,2.16,1.24
,,,,1/02/2024,2:00,170.8,93.9,0.42,-0.86,0,1036.14,15.48,0.38,8.24,1.86,1.04
,,,,1/02/2024,2:10,182.8,93.8,0.42,-0.81,0,1036.07,16.48,0.56,8.19,2.74,1.51
,,,,1/02/2024,2:20,172,94.2,0.42,-0.75,0,1035.89,11.23,0.28,8.08,1.86,1.09
,,,,1/02/2024,2:30,189.1,94.7,0.41,-0.67,0,1036.04,14.11,0.26,7.99,1.76,1.1
,,,,1/02/2024,2:40,221.8,95.8,0.41,-0.63,0,1036.23,16.48,0.43,7.82,2.25,1.25
,,,,1/02/2024,2:50,184.8,97,0.43,-0.58,0,1036.16,26.58,0.46,7.58,2.16,1.14
,,,,1/02/2024,3:00,172,97.4,0.43,-0.5,0,1036.15,24.2,0.45,7.45,1.67,0.37
,,,,1/02/2024,3:10,247,98.8,0.43,-0.32,0,1036.3,0.02,0.21,7.42,0.69,0.14
,,,,1/02/2024,3:20,202.7,99.2,0.44,-0.26,0,1036.31,23.34,0.48,7.31,2.16,1.17
,,,,1/02/2024,3:30,190.3,99.2,0.45,-0.23,0,1036.47,8.11,0.46,7.21,2.55,1.27
,,,,1/02/2024,3:40,168.5,99.4,0.72,-0.11,0,1036.54,12.58,0.17,7.17,1.76,1.19
,,,,1/02/2024,3:50,198.3,99.1,1.85,0.09,0,1036.81,10.25,0.35,7.26,1.57,1
,,,,1/02/2024,4:00,221.8,99.2,2.01,0.18,0,1037.02,16.41,0.41,7.3,1.67,0.6
,,,,1/02/2024,4:10,201,99.4,1,0.2,0,1037.16,27.27,0.47,7.24,2.35,1.43
,,,,1/02/2024,4:20,150.8,99.5,0.48,0.31,0,1037.05,12.81,0.48,7.37,1.96,1.18
,,,,1/02/2024,4:30,146.5,99.4,1.61,0.45,0,1037.06,0.08,0.32,7.61,1.18,0.35
,,,,1/02/2024,4:40,155.6,98,2.43,0.56,0,1036.98,22.87,0.36,7.83,1.67,1.08
,,,,1/02/2024,4:50,186.4,96.9,2.3,0.65,0,1036.97,19.26,0.5,7.65,2.94,1.56
,,,,1/02/2024,5:00,176.4,98.3,2.14,0.74,0,1036.93,6.18,0.72,7.52,2.55,0.68
,,,,1/02/2024,5:10,176.2,97.7,2.31,0.81,0,1036.96,0.08,0.25,7.77,0.69,0.29
,,,,1/02/2024,5:20,186.7,97.4,2.32,0.94,0,1037.05,33.38,0.44,7.85,1.76,0.45
,,,,1/02/2024,5:30,202.1,97.4,2.18,1.07,0,1037.26,14.2,0.47,7.79,2.06,0.87
,,,,1/02/2024,5:40,178.9,97.1,2.18,1.12,0,1037.36,26.85,0.44,7.84,1.37,0.53
,,,,1/02/2024,5:50,229.6,96.5,2.18,1.11,0,1037.36,10.61,0.31,7.95,0.98,0.3
,,,,1/02/2024,6:00,205.6,96.5,2.17,1.23,0,1037.36,15.59,0.52,7.95,1.76,0.71
,,,,1/02/2024,6:10,178.6,96.3,2.17,1.32,0,1037.41,10.83,0.77,8.01,2.45,1.02
,,,,1/02/2024,6:20,184,95.7,2.18,1.32,0,1037.52,4.88,0.46,8.07,1.96,1.08
,,,,1/02/2024,6:30,158.8,95.5,2.15,1.32,0,1037.52,10.84,0.29,8.1,1.57,0.74
,,,,1/02/2024,6:40,196.2,95.6,1.95,1.4,0,1037.55,18.88,0.25,8.08,1.47,0.93
,,,,1/02/2024,6:50,180.8,95.8,2.14,1.41,0,1037.6,26.39,0.42,8.29,2.16,1.2
,,,,1/02/2024,7:00,163.2,95.2,2.17,1.44,0,1037.68,28.16,0.69,8.49,2.84,1.21
,,,,1/02/2024,7:10,157.9,95,2.3,1.46,0,1037.65,10.3,0.42,8.93,3.63,2.54
,,,,1/02/2024,7:20,161.8,94.4,1.99,1.42,0,1037.7,18.29,0.43,8.81,3.04,2.12
,,,,1/02/2024,7:30,160.4,95.4,2.35,1.43,0,1037.9,12.76,0.42,8.67,2.94,1.91
,,,,1/02/2024,7:40,163.5,94.3,2.91,1.45,0,1038.15,11.14,0.31,8.69,3.04,1.94
,,,,1/02/2024,7:50,173.4,93.8,3.97,1.4,0,1038.35,13.3,0.26,8.58,2.84,1.91
,,,,1/02/2024,8:00,181.2,93.9,5.75,1.36,0,1038.48,10.12,0.29,8.51,2.55,1.94
,,,,1/02/2024,8:10,182.6,93.6,7.67,1.36,0,1038.52,8.73,0.23,8.58,2.65,1.98
,,,,1/02/2024,8:20,177.5,93.2,13.58,1.29,0,1038.54,12.45,0.32,8.71,2.55,1.73
,,,,1/02/2024,8:30,169.8,92.5,25.43,1.21,0,1038.5,14.73,0.39,8.79,3.92,2.57
,,,,1/02/2024,8:40,174,92,29.72,1.19,0,1038.56,16.31,0.43,8.93,3.14,1.88
,,,,1/02/2024,8:50,150.8,91.3,35.53,1.16,0,1038.54,9.94,0.49,9.23,4.31,3.06
,,,,1/02/2024,9:00,149.1,91.6,39.68,1.08,0,1038.52,6.15,0.47,9.73,4.8,3.57
,,,,1/02/2024,9:10,149.2,90.8,35.45,0.97,0,1038.59,9.25,0.43,10.23,3.72,2.61
,,,,1/02/2024,9:20,148.7,90,37.69,0.93,0,1038.66,6.92,0.44,10.38,4.31,3.17
,,,,1/02/2024,9:30,156.1,88.6,42.96,0.88,0,1038.72,7.08,0.39,10.39,4.02,2.6
,,,,1/02/2024,9:40,159.2,87.9,69.5,0.81,0,1038.68,9.93,0.57,10.14,3.82,2.75
,,,,1/02/2024,9:50,157,88.3,106.3,0.66,0,1038.55,11.73,0.53,10.3,3.82,2.69
,,,,1/02/2024,10:00,151.6,87.5,147.1,0.56,0,1038.43,7.93,0.36,10.75,3.82,2.88
,,,,1/02/2024,10:10,142.3,86.4,173.7,0.46,0,1038.52,8.11,0.26,11.11,3.43,2.56
,,,,1/02/2024,10:20,138.4,85.8,195.3,0.4,0,1038.62,8.92,0.45,11.48,4.12,2.66
,,,,1/02/2024,10:30,132.3,84.5,181.7,0.29,0,1038.67,10.51,0.87,11.65,5.1,3.05
,,,,1/02/2024,10:40,140.4,84.8,174.4,0.17,0,1038.7,7.23,0.58,11.72,4.8,3.74
,,,,1/02/2024,10:50,145.2,84.5,155.5,0.02,0,1038.82,8.35,0.47,11.73,4.31,3.05
,,,,1/02/2024,11:00,143.8,83.6,153.4,-0.04,0,1038.77,7.73,0.37,11.84,3.43,2.39
,,,,1/02/2024,11:10,151,82.7,173.8,-0.08,0,1038.71,4.56,0.38,12.03,3.53,2.68
,,,,1/02/2024,11:20,159.6,81.8,161.7,-0.17,0,1038.67,10.94,0.25,12.21,2.55,1.72
,,,,1/02/2024,11:30,160.4,79.9,131.2,-0.34,0,1038.67,3.18,0.58,12.4,1.76,0.76
,,,,1/02/2024,11:40,171.5,79.25,139.1,-0.45,0,1038.67,16,0.2,12.48,1.18,0.6
,,,,1/02/2024,11:50,239.6,79.24,136.8,-0.48,0,1038.68,15.93,0.34,12.57,1.27,0.57
,,,,1/02/2024,12:00,203.3,78.85,137.4,-0.52,0,1038.58,24.98,0.56,12.69,1.76,0.82
,,,,1/02/2024,12:10,195.8,79.28,133.7,-0.61,0,1038.4,0.17,0.29,12.85,1.18,0.59
,,,,1/02/2024,12:20,312.8,82.4,126.8,-0.74,0,1038.3,60.05,0.58,13.04,2.16,0.62
,,,,1/02/2024,12:30,325.8,87.6,123.8,-0.78,0,1038.19,10.34,0.56,13.24,3.72,2.45
,,,,1/02/2024,12:40,321,89.7,99.4,-0.79,0,1038.08,10.36,0.83,13.23,5.29,2.94
,,,,1/02/2024,12:50,317.4,89.5,89.6,-0.8,0,1037.96,12.76,0.81,13.17,5.1,3.32
,,,,1/02/2024,13:00,323,90.4,68.06,-0.85,0,1037.89,13.01,0.89,13.04,5.78,3.63
,,,,1/02/2024,13:10,322.4,91.3,62.43,-0.91,0,1037.95,12.12,0.78,12.96,6.17,4.05
,,,,1/02/2024,13:20,312.4,91.7,56.5,-0.94,0,1038.03,16.27,0.93,12.94,6.17,3.02
,,,,1/02/2024,13:30,321.4,91.5,58.6,-0.9,0,1038.06,12.66,1.08,12.94,6.27,3.74
,,,,1/02/2024,13:40,320.5,91.1,51.82,-0.89,0,1038.08,12.33,0.98,12.89,5,2.77
,,,,1/02/2024,13:50,316.7,89.6,51.15,-0.89,0,1038.07,15.12,0.97,12.94,5.29,2.53
,,,,1/02/2024,14:00,304.1,87.4,75.72,-0.91,0,1037.89,28.73,0.39,13.07,2.45,1.12
,,,,1/02/2024,14:10,317.1,86.3,56.66,-0.89,0,1037.83,9.23,0.42,13.16,2.94,1.31
,,,,1/02/2024,14:20,328.9,85.1,48.61,-0.85,0,1037.8,13.45,0.91,13.2,5,3.27
,,,,1/02/2024,14:30,321.3,86.1,53.61,-0.76,0,1037.7,15.82,0.73,13.12,5.19,3.53
,,,,1/02/2024,14:40,313.5,85.4,59.75,-0.7,0,1037.62,20.02,0.77,13.09,4.61,2.46
,,,,1/02/2024,14:50,323.9,88.2,49.1,-0.69,0,1037.55,10.67,0.7,13,5,3.27
,,,,1/02/2024,15:00,323.9,87.3,40.78,-0.65,0,1037.56,12.31,0.9,12.94,5.19,3.23
,,,,1/02/2024,15:10,327.1,87.4,33.02,-0.53,0,1037.52,9.66,0.93,12.87,6.17,4.15
,,,,1/02/2024,15:20,308.5,86.8,32.34,-0.45,0,1037.6,19.72,0.73,12.9,3.82,1.93
,,,,1/02/2024,15:30,315.8,87.7,29.21,-0.4,0,1037.68,15.65,0.96,12.95,5.19,2.76
,,,,1/02/2024,15:40,307.3,86.5,33.76,-0.33,0,1037.68,22.27,0.86,12.95,4.61,2.25
,,,,1/02/2024,15:50,295.9,84.9,19.72,-0.24,0,1037.68,24.45,0.95,12.96,3.82,1.8
,,,,1/02/2024,16:00,294,83.2,18.9,-0.19,0,1037.6,21.84,0.62,12.96,3.43,1.88
,,,,1/02/2024,16:10,286.2,82.6,27.5,-0.06,0,1037.42,23.58,0.44,13.01,2.74,1.34
,,,,1/02/2024,16:20,263.5,82,34.59,0.05,0,1037.36,25.71,0.46,13.02,2.74,1.48
,,,,1/02/2024,16:30,285.6,81.8,24.17,0.11,0,1037.35,11.77,0.53,13.04,2.94,1.8
,,,,1/02/2024,16:40,294.8,81.4,25.36,0.18,0,1037.28,20.5,0.51,13.07,2.65,1.22
,,,,1/02/2024,16:50,295.4,81.2,13.95,0.32,0,1037.31,17.63,0.67,13.07,3.14,1.55
,,,,1/02/2024,17:00,292.5,81.1,10,0.42,0,1037.28,19.15,0.72,13.03,3.14,1.49
,,,,1/02/2024,17:10,288.4,81.7,6.23,0.51,0,1037.29,17.2,0.56,13.02,3.43,1.27
,,,,1/02/2024,17:20,291.8,81.6,3.62,0.59,0,1037.33,16.66,0.72,12.97,3.82,2.17
,,,,1/02/2024,17:30,292.7,81.7,2.19,0.68,0,1037.35,17.14,0.73,12.95,3.33,1.79
,,,,1/02/2024,17:40,301.6,82.7,1.68,0.75,0,1037.44,17.61,0.47,12.89,2.25,1.35
,,,,1/02/2024,17:50,305.9,83.5,1.49,0.85,0,1037.49,13.81,0.46,12.86,2.35,1.36
,,,,1/02/2024,18:00,306.8,84.3,1.48,0.91,0,1037.57,15.94,0.59,12.81,3.43,1.61
,,,,1/02/2024,18:10,302,84.6,1.5,0.95,0,1037.65,17.73,0.77,12.81,3.63,1.68
,,,,1/02/2024,18:20,314.6,85.7,1.5,1.03,0,1037.68,15.04,0.59,12.81,3.43,1.64
,,,,1/02/2024,18:30,317.9,87,1.4,1.07,0,1037.67,20.27,0.4,12.76,2.16,1.39
,,,,1/02/2024,18:40,295.7,87.5,0.52,1.1,0,1037.57,18.12,0.46,12.73,2.55,1.34
,,,,1/02/2024,18:50,292.2,87.6,0.71,1.16,0,1037.59,8.38,0.38,12.68,1.86,0.79
,,,,1/02/2024,19:00,280.3,87.2,1.42,1.2,0,1037.61,14.21,0.53,12.67,2.06,0.84
,,,,1/02/2024,19:10,281.1,85.7,1.7,1.2,0,1037.63,11.01,0.47,12.68,2.45,1.43
,,,,1/02/2024,19:20,278.8,85.6,1.54,1.22,0,1037.68,19.3,0.55,12.68,2.55,1.44
,,,,1/02/2024,19:30,286.3,85.8,1.54,1.24,0,1037.71,13.28,0.52,12.68,2.55,1.17
,,,,1/02/2024,19:40,295.1,86.5,1.52,1.26,0,1037.79,15.51,0.67,12.68,2.94,1.53
,,,,1/02/2024,19:50,287.3,86.7,1.52,1.24,0,1037.8,15.95,0.61,12.68,2.65,1.54
,,,,1/02/2024,20:00,290.3,86.4,1.48,1.18,0,1037.76,16.28,0.5,12.68,2.94,1.96
,,,,1/02/2024,20:10,283,86,1.5,1.19,0,1037.73,16.8,0.46,12.68,3.04,2.02
,,,,1/02/2024,20:20,270,85.3,1.52,1.19,0,1037.73,22.89,0.71,12.68,3.04,1.37
,,,,1/02/2024,20:30,273.3,85.2,1.5,1.14,0,1037.78,22.6,0.65,12.67,2.74,1.39
,,,,1/02/2024,20:40,296.4,85.4,1.48,1.08,0,1037.84,29.6,0.58,12.65,2.35,1.15
,,,,1/02/2024,20:50,298.4,85.9,1.43,1.06,0,1037.85,12.53,0.43,12.61,2.25,1.18
,,,,1/02/2024,21:00,297.1,86.3,1.49,1.04,0,1037.83,16.35,0.65,12.56,3.14,1.5
,,,,1/02/2024,21:10,294.7,86.6,1.49,0.98,0,1037.85,14.67,0.41,12.56,2.16,1.25
,,,,1/02/2024,21:20,296.1,86.9,1.49,0.92,0,1037.85,11.26,0.43,12.55,2.16,1.02
,,,,1/02/2024,21:30,294.4,86.6,1.5,0.87,0,1037.85,11.17,0.47,12.53,3.33,1.41
,,,,1/02/2024,21:40,288.3,85.7,1.55,0.8,0,1037.89,17.02,0.45,12.56,3.04,2
,,,,1/02/2024,21:50,293.4,85.2,1.56,0.73,0,1037.93,9.5,0.54,12.61,2.84,1.73
,,,,1/02/2024,22:00,293.1,85.6,1.46,0.65,0,1037.93,20.09,0.44,12.6,1.96,0.69
,,,,1/02/2024,22:10,296.9,85.4,1.49,0.57,0,1037.86,0.09,0.26,12.55,1.08,0.65
,,,,1/02/2024,22:20,296.9,85.6,1.48,0.46,0,1037.81,0.02,0.19,12.49,0.69,0.2
,,,,1/02/2024,22:30,296.9,86.1,1.46,0.36,0,1037.71,0.04,0.19,12.36,0.59,0.18
,,,,1/02/2024,22:40,296.9,87,1.45,0.29,0,1037.68,0.03,0.13,12.3,0.59,0.36
,,,,1/02/2024,22:50,296.9,87.9,1.44,0.21,0,1037.67,0.08,0.18,12.24,0.69,0.4
,,,,1/02/2024,23:00,296.9,87,1.5,0.1,0,1037.61,0.03,0.13,12.17,0.39,0.22
,,,,1/02/2024,23:10,296.9,86.7,1.73,-0.01,0,1037.62,0.04,0.1,12.12,0.29,0.07
,,,,1/02/2024,23:20,296.9,87.9,1.56,-0.06,0,1037.6,0.02,0.2,11.99,0.69,0.19
,,,,1/02/2024,23:30,251,88.9,1.49,-0.12,0,1037.57,53,0.38,11.87,1.37,0.57
,,,,1/02/2024,23:40,191.1,89.7,1.43,-0.21,0,1037.52,4.16,0.22,11.76,1.27,0.69
,,,,1/02/2024,23:50,189.5,89.8,1.49,-0.33,0,1037.47,0.06,0.17,11.74,0.59,0.11
,,,,2/02/2024,0:00,189.5,90.1,1.5,-0.38,0,1037.36,0.01,0.05,11.73,0.29,0.02
,,,,2/02/2024,0:10,189.5,90.3,1.49,-0.42,0,1037.36,0.02,0.05,11.67,0.29,0.01
,,,,2/02/2024,0:20,189.5,90.6,1.63,-0.49,0,1037.36,0.04,0.1,11.61,0.49,0.04
,,,,2/02/2024,0:30,189.5,91,1.61,-0.6,0,1037.31,0.13,0.41,11.57,1.37,0.45
,,,,2/02/2024,0:40,189.5,91.5,1.5,-0.63,0,1037.2,0.12,0.24,11.54,0.88,0.25
,,,,2/02/2024,0:50,189.5,91.3,1.51,-0.64,0,1037.15,0.17,0.11,11.58,0.78,0.48
,,,,2/02/2024,1:00,189.5,90.9,1.57,-0.7,0,1037.1,0.1,0.21,11.6,0.69,0.24
,,,,2/02/2024,1:10,189.5,90.6,1.75,-0.77,0,1037,0.18,0.12,11.59,0.88,0.58
,,,,2/02/2024,1:20,189.5,90.7,1.58,-0.76,0,1036.92,0.04,0.15,11.56,0.59,0.06
,,,,2/02/2024,1:30,189.5,90.9,1.52,-0.76,0,1036.87,0.03,0.18,11.54,0.59,0.12
,,,,2/02/2024,1:40,189.5,90.9,1.52,-0.8,0,1036.86,0.15,0.27,11.53,0.98,0.36
,,,,2/02/2024,1:50,189.5,91,1.67,-0.82,0,1036.86,0.17,0.25,11.48,1.37,0.73
,,,,2/02/2024,2:00,189.5,91,1.57,-0.78,0,1036.86,0.17,0.37,11.47,1.47,0.82
,,,,2/02/2024,2:10,189.5,91.4,1.51,-0.76,0,1036.87,0.06,0.22,11.47,0.69,0.14
,,,,2/02/2024,2:20,297.4,92.3,1.5,-0.77,0,1036.95,26.45,0.44,11.41,1.57,0.74
,,,,2/02/2024,2:30,284.2,92.3,1.58,-0.73,0,1036.88,11.46,0.2,11.34,1.86,1.42
,,,,2/02/2024,2:40,235.1,92.5,1.82,-0.69,0,1036.86,17.72,0.39,11.3,1.96,1.11
,,,,2/02/2024,2:50,200.7,92.4,1.81,-0.64,0,1036.81,6.74,0.37,11.29,1.76,1.16
,,,,2/02/2024,3:00,197.3,92.5,1.54,-0.6,0,1036.79,0.03,0.26,11.34,1.18,0.12
,,,,2/02/2024,3:10,197.3,92.4,1.5,-0.54,0,1036.75,0.07,0.25,11.33,0.78,0.17
,,,,2/02/2024,3:20,197.3,92.9,1.53,-0.48,0,1036.7,0,0,11.3,0.1,0
,,,,2/02/2024,3:30,197.3,93,1.77,-0.4,0,1036.62,0.01,0.06,11.27,0.39,0.01
,,,,2/02/2024,3:40,197.3,93.1,1.82,-0.33,0,1036.58,0.1,0.28,11.25,0.88,0.35
,,,,2/02/2024,3:50,197.3,93.1,1.8,-0.25,0,1036.54,0.05,0.17,11.2,0.49,0.15
,,,,2/02/2024,4:00,197.3,93.2,1.72,-0.17,0,1036.48,0.09,0.19,11.2,0.59,0.15
,,,,2/02/2024,4:10,197.3,93.3,1.73,-0.08,0,1036.44,0.07,0.17,11.21,0.59,0.1
,,,,2/02/2024,4:20,197.3,93.5,1.52,-0.01,0,1036.39,0.03,0.11,11.23,0.39,0.06
,,,,2/02/2024,4:30,0,93.6,1.74,0.08,0,1036.38,0,0,11.2,0,0
,,,,2/02/2024,4:40,197.3,93.7,1.83,0.16,0,1036.34,0.03,0.09,11.2,0.39,0.03
,,,,2/02/2024,4:50,0,94.3,1.39,0.26,0,1036.3,0,0,11.25,0,0
,,,,2/02/2024,5:00,197.3,94.2,1.67,0.34,0,1036.3,0.03,0.07,11.27,0.29,0.03
,,,,2/02/2024,5:10,197.3,94.4,1.84,0.43,0,1036.33,0.05,0.13,11.22,0.39,0.08
,,,,2/02/2024,5:20,217.5,95.8,1.83,0.51,0,1036.35,45.53,0.23,11.2,0.98,0.3
,,,,2/02/2024,5:30,256.8,95.1,1.84,0.61,0,1036.29,0.96,0.35,11.17,1.08,0.22
,,,,2/02/2024,5:40,256.7,95.2,1.84,0.7,0,1036.3,0.01,0.04,11.14,0.29,0.01
,,,,2/02/2024,5:50,334.5,95.4,1.84,0.79,0,1036.32,6.17,0.27,11.17,1.18,0.08
,,,,2/02/2024,6:00,343.5,96.7,1.84,0.85,0,1036.41,17.07,0.21,11.19,1.57,0.95
,,,,2/02/2024,6:10,83.5,99,1.19,0.92,0,1036.45,51.43,0.3,11.34,1.37,0.7
,,,,2/02/2024,6:20,145.8,99.6,0.84,1.01,0,1036.48,9.65,0.35,11.2,1.57,0.92
,,,,2/02/2024,6:30,156,100,1.24,1.07,0,1036.53,11.91,0.34,11.22,2.06,1.35
,,,,2/02/2024,6:40,165.6,100.3,1.5,1.08,0,1036.54,8.47,0.22,11.15,2.74,2.33
,,,,2/02/2024,6:50,169.2,100.4,1.49,1.11,0.1,1036.59,9.18,0.35,11.02,2.16,1.46
,,,,2/02/2024,7:00,159.6,100.5,1.41,1.18,0,1036.62,0.14,0.24,10.9,1.67,1.16
,,,,2/02/2024,7:10,159.6,100.5,1.53,1.22,0.1,1036.68,0.03,0.21,10.89,0.69,0.11
,,,,2/02/2024,7:20,159.6,100.5,1.62,1.21,0,1036.64,0.14,0.3,10.79,1.18,0.45
,,,,2/02/2024,7:30,186.7,100.6,1.93,1.24,0.2,1036.67,13.48,0.23,10.57,1.67,1.14
,,,,2/02/2024,7:40,190,100.7,2.6,1.27,0,1036.7,0.13,0.19,10.54,1.27,0.68
,,,,2/02/2024,7:50,164.4,100.8,3.83,1.29,0.1,1036.72,1.87,0.2,10.61,1.47,0.91
,,,,2/02/2024,8:00,163.1,100.8,5.72,1.3,0.1,1036.8,4.12,0.37,10.65,1.27,0.76
,,,,2/02/2024,8:10,164.6,100.8,11.43,1.29,0,1036.85,0.02,0.09,10.66,0.39,0.04
,,,,2/02/2024,8:20,174.2,100.8,15.16,1.26,0.1,1036.86,11.88,0.38,10.57,1.67,0.86
,,,,2/02/2024,8:30,163.9,100.9,16.29,1.26,0,1036.86,12.3,0.33,10.58,1.47,0.63
,,,,2/02/2024,8:40,155.9,100.9,18.74,1.25,0.1,1036.86,0.04,0.15,10.56,0.59,0.08
,,,,2/02/2024,8:50,155.9,101,22,1.19,0,1036.78,0.02,0.1,10.61,0.39,0.03
,,,,2/02/2024,9:00,155.9,101,24.8,1.13,0,1036.72,0.04,0.22,10.64,0.69,0.24
,,,,2/02/2024,9:10,155.9,101,25.89,1.11,0.1,1036.7,0.07,0.3,10.62,0.88,0.28
,,,,2/02/2024,9:20,180.4,101,31.92,1.09,0.1,1036.71,12.88,0.32,10.64,1.18,0.63
,,,,2/02/2024,9:30,188.7,101.1,37,1.02,0,1036.76,0.16,0.22,10.65,0.78,0.41
,,,,2/02/2024,9:40,178.7,101.1,50.58,0.95,0.2,1036.73,6.33,0.24,10.61,1.37,0.89
,,,,2/02/2024,9:50,174.7,101.1,52.69,0.94,0,1036.73,0.07,0.17,10.69,0.78,0.43
,,,,2/02/2024,10:00,174.7,101.2,48.89,0.86,0.1,1036.7,0.07,0.12,10.78,0.59,0.39
,,,,2/02/2024,10:10,174.7,101.2,75.46,0.76,0.1,1036.72,0.05,0.23,10.87,0.69,0.22
,,,,2/02/2024,10:20,0,101.2,66.17,0.69,0,1036.76,0,0,10.94,0,0
,,,,2/02/2024,10:30,174.7,101.2,93.5,0.64,0,1036.76,0.02,0.08,11.03,0.39,0.03
,,,,2/02/2024,10:40,0,101.3,96.2,0.52,0,1036.78,0,0,11.17,0,0
,,,,2/02/2024,10:50,0,101.2,146.7,0.42,0,1036.71,0,0,11.28,0,0
,,,,2/02/2024,11:00,213,101.2,118.1,0.35,0,1036.67,10.05,0.35,11.37,1.27,0.32
,,,,2/02/2024,11:10,0,101.2,90.4,0.29,0,1036.6,0,0,11.41,0,0
,,,,2/02/2024,11:20,215.1,101.1,102,0.2,0,1036.58,0.1,0.17,11.4,0.59,0.16
,,,,2/02/2024,11:30,300.9,101.2,105.9,0.12,0.1,1036.52,30.94,0.34,11.46,1.76,0.79
,,,,2/02/2024,11:40,259.2,101.3,123.8,0.03,0,1036.42,31.26,0.28,11.58,1.18,0.18
,,,,2/02/2024,11:50,303.8,101.3,111.7,-0.06,0,1036.36,0.06,0.18,11.66,0.69,0.12
,,,,2/02/2024,12:00,0,101.3,151.2,-0.13,0,1036.24,0,0,11.76,0,0
,,,,2/02/2024,12:10,315.9,101.3,132.8,-0.21,0,1036.14,9.48,0.33,11.9,1.47,0.77
,,,,2/02/2024,12:20,313,101.3,127,-0.29,0,1036.05,13.57,0.46,12.03,2.16,1.24
,,,,2/02/2024,12:30,324.5,101.3,84.8,-0.37,0,1035.95,9.09,0.3,11.95,2.65,1.93
,,,,2/02/2024,12:40,321.1,101.3,108.3,-0.43,0,1035.83,8.3,0.45,11.96,2.55,1.68
,,,,2/02/2024,12:50,325.7,101.3,102.1,-0.49,0.1,1035.73,5.54,0.29,11.96,2.45,1.74
,,,,2/02/2024,13:00,317.6,101.4,102.3,-0.54,0,1035.6,12.59,0.38,11.97,2.16,1.27
,,,,2/02/2024,13:10,322.5,101.4,109.9,-0.58,0,1035.52,7.61,0.31,12.01,2.35,1.64
,,,,2/02/2024,13:20,321.8,101.4,114.6,-0.62,0,1035.39,7.43,0.42,12.02,2.06,1.44
,,,,2/02/2024,13:30,309.1,101.4,145.9,-0.65,0,1035.28,19.88,0.37,12.18,1.76,0.78
,,,,2/02/2024,13:40,326.3,101.3,151.1,-0.67,0,1035.19,2.28,0.14,12.2,1.76,1.4
,,,,2/02/2024,13:50,317.5,101.3,191.1,-0.68,0,1035.03,11.42,0.37,12.33,2.06,1.26
,,,,2/02/2024,14:00,312.3,101.3,207.1,-0.7,0,1034.85,9.63,0.34,12.49,1.96,1.3
,,,,2/02/2024,14:10,313.6,101.1,180.8,-0.71,0,1034.69,11.11,0.41,12.58,3.04,1.78
,,,,2/02/2024,14:20,313.4,101,166,-0.72,0,1034.58,15.35,0.54,12.61,3.14,1.81
,,,,2/02/2024,14:30,314.3,100.9,156,-0.71,0,1034.44,14.3,0.51,12.67,3.04,1.9
,,,,2/02/2024,14:40,312.8,100.9,157,-0.71,0,1034.41,15.48,0.72,12.77,3.72,2.01
,,,,2/02/2024,14:50,317.8,100.8,125.8,-0.69,0,1034.41,12.17,0.58,12.74,3.72,2.53
,,,,2/02/2024,15:00,315.3,100.7,125.8,-0.66,0,1034.41,13.13,0.52,12.69,3.23,2.07
,,,,2/02/2024,15:10,319.9,100.6,107.2,-0.62,0,1034.41,9.68,0.53,12.65,3.92,2.94
,,,,2/02/2024,15:20,311,100.5,95.4,-0.59,0,1034.4,16.48,0.57,12.66,3.33,1.86
,,,,2/02/2024,15:30,318.2,100.4,79.64,-0.55,0,1034.32,13.18,0.55,12.64,3.43,2.15
