mes,xmlns:xsi,xsi:noNamespaceSchemaLocation,dia,Dia,Hora,Dir.Med._a_2200cm,Humedad._a_110cm,Irradia.._a_260cm,Nivel2._a_450cm,Precip.._a_150cm,Presion._a_150cm,Sig.Dir._a_2200cm,Sig.Vel._a_2200cm,Tem.Aire._a_110cm,Vel.Max._a_2200cm,Vel.Med._a_2200cm
,,,,12/02/2024,3:00,171.9,56.98,0.42,1.76,0,1001.14,14.2,2.11,13.78,14.01,7.45
,,,,12/02/2024,3:10,177.6,56.9,0.42,1.93,0,1000.99,15.3,1.88,13.76,12.94,7.6
,,,,12/02/2024,3:20,171,57.51,0.42,2.11,0,1000.93,13.52,1.69,13.71,11.27,6.73
,,,,12/02/2024,3:30,174.9,57.45,0.43,2.26,0,1000.87,14.15,1.39,13.73,11.27,6.55
,,,,12/02/2024,3:40,173.7,57.21,0.43,2.38,0,1000.78,13.95,2.26,13.86,14.6,8.81
,,,,12/02/2024,3:50,175.1,56.99,0.5,2.53,0,1000.79,12.9,2.04,14.03,14.5,9.84
,,,,12/02/2024,4:00,178.9,57.21,0.42,2.63,0,1000.89,14.61,2.14,14.05,15.48,8.17
,,,,12/02/2024,4:10,179.8,57.2,0.65,2.72,0,1000.97,13.02,1.89,14.09,12.45,7.72
,,,,12/02/2024,4:20,177.6,56.87,1.05,2.81,0,1001.09,13.21,2.55,14.23,16.56,7.71
,,,,12/02/2024,4:30,174.2,57.04,1.35,2.89,0,1001.09,13.47,1.48,14.3,11.86,7.68
,,,,12/02/2024,4:40,173.1,57.09,1.04,2.94,0,1000.99,12.79,1.6,14.31,11.37,6.97
,,,,12/02/2024,4:50,179.3,56.57,0.66,2.97,0,1000.87,15.32,2.38,14.42,15.68,7.54
,,,,12/02/2024,5:00,179.4,56.48,0.46,3.02,0,1000.83,14.26,2.05,14.44,13.43,7.03
,,,,12/02/2024,5:10,178.7,55.7,0.44,3.03,0,1000.79,14.52,1.66,14.5,12.45,7.08
,,,,12/02/2024,5:20,176.5,55.34,0.44,3.04,0,1000.87,14.82,2.18,14.6,13.33,7.26
,,,,12/02/2024,5:30,177,54.95,0.46,3.02,0,1000.95,15.88,1.69,14.66,12.54,7.35
,,,,12/02/2024,5:40,173.4,54.66,0.46,2.96,0,1000.88,12.4,1.87,14.69,12.84,7.39
,,,,12/02/2024,5:50,174.1,55.22,0.44,2.93,0,1000.78,16.19,1.55,14.66,12.25,6.45
,,,,12/02/2024,6:00,175.2,55.05,0.44,2.88,0,1000.66,13.51,1.65,14.59,11.17,6.47
,,,,12/02/2024,6:10,175.5,54.03,0.75,2.77,0,1000.72,14.56,1.79,14.71,12.84,7.1
,,,,12/02/2024,6:20,176.3,53.5,1.45,2.66,0,1000.81,13.93,1.54,14.93,13.62,7.08
,,,,12/02/2024,6:30,172.3,53.97,1.47,2.59,0,1000.69,15.41,1.86,14.96,12.94,7.61
,,,,12/02/2024,6:40,180.2,53.6,1.41,2.48,0,1000.85,15.86,2.07,14.99,12.64,6.48
,,,,12/02/2024,6:50,179.2,52.98,1.52,2.32,0,1001.07,14.27,1.78,15.19,12.05,7.59
,,,,12/02/2024,7:00,179.1,52.94,1.62,2.2,0,1001.25,14.87,1.32,15.31,10.88,6.83
,,,,12/02/2024,7:10,183.2,52.13,2.06,2.07,0,1001.67,14.82,1.8,15.43,11.96,7.01
,,,,12/02/2024,7:20,188.4,52.6,2,1.89,0,1002.25,13.93,1.81,15.61,12.25,7.37
,,,,12/02/2024,7:30,192.5,55.91,1.13,1.72,0,1002.73,14.86,1.47,15.28,10.09,5.26
,,,,12/02/2024,7:40,190.7,56.04,3.13,1.54,0,1003.08,17.36,1.53,15.14,8.33,4.41
,,,,12/02/2024,7:50,203.4,55.85,8.06,1.34,0,1003.46,17.79,1.58,15.17,8.72,4.05
,,,,12/02/2024,8:00,255.3,56.12,6.68,1.14,0,1004.68,26.37,1.67,15.18,9.21,4.23
,,,,12/02/2024,8:10,287.4,61.16,8.43,0.98,0,1005.26,20.02,1.68,14.94,10.19,4.4
,,,,12/02/2024,8:20,238.9,65.94,24.36,0.77,0,1005.68,27.17,2.18,14.33,10.88,4.59
,,,,12/02/2024,8:30,259.6,65.33,61.68,0.5,0,1006.14,27.66,2.44,14.37,13.62,5.94
,,,,12/02/2024,8:40,260.1,63.6,68.47,0.35,0,1006.54,31.39,2.39,14.47,13.13,5.79
,,,,12/02/2024,8:50,257.1,62.68,155.5,0.17,0,1006.92,20.46,2.5,14.43,13.43,6.78
,,,,12/02/2024,9:00,262.3,61.78,120.6,-0.08,0,1007.33,30.91,2.31,14.42,12.84,5.65
,,,,12/02/2024,9:10,269.8,62.43,68.57,-0.3,0,1007.64,23.54,1.92,14.34,11.17,5.75
,,,,12/02/2024,9:20,265.8,62.95,53.78,-0.43,0,1008.13,24.14,3.26,14.17,18.03,7.34
,,,,12/02/2024,9:30,273.5,64.56,76.84,-0.59,0,1008.45,24.02,2.51,13.92,15.58,7.05
,,,,12/02/2024,9:40,282.8,64.93,167.5,-0.79,0,1008.74,22.54,2.95,13.85,16.46,7.23
,,,,12/02/2024,9:50,288.5,64.52,119.3,-0.96,0,1009.01,17.11,2.76,13.99,18.23,9.04
,,,,12/02/2024,10:00,285.4,67.03,61.7,-1.09,0,1009.49,17.28,2.55,13.87,19.31,7.7
,,,,12/02/2024,10:10,283.1,70.9,118.3,-1.21,0,1009.92,20.92,2.33,13.42,14.31,6.16
,,,,12/02/2024,10:20,281.3,70.58,124.9,-1.34,0,1010.13,20.6,2.48,13.25,14.8,6.73
,,,,12/02/2024,10:30,287,73.59,109.9,-1.48,0,1010.38,24.24,2.52,13.21,14.21,5.31
,,,,12/02/2024,10:40,285.9,72.8,221.4,-1.56,0,1010.67,24.28,3.06,13.26,14.5,5.92
,,,,12/02/2024,10:50,281.7,70.02,154.6,-1.6,0,1011,22.39,2.23,13.5,13.33,5.81
,,,,12/02/2024,11:00,295.2,69.55,147.4,-1.6,0,1011.21,24.81,2.94,13.61,15.58,6.14
,,,,12/02/2024,11:10,295.7,67.86,140.3,-1.6,0,1011.63,18.64,3.02,13.6,16.17,7.49
,,,,12/02/2024,11:20,297.1,67.52,120.6,-1.6,0,1011.99,22.33,2.59,13.65,14.21,6.83
,,,,12/02/2024,11:30,299.1,69.74,119.1,-1.6,0,1012.3,19.55,2.51,13.48,16.07,7.11
,,,,12/02/2024,11:40,294.8,77.8,68.82,-1.6,0,1012.62,15.77,2.45,13.17,15.29,7.8
,,,,12/02/2024,11:50,299.2,87.2,169.9,-1.6,0,1012.9,19.67,2.84,12.51,14.21,7.58
,,,,12/02/2024,12:00,301.1,84.7,211.6,-1.6,0,1013.03,18.04,2.76,12.52,16.07,8.37
,,,,12/02/2024,12:10,296.5,86.8,134.6,-1.59,0.2,1013.25,18.38,2.4,12.5,14.6,7.73
,,,,12/02/2024,12:20,299.5,92.8,151.4,-1.53,0.2,1013.58,20.4,2.33,12.09,13.33,6.51
,,,,12/02/2024,12:30,296.2,93.9,219,-1.42,0,1013.68,21.61,2.59,11.9,13.92,6.37
,,,,12/02/2024,12:40,299.5,90.2,235.1,-1.34,0.3,1013.87,16.38,2.34,12.17,14.11,7.52
,,,,12/02/2024,12:50,297.2,91.6,151.6,-1.21,0,1014.12,21.69,2.73,11.9,15.09,6.77
,,,,12/02/2024,13:00,295.6,87.7,203.5,-1.08,0.1,1014.32,21.21,2.63,11.91,14.21,6.86
,,,,12/02/2024,13:10,296.1,86.3,218.6,-1,0,1014.47,24.25,2.25,12.22,11.47,6.01
,,,,12/02/2024,13:20,289.4,83.7,248.1,-0.86,0,1014.64,17.19,2.44,12.41,12.54,7.04
,,,,12/02/2024,13:30,289.6,81,153.2,-0.67,0,1014.78,25.7,2.27,12.59,11.96,5.56
,,,,12/02/2024,13:40,295.6,81.2,211.2,-0.5,0,1014.97,18.54,2.01,12.71,12.25,5.95
,,,,12/02/2024,13:50,293.2,79.35,229.1,-0.37,0,1015.15,22.18,1.84,12.96,12.54,5.35
,,,,12/02/2024,14:00,292,75.34,206.5,-0.2,0,1015.39,19.58,2.52,13.08,12.35,5.95
,,,,12/02/2024,14:10,295.4,76.91,399.3,0.04,0,1015.62,22.51,1.79,13.2,9.7,4.71
,,,,12/02/2024,14:20,292.3,76.44,235.6,0.22,0,1015.66,25.48,2.38,13.57,11.27,4.94
,,,,12/02/2024,14:30,291,75.79,155.7,0.38,0,1015.81,16.21,2.02,13.42,10.58,5.66
,,,,12/02/2024,14:40,299.4,76.61,174,0.53,0,1015.98,19.21,1.52,13.24,9.31,5.08
,,,,12/02/2024,14:50,301,78.18,136.1,0.73,0,1016.22,25.93,1.63,13.2,8.43,3.3
,,,,12/02/2024,15:00,293.8,76.74,178.3,0.92,0,1016.44,16.22,1.07,13.21,6.66,3.56
,,,,12/02/2024,15:10,299.7,75.48,250.7,1.09,0,1016.62,20.56,1.03,13.45,6.27,2.63
,,,,12/02/2024,15:20,308.6,77.09,129.6,1.23,0,1016.76,16.95,2.01,13.5,9.8,5.34
,,,,12/02/2024,15:30,314,85.4,136.6,1.39,0,1016.93,18.52,1.79,12.8,8.92,5.3
,,,,12/02/2024,15:40,304.3,83.4,114,1.57,0,1017.11,16.31,1.28,12.68,7.74,4.11
,,,,12/02/2024,15:50,300.8,81.9,122.2,1.69,0,1017.2,18.99,1.28,12.67,7.06,3.59
,,,,12/02/2024,16:00,298.6,82.7,75.22,1.8,0,1017.22,15.56,1.41,12.68,8.33,4.4
,,,,12/02/2024,16:10,294.2,85.5,62.79,1.95,0,1017.3,20.72,1.09,12.38,6.96,3.04
,,,,12/02/2024,16:20,280.5,88.1,64.11,2.09,0,1017.45,14.93,0.84,12.17,4.7,2.69
,,,,12/02/2024,16:30,262,91.1,56.68,2.16,0,1017.58,30.21,1.16,11.98,5.39,2.6
,,,,12/02/2024,16:40,263.2,95.1,84.6,2.25,0,1017.69,21.33,0.73,11.75,4.21,2.37
,,,,12/02/2024,16:50,284,94.4,57.82,2.33,0,1017.71,18.62,0.61,11.82,3.43,2.09
,,,,12/02/2024,17:00,308.2,94.5,35.1,2.36,0,1017.6,18.05,0.72,11.91,4.51,1.65
,,,,12/02/2024,17:10,318.2,89.8,18.08,2.4,0,1017.66,14.66,0.88,11.87,5.19,3.26
,,,,12/02/2024,17:20,316.5,88.3,11.39,2.45,0,1017.92,13.9,0.9,11.91,4.8,2.71
,,,,12/02/2024,17:30,310.5,87.5,7.06,2.46,0,1018.06,16.3,0.65,11.88,3.63,2.18
,,,,12/02/2024,17:40,307.4,87.3,3.19,2.45,0,1018.12,21.44,0.54,11.83,3.14,1.5
,,,,12/02/2024,17:50,296.6,87,0.8,2.44,0,1018.26,13.76,0.66,11.73,3.72,1.61
,,,,12/02/2024,18:00,333,88.9,0.42,2.42,0,1018.1,12.22,0.54,11.59,3.14,1.5
,,,,12/02/2024,18:10,10.33,87.9,0.42,2.38,0,1018.08,25.1,0.35,11.51,2.16,1.41
,,,,12/02/2024,18:20,33.84,86.8,0.42,2.33,0,1018.18,18.12,0.28,11.46,1.86,1.09
,,,,12/02/2024,18:30,89,88.9,0.42,2.24,0,1018.28,78.42,0.34,11.32,1.27,0.57
,,,,12/02/2024,18:40,225.3,93.5,0.41,2.16,0,1018.42,24.66,0.36,11.05,1.37,0.75
,,,,12/02/2024,18:50,177.7,97.8,0.41,2.1,0,1018.55,20.93,0.23,10.8,1.27,0.73
,,,,12/02/2024,19:00,164.6,98.5,0.41,1.99,0,1018.68,15.27,0.39,10.65,1.76,0.96
,,,,12/02/2024,19:10,120.7,99.1,0.41,1.84,0,1018.82,0.03,0.36,10.5,1.37,0.2
,,,,12/02/2024,19:20,120.8,99.5,0.41,1.74,0,1018.85,0,0.02,10.25,0.29,0
,,,,12/02/2024,19:30,120.7,99.5,0.42,1.64,0,1018.86,0.01,0.02,10.11,0.29,0
,,,,12/02/2024,19:40,209.3,99.6,0.42,1.47,0,1018.73,16.8,0.46,9.93,1.67,0.41
,,,,12/02/2024,19:50,213.4,99.6,0.42,1.3,0,1018.75,7.99,0.34,9.76,2.16,1.47
,,,,12/02/2024,20:00,203.1,99.7,0.41,1.18,0,1018.73,5.47,0.47,9.53,1.57,0.4
,,,,12/02/2024,20:10,188.7,99.8,0.41,1.02,0,1018.88,8.4,0.65,9.41,2.16,0.84
,,,,12/02/2024,20:20,181.6,99.8,0.42,0.78,0,1018.95,0.07,0.45,9.43,1.47,0.35
,,,,12/02/2024,20:30,181.6,99.8,0.42,0.61,0,1019.02,0,0.43,9.39,1.37,0.56
,,,,12/02/2024,20:40,181.5,99.8,0.41,0.49,0,1019.06,5.27,0.6,9.36,2.35,0.51
,,,,12/02/2024,20:50,177.3,99.7,0.42,0.29,0,1019.02,17.68,0.34,9.29,2.45,1.54
,,,,12/02/2024,21:00,159.8,99.7,0.42,0.05,0,1019,18.38,0.36,9.22,2.35,1.32
,,,,12/02/2024,21:10,148.4,99.7,0.42,-0.14,0,1018.93,14.45,0.64,9.16,4.41,2.09
,,,,12/02/2024,21:20,156.7,99.8,0.42,-0.27,0,1018.8,11.16,0.42,9.01,3.63,2.32
,,,,12/02/2024,21:30,155.4,99.8,0.43,-0.44,0,1018.7,9.61,0.54,8.97,4.21,2.38
,,,,12/02/2024,21:40,136.2,99.7,0.43,-0.63,0,1018.73,32.63,1.27,9.46,5.29,2.83
,,,,12/02/2024,21:50,347.7,99.6,0.44,-0.82,0,1018.68,77.48,0.49,9.34,1.96,0.59
,,,,12/02/2024,22:00,234.9,99.7,0.44,-0.94,0,1018.61,0.08,0.27,8.88,1.08,0.36
,,,,12/02/2024,22:10,234.9,99.8,0.43,-1.07,0,1018.69,0.05,0.26,8.7,0.88,0.2
,,,,12/02/2024,22:20,218.8,99.8,0.46,-1.2,0,1018.65,31,0.27,8.6,1.18,0.23
,,,,12/02/2024,22:30,139,99.9,0.47,-1.33,0,1018.67,23.35,1.35,8.66,4.02,1.68
,,,,12/02/2024,22:40,143.7,99.7,0.62,-1.43,0,1018.76,11.34,0.52,9.34,3.82,2.67
,,,,12/02/2024,22:50,147.5,99.6,0.47,-1.52,0,1018.76,8.83,0.53,9.42,4.41,2.73
,,,,12/02/2024,23:00,147.8,99.6,0.47,-1.59,0,1018.72,4.8,0.42,9.43,4.7,3.75
,,,,12/02/2024,23:10,145.5,99.5,0.47,-1.6,0,1018.74,5.89,0.38,9.61,4.21,3.13
,,,,12/02/2024,23:20,152.8,99.4,0.48,-1.6,0,1018.69,9.92,0.49,9.26,4.02,2.65
,,,,12/02/2024,23:30,177.3,99.7,0.48,-1.6,0,1018.75,17.15,0.86,8.59,3.33,1.06
,,,,12/02/2024,23:40,331.8,99.7,0.48,-1.6,0,1018.65,0.02,0.22,8.4,0.78,0.18
,,,,12/02/2024,23:50,196,99.8,0.48,-1.6,0,1018.66,24.48,0.31,8.38,1.27,0.26
,,,,13/02/2024,0:00,142.4,99.8,0.48,-1.6,0,1018.69,13.02,1.09,8.6,4.12,2.75
,,,,13/02/2024,0:10,138.3,99.6,0.48,-1.59,0,1018.56,7.7,0.57,9.21,4.8,3.24
,,,,13/02/2024,0:20,138.2,99.5,0.48,-1.54,0,1018.49,8.84,0.51,9.27,5.49,3.94
,,,,13/02/2024,0:30,135.5,99.5,0.48,-1.55,0,1018.45,7.4,0.65,9.22,5.78,3.85
,,,,13/02/2024,0:40,126.8,99.2,0.48,-1.47,0,1018.42,9.66,0.58,9.09,5.1,3.41
,,,,13/02/2024,0:50,120.2,99.2,0.48,-1.32,0,1018.14,10.52,0.68,9.04,5.59,3.49
,,,,13/02/2024,1:00,111.5,99,0.48,-1.21,0,1017.89,12.98,0.72,8.96,5.39,3.52
,,,,13/02/2024,1:10,108.8,99.1,0.48,-1.13,0,1017.83,13.17,0.68,8.92,5.19,3.04
,,,,13/02/2024,1:20,106.4,97.6,0.73,-1,0,1017.69,17.44,0.72,8.91,4.9,2.93
,,,,13/02/2024,1:30,114.6,96.6,0.7,-0.84,0,1017.48,18.46,0.78,8.91,5.49,3.19
,,,,13/02/2024,1:40,118,95.6,0.48,-0.68,0,1017.28,11.91,0.69,9.07,5.59,3.44
,,,,13/02/2024,1:50,108.9,92.9,0.48,-0.49,0,1017.23,17.66,0.91,9.23,5.98,3.19
,,,,13/02/2024,2:00,133.6,91.7,0.5,-0.33,0,1017.27,12.2,0.8,9.36,5.78,3.55
,,,,13/02/2024,2:10,124.3,92.2,0.56,-0.17,0,1017.37,25.68,1.32,9.38,4.41,2.07
,,,,13/02/2024,2:20,154.8,92.8,0.48,0.04,0,1017.4,7.37,0.45,9.25,3.72,2.68
,,,,13/02/2024,2:30,145.8,93.8,0.48,0.26,0,1017.34,7.56,0.51,9.19,5.1,4
,,,,13/02/2024,2:40,141.4,94.6,0.48,0.39,0,1017.21,6.77,0.42,9.21,5.78,4.41
,,,,13/02/2024,2:50,139.2,92.6,0.48,0.57,0,1017.15,11.81,0.6,9.23,7.06,4.72
,,,,13/02/2024,3:00,154.1,92.9,0.48,0.8,0,1017.13,9.41,0.47,9.16,6.27,4.48
,,,,13/02/2024,3:10,143.5,93.5,0.48,0.95,0,1017.09,13.38,0.65,9.05,6.66,4.75
,,,,13/02/2024,3:20,137.5,91.6,0.48,1.13,0,1017.06,10.67,0.8,9.19,7.06,4.6
,,,,13/02/2024,3:30,146.8,93.4,0.48,1.35,0,1017.01,8.63,0.56,9.01,5.78,4.36
,,,,13/02/2024,3:40,146.4,94,0.48,1.49,0,1017.06,5.94,0.46,8.98,5.59,4.37
,,,,13/02/2024,3:50,146.1,95.7,0.48,1.63,0,1017.05,7.88,0.61,8.84,5.49,3.97
,,,,13/02/2024,4:00,153.3,95.2,0.48,1.85,0,1017.18,11.3,0.46,8.63,4.02,2.59
,,,,13/02/2024,4:10,151.3,97.6,0.48,2,0,1017.33,8.11,0.29,8.42,3.63,2.78
,,,,13/02/2024,4:20,157.7,96.6,0.48,2.11,0,1017.44,12,0.43,8.42,3.53,2.23
,,,,13/02/2024,4:30,156.7,97.3,0.48,2.26,0,1017.59,8.02,0.37,8.25,3.82,2.87
,,,,13/02/2024,4:40,147.1,97.3,0.48,2.37,0,1017.66,7.35,0.51,8.33,4.31,3.23
,,,,13/02/2024,4:50,144.5,98,0.48,2.47,0,1017.73,7.2,0.41,8.31,4.8,3.52
,,,,13/02/2024,5:00,154.5,97.9,0.48,2.56,0,1017.75,10.07,0.51,8.13,4.61,3.56
,,,,13/02/2024,5:10,147.3,98,0.48,2.64,0,1017.84,10.91,0.62,8.09,5.1,3.35
,,,,13/02/2024,5:20,149,97.4,0.48,2.7,0,1017.86,6.63,0.47,8.17,5.49,4.27
,,,,13/02/2024,5:30,151.7,97.1,0.48,2.75,0,1017.86,13.76,0.7,8.1,5.59,3.75
,,,,13/02/2024,5:40,141.6,97.5,0.48,2.78,0,1017.82,10.35,0.73,8.12,6.66,4.06
,,,,13/02/2024,5:50,140.4,96.1,0.48,2.79,0,1017.88,7.89,0.56,8.33,6.86,5.03
,,,,13/02/2024,6:00,146.2,96.7,0.48,2.8,0,1017.9,10.63,0.6,8.26,6.96,4.9
,,,,13/02/2024,6:10,133.9,95,0.48,2.8,0,1017.92,10.73,0.71,8.4,7.25,5.38
,,,,13/02/2024,6:20,140,93.2,0.49,2.77,0,1017.91,11.43,0.84,8.63,8.04,5.7
,,,,13/02/2024,6:30,138.2,94.2,0.48,2.73,0,1017.98,9.88,0.67,8.55,7.06,5.22
,,,,13/02/2024,6:40,135.9,91.3,0.48,2.68,0,1018,11.1,0.88,8.76,7.55,4.92
,,,,13/02/2024,6:50,128.8,89.6,0.48,2.6,0,1018.07,10.5,0.8,8.94,8.04,5.53
,,,,13/02/2024,7:00,127.2,87.9,0.57,2.53,0,1018.19,9.64,0.95,9.19,7.45,5.09
,,,,13/02/2024,7:10,126.2,85,2.16,2.45,0,1018.42,10.82,0.79,9.53,6.96,4.46
,,,,13/02/2024,7:20,124.5,86.3,5.54,2.33,0,1018.53,12.3,0.84,9.47,6.96,4.43
,,,,13/02/2024,7:30,127.1,86.7,10.03,2.21,0,1018.76,10.8,0.94,9.34,6.86,3.87
,,,,13/02/2024,7:40,126.8,86.1,15.15,2.09,0,1018.87,11.54,0.9,9.41,6.57,4.27
,,,,13/02/2024,7:50,126.6,85,19.88,1.94,0,1019,11.68,0.95,9.55,7.15,4.38
,,,,13/02/2024,8:00,131.6,84.4,25.15,1.79,0,1019.18,11.79,0.82,9.72,6.08,3.87
,,,,13/02/2024,8:10,128.5,83.9,31.63,1.61,0,1019.29,9.91,0.69,9.83,6.57,4.79
,,,,13/02/2024,8:20,129.5,83.5,109.7,1.44,0,1019.31,8.92,0.71,9.88,7.15,4.89
,,,,13/02/2024,8:30,125.2,81.4,152.7,1.28,0,1019.37,11.45,1.09,10.26,7.94,5.09
,,,,13/02/2024,8:40,130.2,77.73,180.9,1.11,0,1019.39,7.79,0.84,10.96,8.53,6.26
,,,,13/02/2024,8:50,128.2,79.23,207.1,0.88,0,1019.51,10.13,0.84,10.89,7.64,5.19
,,,,13/02/2024,9:00,139.2,78.68,232,0.69,0,1019.63,11.55,0.58,11.01,6.08,4.33
,,,,13/02/2024,9:10,157.8,79.68,259.4,0.53,0,1019.65,7.96,0.56,11.07,5.78,4.34
,,,,13/02/2024,9:20,150.9,78.05,291.4,0.34,0,1019.61,8.23,0.51,11.37,6.47,4.92
,,,,13/02/2024,9:30,136,75.83,319.2,0.12,0,1019.48,8.78,0.73,11.96,7.45,5.29
,,,,13/02/2024,9:40,135.4,76.25,341.7,-0.1,0,1019.35,6.49,0.59,12.35,7.25,5.42
,,,,13/02/2024,9:50,144.9,76.03,357.6,-0.26,0,1019.35,8.88,0.42,12.35,5.1,3.97
,,,,13/02/2024,10:00,139.4,73.83,382,-0.43,0,1019.32,8.76,0.51,12.81,5.59,3.47
,,,,13/02/2024,10:10,138.9,71.46,400.6,-0.62,0,1019.33,8.6,0.35,13.35,4.9,3.81
,,,,13/02/2024,10:20,108.7,66.66,422.7,-0.81,0,1019.26,13.37,0.76,14.08,5.49,3.46
,,,,13/02/2024,10:30,107.9,63.76,444.2,-0.94,0,1019.12,12.51,0.83,14.83,6.47,4.27
,,,,13/02/2024,10:40,111.6,62.17,461.6,-1.08,0,1019.03,17.35,1,15.4,5.49,3.34
,,,,13/02/2024,10:50,137.4,63.65,476,-1.24,0,1019.09,8.29,0.56,15.68,5.98,3.79
,,,,13/02/2024,11:00,111.4,60.65,491,-1.35,0,1019.13,13.6,0.72,16.09,4.61,2.99
,,,,13/02/2024,11:10,127.2,60.42,504.9,-1.46,0,1019.2,12.67,0.61,16.6,4.41,2.98
,,,,13/02/2024,11:20,140.6,58.17,518.3,-1.56,0,1019.24,14.97,1.27,16.9,8.82,3.95
,,,,13/02/2024,11:30,136.7,55.17,529.9,-1.6,0,1019.15,21.77,1.56,17.5,7.84,4.18
,,,,13/02/2024,11:40,146,54.13,539.8,-1.6,0,1019.07,23.2,1.39,17.94,9.11,5.12
,,,,13/02/2024,11:50,147.6,53.25,545,-1.6,0,1019.07,22.75,2.06,18.19,9.7,4.56
,,,,13/02/2024,12:00,136.9,53.16,553.1,-1.6,0,1018.97,24.1,1.35,18.42,7.55,3.87
,,,,13/02/2024,12:10,145.2,51.95,560.7,-1.6,0,1018.72,17.1,1.43,18.64,9.8,4.85
,,,,13/02/2024,12:20,148.8,51.1,567.3,-1.6,0,1018.69,17.41,1.91,18.97,10.19,5.3
,,,,13/02/2024,12:30,142.9,51.05,569.8,-1.6,0,1018.53,16.87,0.89,19.18,7.45,4.39
,,,,13/02/2024,12:40,161.1,49.53,332.4,-1.6,0,1018.44,25.4,1.39,19.45,8.82,3.64
,,,,13/02/2024,12:50,175.7,48.17,437.8,-1.56,0,1018.4,16.26,1.97,19.68,8.92,4.7
,,,,13/02/2024,13:00,171.9,48.24,226.8,-1.52,0,1018.36,19.19,1.34,19.73,8.33,4.27
,,,,13/02/2024,13:10,156.6,49.81,158,-1.44,0,1018.33,14.85,1.14,19.36,6.76,3.95
,,,,13/02/2024,13:20,153.3,49.64,321.9,-1.31,0,1018.22,13.9,0.9,19.07,7.55,4.88
,,,,13/02/2024,13:30,153,49.18,567.2,-1.22,0,1018.15,17.84,1.09,19.4,8.43,5.06
,,,,13/02/2024,13:40,162.5,48.14,542.4,-1.12,0,1018.07,13.59,1.08,19.91,7.74,4.96
,,,,13/02/2024,13:50,166,48.54,515.6,-0.97,0,1017.97,13.29,1,20.22,8.04,4.61
,,,,13/02/2024,14:00,177.3,47.85,500.9,-0.82,0,1017.82,12.28,1.46,20.51,10.09,5.79
,,,,13/02/2024,14:10,170.5,48.81,486.9,-0.68,0,1017.76,18.57,1.46,20.68,11.27,5.1
,,,,13/02/2024,14:20,168.8,49.68,474.4,-0.52,0,1017.73,14.08,1.16,20.53,7.64,4.41
,,,,13/02/2024,14:30,173.7,48.87,453.3,-0.35,0,1017.75,14.08,1.71,20.78,10.58,6.49
,,,,13/02/2024,14:40,167.9,49.38,434,-0.18,0,1017.83,10.45,0.99,20.82,9.11,5.65
,,,,13/02/2024,14:50,174,48.84,414.4,-0.02,0,1017.86,14.27,1.15,21.01,7.64,4.81
,,,,13/02/2024,15:00,170.2,48.97,394.5,0.15,0,1017.85,14.86,0.97,21.14,6.96,4.3
,,,,13/02/2024,15:10,171,48.56,372.6,0.3,0,1017.89,12.58,0.94,21.27,7.25,4.3
,,,,13/02/2024,15:20,172.9,48.09,346,0.47,0,1017.98,15.07,0.93,21.43,6.27,3.7
,,,,13/02/2024,15:30,175.6,47.36,322.1,0.66,0,1018.05,11.9,1.05,21.63,7.74,4.55
,,,,13/02/2024,15:40,172.7,48.17,297.9,0.82,0,1018.13,12.12,1,21.44,8.53,5.17
,,,,13/02/2024,15:50,175.8,48.71,271.8,0.96,0,1018.19,13.41,0.65,21.34,6.17,4.28
,,,,13/02/2024,16:00,179.5,48.23,245.4,1.15,0,1018.26,12.67,1.05,21.34,6.96,4.02
,,,,13/02/2024,16:10,180.4,47.84,214.7,1.31,0,1018.27,16.25,1.05,21.28,6.57,3.7
,,,,13/02/2024,16:20,184.6,47.52,190.3,1.41,0,1018.34,18.47,1.1,21.13,7.25,4.19
,,,,13/02/2024,16:30,183.3,47.23,160.7,1.56,0,1018.34,12.79,1.05,21.03,7.94,4.21
,,,,13/02/2024,16:40,184.6,47.34,134.3,1.72,0,1018.36,16.18,1.31,20.93,6.27,3.31
,,,,13/02/2024,16:50,192.1,47.74,107.6,1.81,0,1018.38,12.8,0.9,20.81,6.86,4.24
,,,,13/02/2024,17:00,185.4,48.4,82.3,1.89,0,1018.53,16.57,1.11,20.64,6.57,3.5
,,,,13/02/2024,17:10,179.2,48.87,40.3,2.01,0,1018.54,15.34,0.88,20.39,6.27,3.43
,,,,13/02/2024,17:20,181.1,49.9,15.31,2.1,0,1018.6,15.02,1.2,20.05,6.57,3.44
,,,,13/02/2024,17:30,169.1,51.96,10.35,2.15,0,1018.7,14.06,0.56,19.56,4.21,2.76
,,,,13/02/2024,17:40,160.6,53.42,5.88,2.21,0,1018.77,13.98,0.89,19.18,6.08,3.61
,,,,13/02/2024,17:50,164,52.46,2.4,2.28,0,1018.86,11.83,0.78,19,6.37,4.06
,,,,13/02/2024,18:00,165.8,52.45,0.49,2.31,0,1019.07,15.43,1.01,19,6.86,4.07
,,,,13/02/2024,18:10,176.6,50.64,0.37,2.3,0,1019.33,14.85,1.32,19.19,8.82,4.73
,,,,13/02/2024,18:20,172.9,50.63,0.38,2.33,0,1019.53,14.61,1.03,19.21,8.53,4.83
,,,,13/02/2024,18:30,172.8,50.63,0.37,2.32,0,1019.61,12.46,1.21,19.12,7.64,4.84
