Date,EE_BC1,EE_BC2,EE_BC3,Q_BC1,T_SAL_BC1,T_ENT_BC1,ET_BC1_Frio,ET_BC1_Calor,Q_BC2,T_SAL_BC2,T_ENT_BC2,ET_BC2_Frio,ET_BC2_Calor,Q_BC3,T_SAL_BC3,T_ENT_BC3,ET_BC3_Frio,ET_BC3_Calor
22-02-2024;02:30:00.000,"1135.344","767.56","2895.589","16.87","48.61","44.14","0.01","5.305","0","58.87","24.53","0","2.02","0","17.56","17.38","0.712","1.291"
22-02-2024;02:40:00.000,"1137.499","767.56","2895.589","0.01","46.79","46.74","0.01","5.316","0","55.46","27.5","0","2.02","0","17.58","17.41","0.712","1.291"
22-02-2024;02:50:00.000,"1137.499","767.56","2895.589","0","45.28","46.17","0.01","5.316","0","53.39","27.05","0","2.02","0","17.62","17.47","0.712","1.291"
22-02-2024;03:00:00.000,"1137.499","767.56","2895.589","0","43.92","45.82","0.01","5.316","0","51.12","26.45","0","2.02","0","17.64","17.51","0.712","1.291"
22-02-2024;03:10:00.000,"1137.499","767.56","2895.589","0","42.76","44.96","0.01","5.316","0","49.57","26.01","0","2.02","0","17.63","17.52","0.712","1.291"
22-02-2024;03:20:00.000,"1137.499","767.56","2895.589","0","42.14","43.78","0.01","5.316","0","48.21","25.62","0","2.02","0","17.61","17.57","0.712","1.291"
22-02-2024;03:30:00.000,"1137.499","767.56","2895.589","0","41.51","42.62","0.01","5.316","0","46.67","25.19","0","2.02","0","17.59","17.58","0.712","1.291"
22-02-2024;03:40:00.000,"1137.499","767.56","2895.589","0","40.7","41.26","0.01","5.316","0","45.56","24.82","0","2.02","0","17.62","17.63","0.712","1.291"
22-02-2024;03:50:00.000,"1137.499","769.69","2895.589","0","40.07","40.12","0.01","5.316","0","44.59","24.51","0","2.02","0","17.59","17.62","0.712","1.291"
22-02-2024;04:00:00.000,"1138.96","769.69","2895.589","16.82","45.53","42.17","0.01","5.322","0","62.01","24.34","0","2.02","0","17.59","17.64","0.712","1.291"
22-02-2024;04:10:00.000,"1141.72","769.69","2895.589","16.87","49.1","44.91","0.01","5.335","0","58.73","25.19","0","2.02","0","17.58","17.65","0.712","1.291"
22-02-2024;04:20:00.000,"1143.291","769.69","2895.589","0","46.74","46.58","0.01","5.343","0","55.63","27.66","0","2.02","0","17.56","17.64","0.712","1.291"
22-02-2024;04:30:00.000,"1143.291","769.69","2895.589","0","45.46","46.33","0.01","5.343","0","53.58","27.06","0","2.02","0","17.57","17.67","0.712","1.291"
22-02-2024;04:40:00.000,"1143.291","769.69","2895.589","0","44.1","45.93","0.01","5.343","0","51.55","26.56","0","2.02","0","17.55","17.66","0.712","1.291"
22-02-2024;04:50:00.000,"1143.291","769.69","2895.589","0","43.12","45.28","0.01","5.343","0","49.79","26.08","0","2.02","0","17.53","17.66","0.712","1.291"
22-02-2024;05:00:00.000,"1143.291","769.69","2895.589","0","42.08","44.38","0.01","5.343","0","48.21","25.63","0","2.02","0","17.52","17.69","0.712","1.291"
22-02-2024;05:10:00.000,"1143.291","769.69","2895.589","0","41.26","43.34","0.01","5.343","0","46.92","25.21","0","2.02","0","17.51","17.68","0.712","1.291"
22-02-2024;05:20:00.000,"1143.291","769.69","2895.589","0","40.56","42.03","0.01","5.343","0","45.52","24.78","0","2.02","0","17.51","17.69","0.712","1.291"
22-02-2024;05:30:00.000,"1143.365","771.81","2895.589","16.92","42.53","41.55","0.01","5.343","0","61.31","24.45","0","2.02","0","17.47","17.69","0.712","1.291"
22-02-2024;05:40:00.000,"1145.171","771.81","2895.589","16.86","46.17","42.45","0.01","5.351","0","61.31","24.24","0","2.02","0","17.43","17.69","0.712","1.291"
22-02-2024;05:50:00.000,"1148.057","771.81","2895.589","16.84","49.28","45.07","0.01","5.364","0","57.31","25.5","0","2.02","0","17.4","17.69","0.712","1.291"
22-02-2024;06:00:00.000,"1149.309","771.81","2895.589","0","46.51","46.24","0.01","5.371","0","54.58","27.42","0","2.02","0","17.37","17.68","0.712","1.291"
22-02-2024;06:10:00.000,"1149.309","771.81","2895.589","0","44.82","46.27","0.01","5.371","0","52","26.69","0","2.02","0","17.34","17.65","0.712","1.291"
22-02-2024;06:20:00.000,"1149.309","771.81","2895.589","0","43.32","45.63","0.01","5.371","0","49.96","26.14","0","2.02","0","17.33","17.59","0.712","1.291"
22-02-2024;06:30:00.000,"1149.309","771.81","2895.589","0","42.34","44.74","0.01","5.371","0","48.34","25.65","0","2.02","0","17.3","17.56","0.712","1.291"
22-02-2024;06:40:00.000,"1149.309","771.81","2895.589","0","41.69","43.5","0.01","5.371","0","46.92","25.14","0","2.02","0","17.29","17.54","0.712","1.291"
22-02-2024;06:50:00.000,"1149.309","771.81","2895.589","0","40.82","41.96","0.01","5.371","0","45.43","24.65","0","2.02","0","17.24","17.52","0.712","1.291"
22-02-2024;07:00:00.000,"1149.398","773.96","2895.589","16.93","41.97","40.86","0.01","5.371","0","58.5","24.26","0","2.02","0","17.19","17.48","0.712","1.291"
22-02-2024;07:10:00.000,"1151.239","773.96","2895.589","16.81","45.61","41.7","0.01","5.38","0","61.04","24.05","0","2.02","0","17.15","17.43","0.712","1.291"
22-02-2024;07:20:00.000,"1154.407","773.96","2895.589","16.83","48.9","44.28","0.01","5.394","0","57.71","25.27","0","2.02","0","17.12","17.4","0.712","1.291"
22-02-2024;07:30:00.000,"1156.492","773.96","2895.589","0","46.64","46.56","0.01","5.404","0","54.56","27.84","0","2.02","0","17.08","17.37","0.712","1.291"
22-02-2024;07:40:00.000,"1156.492","773.96","2895.589","0","45.16","46","0.01","5.404","0","52.2","27.17","0","2.02","0","17.08","17.34","0.712","1.291"
22-02-2024;07:50:00.000,"1156.492","773.96","2895.589","0","43.77","45.67","0.01","5.404","0","50.3","26.61","0","2.02","0","17.06","17.32","0.712","1.291"
22-02-2024;08:00:00.000,"1156.492","773.96","2895.589","0","42.69","44.82","0.01","5.404","0","48.39","25.98","0","2.02","0","17.06","17.29","0.712","1.291"
22-02-2024;08:10:00.000,"1156.492","773.96","2895.589","0","41.85","43.77","0.01","5.404","0","46.95","25.47","0","2.02","0","17.02","17.27","0.712","1.291"
22-02-2024;08:20:00.000,"1156.492","773.96","2895.589","0","41.13","42.38","0.01","5.404","0","45.61","24.99","0","2.02","0","17.01","17.24","0.712","1.291"
22-02-2024;08:30:00.000,"1156.579","776.16","2895.589","16.9","42.91","41.82","0.01","5.405","0","64.4","24.47","0","2.02","0","16.98","17.22","0.712","1.291"
22-02-2024;08:40:00.000,"1158.395","776.16","2895.589","16.9","46.25","42.64","0.01","5.412","0","61.1","24.29","0","2.02","0","16.93","17.18","0.712","1.291"
22-02-2024;08:50:00.000,"1161.28","776.16","2895.589","16.93","49.34","45.33","0.01","5.425","0","57.1","25.59","0","2.02","0","16.94","17.2","0.712","1.291"
22-02-2024;09:00:00.000,"1162.647","776.16","2895.589","0","46.57","46.22","0.01","5.432","0","53.99","27.37","0","2.02","0","16.89","17.16","0.712","1.291"
22-02-2024;09:10:00.000,"1162.647","776.16","2895.589","0","44.61","46.31","0.01","5.432","0","51.62","26.74","0","2.02","0","16.89","17.14","0.712","1.291"
22-02-2024;09:20:00.000,"1162.647","776.16","2895.589","0","43.26","45.69","0.01","5.432","0","49.4","26.08","0","2.02","0","16.9","17.13","0.712","1.291"
22-02-2024;09:30:00.000,"1162.647","776.16","2895.589","0","42.25","44.71","0.01","5.432","0","47.55","25.52","0","2.02","0","16.92","17.11","0.712","1.291"
22-02-2024;09:40:00.000,"1162.647","776.16","2895.589","0","41.17","43.31","0.01","5.432","0","45.92","24.93","0","2.02","0","16.9","17.09","0.712","1.291"
22-02-2024;09:50:00.000,"1162.647","776.16","2895.589","0","40.28","41.7","0.01","5.432","0","44.39","24.36","0","2.02","0","16.87","17.09","0.712","1.291"
22-02-2024;10:00:00.000,"1163.27","778.4","2895.589","16.92","44.27","42.13","0.01","5.435","0","64","23.95","0","2.02","0","16.85","17.08","0.712","1.291"
22-02-2024;10:10:00.000,"1165.628","778.4","2895.589","16.79","47.54","43.7","0.01","5.445","0","58.99","24.01","0","2.02","0","16.85","17.05","0.712","1.291"
22-02-2024;10:20:00.000,"1168.495","778.4","2895.589","16.91","49.61","46.31","0.01","5.457","0","55.57","25.97","0","2.02","0","16.9","17.06","0.712","1.291"
22-02-2024;10:30:00.000,"1168.672","778.4","2895.589","0","45.51","46.21","0.01","5.458","0","53.02","26.56","0","2.02","0","16.89","17.04","0.712","1.291"
22-02-2024;10:40:00.000,"1168.672","778.4","2895.589","0","43.73","45.87","0.01","5.458","0","50.28","25.83","0","2.02","0","16.91","17.04","0.712","1.291"
22-02-2024;10:50:00.000,"1168.672","778.4","2895.589","0","42.39","45.15","0.01","5.458","0","48.37","25.29","0","2.02","0","16.98","17.06","0.712","1.291"
22-02-2024;11:00:00.000,"1168.672","778.4","2895.589","0","41.38","43.94","0.01","5.458","0","46.78","24.77","0","2.02","0","17","17.04","0.712","1.291"
22-02-2024;11:10:00.000,"1168.672","778.4","2895.589","0","40.6","42.41","0.01","5.458","0","45.16","24.23","0","2.02","0","17.01","17.06","0.712","1.291"
22-02-2024;11:20:00.000,"1168.91","780.61","2895.589","17.04","43.64","42.13","0.01","5.459","0","65.47","23.82","0","2.02","0","17.03","17.07","0.712","1.291"
22-02-2024;11:30:00.000,"1170.657","780.61","2895.589","16.82","45.01","43.08","0.01","5.466","0","60.48","23.71","0","2.02","0","17.03","17.07","0.712","1.291"
22-02-2024;11:40:00.000,"1172.217","780.61","2895.589","16.85","46.23","44.27","0.01","5.473","0","57.12","25.2","0","2.02","0","17.08","17.09","0.712","1.291"
22-02-2024;11:50:00.000,"1173.748","780.61","2895.589","16.83","47.53","45.73","0.01","5.479","0","54.1","27.59","0","2.02","0","17.1","17.11","0.712","1.291"
22-02-2024;12:00:00.000,"1175.054","780.61","2895.589","0.01","47.07","47.03","0.01","5.485","0","51.11","29.32","0","2.02","0","17.15","17.12","0.712","1.291"
22-02-2024;12:10:00.000,"1175.054","780.61","2895.589","0","45.27","46.45","0.01","5.485","0","49.09","28.81","0","2.02","0","17.21","17.12","0.712","1.291"
22-02-2024;12:20:00.000,"1175.054","780.61","2895.589","0","43.87","45.85","0.01","5.485","0","47.32","28.22","0","2.02","0","17.32","17.14","0.712","1.291"
22-02-2024;12:30:00.000,"1175.054","780.61","2895.589","0","42.87","44.55","0.01","5.485","0","46.03","27.62","0","2.02","0","17.39","17.18","0.712","1.291"
22-02-2024;12:40:00.000,"1175.054","780.61","2895.589","0","41.94","43.03","0.01","5.485","0","44.78","27.09","0","2.02","0","17.41","17.21","0.712","1.291"
22-02-2024;12:50:00.000,"1175.054","780.61","2895.589","0","41.02","41.59","0.01","5.485","0","43.79","26.57","0","2.02","0","17.53","17.24","0.712","1.291"
22-02-2024;13:00:00.000,"1175.054","780.61","2895.589","0","40.01","39.87","0.01","5.485","0","42.94","26.15","0","2.02","0","17.75","17.3","0.712","1.291"
22-02-2024;13:10:00.000,"1175.054","780.61","2895.589","0","39.2","38.41","0.01","5.485","0","42.26","25.8","0","2.02","0","17.98","17.37","0.712","1.291"
22-02-2024;13:20:00.000,"1175.054","780.61","2895.589","0","38.31","36.96","0.01","5.485","0","41.04","25.43","0","2.02","0","18.04","17.44","0.712","1.291"
22-02-2024;13:30:00.000,"1175.054","780.61","2895.589","0","37.32","35.4","0.01","5.485","0","40.42","25.14","0","2.02","0","18.07","17.52","0.712","1.291"
22-02-2024;13:40:00.000,"1175.054","780.61","2895.589","0","36.44","34.12","0.01","5.485","0","39.69","24.83","0","2.02","0","18.12","17.6","0.712","1.291"
22-02-2024;13:50:00.000,"1175.054","782.3","2895.589","0","35.66","32.93","0.01","5.485","0","39.05","24.58","0","2.02","0","18.31","17.68","0.712","1.291"
22-02-2024;14:00:00.000,"1176.337","783.04","2895.589","16.85","44.56","42.91","0.01","5.49","0","61.98","24.49","0","2.02","0","18.22","17.76","0.712","1.291"
22-02-2024;14:10:00.000,"1177.411","783.04","2895.589","16.84","45.63","44.23","0.01","5.494","0","57.67","25.17","0","2.02","0","17.73","17.82","0.712","1.291"
22-02-2024;14:20:00.000,"1178.595","783.04","2895.589","16.73","46.52","45.1","0.01","5.499","0","54.27","27.58","0","2.02","0","17.12","17.8","0.712","1.291"
22-02-2024;14:30:00.000,"1179.735","783.04","2895.589","16.83","47.44","45.96","0.01","5.503","0","51.49","29.1","0","2.02","0","16.89","17.42","0.712","1.291"
22-02-2024;14:40:00.000,"1180.981","783.04","2895.589","16.87","48.27","46.9","0.01","5.508","0","48.56","30.04","0","2.02","0","16.71","17.05","0.712","1.291"
22-02-2024;14:50:00.000,"1180.998","783.04","2895.589","0","45.91","46.33","0.01","5.509","0","46.6","29.78","0","2.02","0","16.56","16.73","0.712","1.291"
22-02-2024;15:00:00.000,"1180.998","783.04","2895.589","0","44.28","46.1","0.01","5.509","0","44.62","28.98","0","2.02","0","16.45","16.5","0.712","1.291"
22-02-2024;15:10:00.000,"1180.998","783.04","2895.589","0","43.24","45.4","0.01","5.509","0","43.05","28.17","0","2.02","0","16.31","16.29","0.712","1.291"
22-02-2024;15:20:00.000,"1180.998","783.04","2895.589","0","42.19","44.42","0.01","5.509","0","41.55","27.32","0","2.02","0","16.01","16.06","0.712","1.291"
22-02-2024;15:30:00.000,"1180.998","783.04","2895.589","0","41.15","43.1","0.01","5.509","0","40.3","26.43","0","2.02","0","15.9","15.91","0.712","1.291"
22-02-2024;15:40:00.000,"1180.998","783.04","2895.589","0","40.21","41.57","0.01","5.509","0","39.14","25.67","0","2.02","0","15.75","15.76","0.712","1.291"
22-02-2024;15:50:00.000,"1180.998","783.04","2895.589","0","39.19","39.93","0.01","5.509","0","38.05","24.93","0","2.02","0","15.49","15.64","0.712","1.291"
22-02-2024;16:00:00.000,"1180.998","783.04","2895.589","0","38.35","38.39","0.01","5.509","0","36.88","24.15","0","2.02","0","15.22","15.51","0.712","1.291"
22-02-2024;16:10:00.000,"1180.998","783.04","2895.589","0","37.48","36.85","0.01","5.509","0","36.03","23.53","0","2.02","0","15.05","15.33","0.712","1.291"
22-02-2024;16:20:00.000,"1180.998","783.04","2895.589","0","36.6","35.13","0.01","5.509","0","35.01","22.89","0","2.02","0","14.87","15.2","0.712","1.291"
22-02-2024;16:30:00.000,"1181.875","785.64","2895.589","16.81","45.01","42.39","0.01","5.512","0","62.55","22.36","0","2.02","0","14.63","15.07","0.712","1.291"
22-02-2024;16:40:00.000,"1184.253","785.64","2895.589","16.77","49.01","45.22","0.01","5.523","0","58.2","22.31","0","2.02","0","14.56","14.94","0.712","1.291"
22-02-2024;16:50:00.000,"1185.205","785.64","2895.589","0","46.38","46.31","0.01","5.529","0","54.41","23.79","0","2.02","0","14.34","14.85","0.712","1.291"
22-02-2024;17:00:00.000,"1185.205","785.64","2895.589","0","44.74","46.19","0.01","5.529","0","51.68","23.22","0","2.02","0","14.06","14.72","0.712","1.291"
22-02-2024;17:10:00.000,"1185.205","785.64","2895.589","0","43.23","45.54","0.01","5.529","0","49.6","22.7","0","2.02","0","13.94","14.59","0.712","1.291"
22-02-2024;17:20:00.000,"1185.205","785.64","2895.589","0","42.28","44.76","0.01","5.529","0","47.58","22.06","0","2.02","0","13.77","14.47","0.712","1.291"
22-02-2024;17:30:00.000,"1185.205","785.64","2895.589","0","41.42","43.73","0.01","5.529","0","46.06","21.5","0","2.02","0","13.59","14.34","0.712","1.291"
22-02-2024;17:40:00.000,"1185.205","785.64","2895.589","0","40.48","42.4","0.01","5.529","0","44.32","20.88","0","2.02","0","13.41","14.22","0.712","1.291"
22-02-2024;17:50:00.000,"1185.205","785.64","2895.589","0","39.72","41","0.01","5.529","0","43.04","20.39","0","2.02","0","13.3","14.12","0.712","1.291"
22-02-2024;18:00:00.000,"1185.205","785.64","2895.589","0","38.93","39.66","0.01","5.529","0","41.85","19.92","0","2.02","0","13.19","13.99","0.712","1.291"
22-02-2024;18:10:00.000,"1185.205","785.64","2895.589","0","38.16","38.07","0.01","5.529","0","40.47","19.4","0","2.02","0","13.05","13.9","0.712","1.291"
22-02-2024;18:20:00.000,"1185.205","785.64","2895.589","0","37.33","36.62","0.01","5.529","0","39.13","18.94","0","2.02","0","12.88","13.78","0.712","1.291"
22-02-2024;18:30:00.000,"1185.205","788.18","2895.589","17.04","38.47","39.62","0.01","5.529","0","38.18","18.52","0","2.02","0","12.8","13.71","0.712","1.291"
22-02-2024;18:40:00.000,"1186.771","788.18","2895.589","16.86","46.34","42.97","0.01","5.535","0","61.18","18.34","0","2.02","0","12.72","13.64","0.712","1.291"
22-02-2024;18:50:00.000,"1189.258","788.18","2895.589","16.82","49.42","46.26","0.01","5.547","0","57.37","19.42","0","2.02","0","12.68","13.58","0.712","1.291"
22-02-2024;19:00:00.000,"1189.286","788.18","2895.589","0","45.64","46.1","0.01","5.548","0","54.46","20.55","0","2.02","0","12.71","13.56","0.712","1.291"
22-02-2024;19:10:00.000,"1189.286","788.18","2895.589","0","44.17","45.86","0.01","5.548","0","51.71","19.94","0","2.02","0","12.66","13.52","0.712","1.291"
22-02-2024;19:20:00.000,"1189.286","788.18","2895.589","0","42.92","45.21","0.01","5.548","0","49.88","19.54","0","2.02","0","12.6","13.45","0.712","1.291"
22-02-2024;19:30:00.000,"1189.286","788.18","2895.589","0","42.1","44.49","0.01","5.548","0","48.13","19.12","0","2.02","0","12.51","13.42","0.712","1.291"
22-02-2024;19:40:00.000,"1189.286","788.18","2895.589","0","41.37","43.57","0.01","5.548","0","46.68","18.74","0","2.02","0","12.46","13.39","0.712","1.291"
22-02-2024;19:50:00.000,"1189.286","788.18","2895.589","0","40.65","42.3","0.01","5.548","0","45.48","18.39","0","2.02","0","12.47","13.37","0.712","1.291"
22-02-2024;20:00:00.000,"1189.286","788.18","2895.589","0","39.94","41.18","0.01","5.548","0","44.08","18.02","0","2.02","0","12.44","13.34","0.712","1.291"
22-02-2024;20:10:00.000,"1189.286","788.18","2895.589","0","39.13","39.95","0.01","5.548","0","42.84","17.71","0","2.02","0","12.35","13.3","0.712","1.291"
22-02-2024;20:20:00.000,"1189.286","788.18","2895.589","0","38.42","38.79","0.01","5.548","0","41.53","17.37","0","2.02","0","12.29","13.28","0.712","1.291"
22-02-2024;20:30:00.000,"1189.388","790.61","2895.589","16.81","43.23","41.98","0.01","5.548","0","65.13","17.14","0","2.02","0","12.25","13.25","0.712","1.291"
22-02-2024;20:40:00.000,"1191.208","790.61","2895.589","16.89","47.25","43.7","0.01","5.557","0","61.36","17.06","0","2.02","0","12.22","13.2","0.712","1.291"
22-02-2024;20:50:00.000,"1193.263","790.61","2895.589","0.05","46.92","46.82","0.01","5.567","0","57.4","19.49","0","2.02","0","12.13","13.17","0.712","1.291"
22-02-2024;21:00:00.000,"1193.263","790.61","2895.589","0","45.43","46.1","0.01","5.567","0","54.72","19.65","0","2.02","0","12.07","13.14","0.712","1.291"
22-02-2024;21:10:00.000,"1193.263","790.61","2895.589","0","44.12","45.84","0.01","5.567","0","52.52","19.13","0","2.02","0","12.05","13.13","0.712","1.291"
22-02-2024;21:20:00.000,"1193.263","790.61","2895.589","0","42.88","45.23","0.01","5.567","0","50.58","18.71","0","2.02","0","12.04","13.08","0.712","1.291"
22-02-2024;21:30:00.000,"1193.263","790.61","2895.589","0","42.03","44.56","0.01","5.567","0","49.03","18.37","0","2.02","0","11.97","13.05","0.712","1.291"
22-02-2024;21:40:00.000,"1193.263","790.61","2895.589","0","41.4","43.74","0.01","5.567","0","47.7","18.05","0","2.02","0","11.92","13.04","0.712","1.291"
22-02-2024;21:50:00.000,"1193.263","790.61","2895.589","0","40.65","42.61","0.01","5.567","0","46.3","17.69","0","2.02","0","11.86","12.99","0.712","1.291"
22-02-2024;22:00:00.000,"1193.263","790.61","2895.589","0","39.89","41.59","0.01","5.567","0","45.06","17.38","0","2.02","0","11.81","12.96","0.712","1.291"
22-02-2024;22:10:00.000,"1193.263","790.61","2895.589","0","39.17","40.43","0.01","5.567","0","43.77","17.07","0","2.02","0","11.76","12.93","0.712","1.291"
22-02-2024;22:20:00.000,"1193.263","790.61","2895.589","0","38.43","39.45","0.01","5.567","0","42.68","16.82","0","2.02","0","11.75","12.9","0.712","1.291"
22-02-2024;22:30:00.000,"1193.263","790.61","2895.589","0","37.66","38.37","0.01","5.567","0","41.29","16.52","0","2.02","0","11.57","12.87","0.712","1.291"
22-02-2024;22:40:00.000,"1194.023","793.03","2895.589","16.82","44.88","42.37","0.01","5.57","0","63.65","16.37","0","2.02","0","11.43","12.8","0.712","1.291"
22-02-2024;22:50:00.000,"1196.352","793.03","2895.589","16.92","48.7","44.97","0.01","5.58","0","59.56","16.7","0","2.02","0","11.4","12.7","0.712","1.291"
22-02-2024;23:00:00.000,"1197.268","793.03","2895.589","0","46.36","46.17","0.01","5.586","0","56.53","19.68","0","2.02","0","11.35","12.64","0.712","1.291"
22-02-2024;23:10:00.000,"1197.268","793.03","2895.589","0","44.76","46.08","0.01","5.586","0","53.83","19","0","2.02","0","11.32","12.59","0.712","1.291"
22-02-2024;23:20:00.000,"1197.268","793.03","2895.589","0","43.62","45.62","0.01","5.586","0","51.94","18.54","0","2.02","0","11.3","12.54","0.712","1.291"
22-02-2024;23:30:00.000,"1197.268","793.03","2895.589","0","42.46","45","0.01","5.586","0","50.2","18.13","0","2.02","0","11.28","12.49","0.712","1.291"
22-02-2024;23:40:00.000,"1197.268","793.03","2895.589","0","41.73","44.36","0.01","5.586","0","48.77","17.8","0","2.02","0","11.25","12.45","0.712","1.291"
22-02-2024;23:50:00.000,"1197.268","793.03","2895.589","0","41.02","43.57","0.01","5.586","0","47.48","17.48","0","2.02","0","11.24","12.42","0.712","1.291"
23-02-2024;00:00:00.000,"1197.268","793.03","2895.589","0","40.23","42.53","0.01","5.586","0","46.07","17.14","0","2.02","0","11.22","12.38","0.712","1.291"
23-02-2024;00:00:01.000,"undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
23-02-2024;00:10:00.000,"1197.268","793.03","2895.589","0","39.59","41.66","0.01","5.586","0","44.82","16.83","0","2.02","0","11.18","12.33","0.712","1.291"
23-02-2024;00:20:00.000,"1197.268","793.03","2895.589","0","38.77","40.68","0.01","5.586","0","43.58","16.54","0","2.02","0","11.13","12.29","0.712","1.291"
23-02-2024;00:30:00.000,"1197.268","793.03","2895.589","0","38.08","39.69","0.01","5.586","0","42.41","16.27","0","2.02","0","11.1","12.28","0.712","1.291"
23-02-2024;00:40:00.000,"1197.312","795.44","2895.589","16.98","42.66","41.94","0.01","5.586","0","55.15","16.03","0","2.02","0","11.06","12.25","0.712","1.291"
23-02-2024;00:50:00.000,"1199.057","795.44","2895.589","16.82","46.95","43.51","0.01","5.594","0","61.37","15.99","0","2.02","0","11.04","12.21","0.712","1.291"
23-02-2024;01:00:00.000,"1201.387","795.44","2895.589","16.82","48.59","46.57","0.01","5.605","0","57.79","18.56","0","2.02","0","11","12.19","0.712","1.291"
23-02-2024;01:10:00.000,"1201.387","795.44","2895.589","0","45.54","46.21","0.01","5.605","0","55.01","19.42","0","2.02","0","10.95","12.15","0.712","1.291"
23-02-2024;01:20:00.000,"1201.387","795.44","2895.589","0","44.14","45.89","0.01","5.605","0","52.5","18.71","0","2.02","0","10.93","12.13","0.712","1.291"
23-02-2024;01:30:00.000,"1201.387","795.44","2895.589","0","42.98","45.34","0.01","5.605","0","50.66","18.28","0","2.02","0","10.93","12.11","0.712","1.291"
23-02-2024;01:40:00.000,"1201.387","795.44","2895.589","0","42.02","44.68","0.01","5.605","0","49.13","17.89","0","2.02","0","10.89","12.09","0.712","1.291"
23-02-2024;01:50:00.000,"1201.387","795.44","2895.589","0","41.3","43.94","0.01","5.605","0","47.57","17.51","0","2.02","0","10.85","12.08","0.712","1.291"
23-02-2024;02:00:00.000,"1201.387","795.44","2895.589","0","40.48","43.08","0.01","5.605","0","46.22","17.18","0","2.02","0","10.77","12.05","0.712","1.291"
23-02-2024;02:10:00.000,"1201.387","795.44","2895.589","0","39.52","42.02","0.01","5.605","0","44.7","16.8","0","2.02","0","10.71","12.04","0.712","1.291"
23-02-2024;02:20:00.000,"1201.387","795.44","2895.589","0","38.67","40.94","0.01","5.605","0","43.41","16.44","0","2.02","0","10.66","12","0.712","1.291"
23-02-2024;02:30:00.000,"1201.387","795.44","2895.589","0","37.69","39.62","0.01","5.605","0","42.04","16.11","0","2.02","0","10.59","11.94","0.712","1.291"
23-02-2024;02:40:00.000,"1201.403","797.91","2895.589","17.03","41.3","41.51","0.01","5.605","0","59.6","15.75","0","2.02","0","10.53","11.9","0.712","1.291"
23-02-2024;02:50:00.000,"1203.109","797.91","2895.589","16.88","46.51","43.1","0.01","5.612","0","61.59","15.66","0","2.02","0","10.47","11.83","0.712","1.291"
23-02-2024;03:00:00.000,"1205.614","797.91","2895.589","16.85","49.07","46.36","0.01","5.625","0","57.52","18.21","0","2.02","0","10.43","11.77","0.712","1.291"
23-02-2024;03:10:00.000,"1205.623","797.91","2895.589","0","45.42","46.18","0.01","5.625","0","54.53","18.99","0","2.02","0","10.41","11.73","0.712","1.291"
23-02-2024;03:20:00.000,"1205.623","797.91","2895.589","0","43.69","45.69","0.01","5.625","0","52.05","18.29","0","2.02","0","10.36","11.67","0.712","1.291"
23-02-2024;03:30:00.000,"1205.623","797.91","2895.589","0","42.18","44.83","0.01","5.625","0","49.9","17.75","0","2.02","0","10.34","11.64","0.712","1.291"
23-02-2024;03:40:00.000,"1205.623","797.91","2895.589","0","41.38","43.76","0.01","5.625","0","48.29","17.33","0","2.02","0","10.34","11.58","0.712","1.291"
23-02-2024;03:50:00.000,"1205.623","797.91","2895.589","0","40.48","42.33","0.01","5.625","0","46.8","16.93","0","2.02","0","10.3","11.54","0.712","1.291"
23-02-2024;04:00:00.000,"1205.623","797.91","2895.589","0","39.68","40.77","0.01","5.625","0","45.37","16.49","0","2.02","0","10.27","11.49","0.712","1.291"
23-02-2024;04:10:00.000,"1205.623","797.91","2895.589","0","38.87","39.29","0.01","5.625","0","44.06","16.13","0","2.02","0","10.24","11.47","0.712","1.291"
23-02-2024;04:20:00.000,"1205.623","797.91","2895.589","0","37.79","37.6","0.01","5.625","0","42.35","15.7","0","2.02","0","10.13","11.43","0.712","1.291"
23-02-2024;04:30:00.000,"1205.626","800.36","2895.589","16.96","41.02","41.31","0.01","5.625","0","53.31","15.38","0","2.02","0","10.09","11.38","0.712","1.291"
23-02-2024;04:40:00.000,"1207.308","800.36","2895.589","16.85","46.44","43.06","0.01","5.632","0","61.7","15.28","0","2.02","0","10.03","11.34","0.712","1.291"
23-02-2024;04:50:00.000,"1209.686","800.36","2895.589","16.89","48.69","46.38","0.01","5.644","0","57.67","17.78","0","2.02","0","10.01","11.3","0.712","1.291"
23-02-2024;05:00:00.000,"1209.686","800.36","2895.589","0","45.4","46.2","0.01","5.645","0","55.02","18.48","0","2.02","0","9.97","11.3","0.712","1.291"
23-02-2024;05:10:00.000,"1209.686","800.36","2895.589","0","43.69","45.68","0.01","5.645","0","52.44","17.8","0","2.02","0","9.89","11.24","0.712","1.291"
23-02-2024;05:20:00.000,"1209.686","800.36","2895.589","0","42.44","45.02","0.01","5.645","0","50.36","17.28","0","2.02","0","9.83","11.2","0.712","1.291"
23-02-2024;05:30:00.000,"1209.686","800.36","2895.589","0","41.28","44.06","0.01","5.645","0","48.71","16.85","0","2.02","0","9.79","11.17","0.712","1.291"
23-02-2024;05:40:00.000,"1209.686","800.36","2895.589","0","40.47","42.93","0.01","5.645","0","47.17","16.44","0","2.02","0","9.77","11.13","0.712","1.291"
