Date,EE_BC1,EE_BC2,EE_BC3,Q_BC1,T_SAL_BC1,T_ENT_BC1,ET_BC1_Frio,ET_BC1_Calor,Q_BC2,T_SAL_BC2,T_ENT_BC2,ET_BC2_Frio,ET_BC2_Calor,Q_BC3,T_SAL_BC3,T_ENT_BC3,ET_BC3_Frio,ET_BC3_Calor
31-03-2024;14:50:00.000,"2705.449","15191.88","2916.055","0","44.63","47.54","0.02","12.307","0","44.71","41.43","0.03","63.98","0","12.41","12.94","0.712","1.291"
31-03-2024;15:00:00.000,"2705.449","15191.88","2916.059","0","43.87","46.96","0.02","12.307","0","43.92","40.16","0.03","63.98","0","12.33","12.82","0.712","1.291"
31-03-2024;15:10:00.000,"2705.449","15191.88","2916.063","0","42.88","46.34","0.02","12.307","0","42.93","38.86","0.03","63.98","0","12.27","12.71","0.712","1.291"
31-03-2024;15:20:00.000,"2705.449","15191.88","2916.067","0","42.14","45.75","0.02","12.307","0","42.12","37.74","0.03","63.98","0","12.17","12.58","0.712","1.291"
31-03-2024;15:30:00.000,"2705.449","15191.88","2916.071","0","41.3","45.16","0.02","12.307","0","41.33","36.78","0.03","63.98","0","12.21","12.48","0.712","1.291"
31-03-2024;15:40:00.000,"2705.449","15191.88","2916.076","0","40.47","44.55","0.02","12.307","0","40.5","35.74","0.03","63.98","0","12.14","12.37","0.712","1.291"
31-03-2024;15:50:00.000,"2705.449","15191.88","2916.08","0","39.76","43.97","0.02","12.307","0","39.85","34.86","0.03","63.98","0","12.1","12.26","0.712","1.291"
31-03-2024;16:00:00.000,"2705.449","15191.88","2916.084","0","39.06","43.34","0.02","12.307","0","39.07","34.03","0.03","63.98","0","12.16","12.17","0.712","1.291"
31-03-2024;16:10:00.000,"2705.449","15191.88","2916.088","0","38.4","42.59","0.02","12.307","0","38.36","33.14","0.03","63.98","0","12.16","12.08","0.712","1.291"
31-03-2024;16:20:00.000,"2705.449","15191.88","2916.092","0","37.81","42.1","0.02","12.307","0","37.64","32.26","0.03","63.98","0","12.15","12.02","0.712","1.291"
31-03-2024;16:30:00.000,"2705.449","15191.88","2916.097","0","37.17","41.42","0.02","12.307","0","37.03","31.59","0.03","63.98","0","12.23","11.98","0.712","1.291"
31-03-2024;16:40:00.000,"2705.449","15191.88","2916.101","0","36.6","40.86","0.02","12.307","0","36.45","30.91","0.03","63.98","0","12.21","11.91","0.712","1.291"
31-03-2024;16:50:00.000,"2705.449","15191.88","2916.105","0","36.11","40.36","0.02","12.307","0","35.89","30.31","0.03","63.98","0","12.41","11.87","0.712","1.291"
31-03-2024;17:00:00.000,"2705.449","15191.88","2916.109","0","35.55","39.8","0.02","12.307","0","35.37","29.7","0.03","63.98","0","12.72","11.87","0.712","1.291"
31-03-2024;17:10:00.000,"2705.449","15191.88","2916.113","0","35.08","39.29","0.02","12.307","0","34.88","29.21","0.03","63.98","0","12.75","11.87","0.712","1.291"
31-03-2024;17:20:00.000,"2705.449","15191.88","2916.118","0","34.6","38.81","0.02","12.307","0","34.46","28.7","0.03","63.98","0","12.6","11.91","0.712","1.291"
31-03-2024;17:30:00.000,"2705.449","15191.88","2916.122","0","34.07","38.28","0.02","12.307","0","33.93","28.17","0.03","63.98","0","12.44","11.95","0.712","1.291"
31-03-2024;17:40:00.000,"2705.449","15191.88","2916.126","0","33.6","37.82","0.02","12.307","0","33.47","27.68","0.03","63.98","0","12.28","11.98","0.712","1.291"
31-03-2024;17:50:00.000,"2705.449","15191.88","2916.13","0","33.09","37.26","0.02","12.307","0","32.99","27.13","0.03","63.98","0","12.22","12.01","0.712","1.291"
31-03-2024;18:00:00.000,"2705.449","15191.88","2916.135","0","32.74","36.82","0.02","12.307","0","32.62","26.71","0.03","63.98","0","12.23","12.02","0.712","1.291"
31-03-2024;18:10:00.000,"2705.449","15191.88","2916.139","0","32.29","36.36","0.02","12.307","0","32.25","26.29","0.03","63.98","0","12.3","12.03","0.712","1.291"
31-03-2024;18:20:00.000,"2705.449","15191.88","2916.143","0","31.76","35.83","0.02","12.307","0","31.78","25.86","0.03","63.98","0","12.45","12.03","0.712","1.291"
31-03-2024;18:30:00.000,"2705.449","15191.88","2916.147","0","31.4","35.41","0.02","12.307","0","31.46","25.48","0.03","63.98","0","12.64","12.06","0.712","1.291"
31-03-2024;18:40:00.000,"2705.449","15191.88","2916.151","0","31.01","34.93","0.02","12.307","0","31.07","25.11","0.03","63.98","0","12.56","12.11","0.712","1.291"
31-03-2024;18:50:00.000,"2705.449","15191.88","2916.155","0","30.57","34.43","0.02","12.307","0","30.6","24.72","0.03","63.98","0","12.38","12.14","0.712","1.291"
31-03-2024;19:00:00.000,"2705.449","15191.88","2916.159","0","30.2","34.03","0.02","12.307","0","30.28","24.36","0.03","63.98","0","12.27","12.22","0.712","1.291"
31-03-2024;19:10:00.000,"2705.449","15191.88","2916.164","0","29.71","33.49","0.02","12.307","0","29.86","23.98","0.03","63.98","0","12.24","12.24","0.712","1.291"
31-03-2024;19:20:00.000,"2705.449","15191.88","2916.168","0","29.38","33.06","0.02","12.307","0","29.54","23.64","0.03","63.98","0","12.28","12.26","0.712","1.291"
31-03-2024;19:30:00.000,"2705.449","15191.88","2916.172","0","28.97","32.63","0.02","12.307","0","29.17","23.3","0.03","63.98","0","12.29","12.27","0.712","1.291"
31-03-2024;19:40:00.000,"2705.449","15191.88","2916.176","0","28.54","32.12","0.02","12.307","0","28.78","22.93","0.03","63.98","0","12.22","12.29","0.712","1.291"
31-03-2024;19:50:00.000,"2705.449","15191.88","2916.18","0","28.19","31.73","0.02","12.307","0","28.47","22.62","0.03","63.98","0","12.17","12.3","0.712","1.291"
31-03-2024;20:00:00.000,"2705.449","15191.88","2916.184","0","27.81","31.31","0.02","12.307","0","28.07","22.28","0.03","63.98","0","12.07","12.31","0.712","1.291"
31-03-2024;20:10:00.000,"2705.449","15191.88","2916.188","0","27.43","30.81","0.02","12.307","0","27.72","21.94","0.03","63.98","0","12.02","12.31","0.712","1.291"
31-03-2024;20:20:00.000,"2705.449","15191.88","2916.193","0","27.04","30.47","0.02","12.307","0","27.43","21.64","0.03","63.98","0","11.99","12.3","0.712","1.291"
31-03-2024;20:30:00.000,"2705.449","15191.88","2916.197","0","26.69","29.96","0.02","12.307","0","27.11","21.33","0.03","63.98","0","11.91","12.29","0.712","1.291"
31-03-2024;20:40:00.000,"2705.449","15191.88","2916.201","0","26.32","29.5","0.02","12.307","0","26.75","21.02","0.03","63.98","0","11.82","12.27","0.712","1.291"
31-03-2024;20:50:00.000,"2705.449","15191.88","2916.205","0","25.92","29.09","0.02","12.307","0","26.3","20.72","0.03","63.98","0","11.77","12.26","0.712","1.291"
31-03-2024;21:00:00.000,"2705.449","15191.88","2916.209","0","25.46","28.66","0.02","12.307","0","25.9","20.36","0.03","63.98","0","11.72","12.23","0.712","1.291"
31-03-2024;21:10:00.000,"2705.449","15191.88","2916.213","0","25.16","28.33","0.02","12.307","0","25.6","20.07","0.03","63.98","0","11.68","12.22","0.712","1.291"
31-03-2024;21:20:00.000,"2705.449","15191.88","2916.217","0","24.96","27.96","0.02","12.307","0","25.33","19.8","0.03","63.98","0","11.66","12.19","0.712","1.291"
31-03-2024;21:30:00.000,"2705.449","15191.88","2916.221","0","24.5","27.5","0.02","12.307","0","24.99","19.48","0.03","63.98","0","11.62","12.14","0.712","1.291"
31-03-2024;21:40:00.000,"2705.449","15191.88","2916.226","0","24.26","27.15","0.02","12.307","0","24.69","19.2","0.03","63.98","0","11.56","12.09","0.712","1.291"
31-03-2024;21:50:00.000,"2705.449","15191.88","2916.23","0","23.94","26.8","0.02","12.307","0","24.34","18.9","0.03","63.98","0","11.53","12.06","0.712","1.291"
31-03-2024;22:00:00.000,"2705.449","15191.88","2916.234","0","23.67","26.46","0.02","12.307","0","24.06","18.66","0.03","63.98","0","11.5","11.99","0.712","1.291"
31-03-2024;22:10:00.000,"2705.449","15191.88","2916.238","0","23.34","26.03","0.02","12.307","0","23.81","18.41","0.03","63.98","0","11.48","11.95","0.712","1.291"
31-03-2024;22:20:00.000,"2705.449","15191.88","2916.242","0","22.97","25.66","0.02","12.307","0","23.43","18.13","0.03","63.98","0","11.46","11.89","0.712","1.291"
31-03-2024;22:30:00.000,"2705.449","15191.88","2916.246","0","22.61","25.28","0.02","12.307","0","23.22","17.87","0.03","63.98","0","11.4","11.85","0.712","1.291"
31-03-2024;22:40:00.000,"2705.449","15191.88","2916.25","0","22.31","24.97","0.02","12.307","0","22.91","17.6","0.03","63.98","0","11.35","11.82","0.712","1.291"
31-03-2024;22:50:00.000,"2705.449","15191.88","2916.255","0","21.97","24.61","0.02","12.307","0","22.54","17.34","0.03","63.98","0","11.26","11.77","0.712","1.291"
31-03-2024;23:00:00.000,"2705.449","15191.88","2916.259","0","21.71","24.3","0.02","12.307","0","22.36","17.12","0.03","63.98","0","11.17","11.75","0.712","1.291"
31-03-2024;23:10:00.000,"2705.449","15191.88","2916.263","0","21.46","23.94","0.02","12.307","0","22.04","16.84","0.03","63.98","0","11.06","11.73","0.712","1.291"
31-03-2024;23:20:00.000,"2705.449","15191.88","2916.267","0","21.18","23.57","0.02","12.307","0","21.73","16.6","0.03","63.98","0","10.9","11.7","0.712","1.291"
31-03-2024;23:30:00.000,"2705.449","15191.88","2916.272","0","20.94","23.28","0.02","12.307","0","21.55","16.37","0.03","63.98","0","10.83","11.68","0.712","1.291"
31-03-2024;23:40:00.000,"2705.449","15191.88","2916.276","0","20.54","22.96","0.02","12.307","0","21.21","16.13","0.03","63.98","0","10.78","11.66","0.712","1.291"
31-03-2024;23:50:00.000,"2705.449","15191.88","2916.28","0","20.34","22.69","0.02","12.307","0","20.99","15.94","0.03","63.98","0","10.82","11.64","0.712","1.291"
01-04-2024;00:00:00.000,"2705.449","15191.88","2916.284","0","20.11","22.38","0.02","12.307","0","20.77","15.74","0.03","63.98","0","10.87","11.61","0.712","1.291"
01-04-2024;00:00:01.000,"undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
01-04-2024;00:10:00.000,"2705.449","15191.88","2916.289","0","19.96","22.13","0.02","12.307","0","20.51","15.56","0.03","63.98","0","10.9","11.62","0.712","1.291"
01-04-2024;00:20:00.000,"2705.449","15191.88","2916.293","0","19.73","21.88","0.02","12.307","0","20.33","15.38","0.03","63.98","0","10.85","11.59","0.712","1.291"
01-04-2024;00:30:00.000,"2705.449","15191.88","2916.297","0","19.53","21.6","0.02","12.307","0","20.06","15.21","0.03","63.98","0","10.84","11.59","0.712","1.291"
01-04-2024;00:40:00.000,"2705.449","15191.88","2916.301","0","19.38","21.33","0.02","12.307","0","19.9","15.07","0.03","63.98","0","10.84","11.59","0.712","1.291"
01-04-2024;00:50:00.000,"2705.449","15191.88","2916.305","0","19.22","21.14","0.02","12.307","0","19.69","14.92","0.03","63.98","0","10.9","11.57","0.712","1.291"
01-04-2024;01:00:00.000,"2705.449","15191.88","2916.309","0","19.04","20.88","0.02","12.307","0","19.52","14.8","0.03","63.98","0","10.95","11.56","0.712","1.291"
01-04-2024;01:10:00.000,"2705.449","15191.88","2916.314","0","18.87","20.71","0.02","12.307","0","19.39","14.71","0.03","63.98","0","11.07","11.57","0.712","1.291"
01-04-2024;01:20:00.000,"2705.466","15191.88","2916.318","16.84","22.94","24.29","0.021","12.307","0","19.19","14.63","0.03","63.98","0","11.18","11.57","0.712","1.291"
01-04-2024;01:30:00.000,"2706.823","15192.779","2916.322","16.82","38.72","35.59","0.021","12.313","16.22","36.74","35.54","0.03","63.98","0","11.21","11.56","0.712","1.291"
01-04-2024;01:40:00.000,"2709.707","15205.85","2916.326","16.91","52.24","49.98","0.021","12.325","16.26","50.28","50.32","0.03","64.03","0","11.36","11.61","0.712","1.291"
01-04-2024;01:50:00.000,"2709.707","15205.85","2916.331","0","48.55","49.65","0.021","12.326","0","48.88","49.05","0.03","64.03","0","11.31","11.62","0.712","1.291"
01-04-2024;02:00:00.000,"2709.707","15205.85","2916.335","0","46.67","48.96","0.021","12.326","0","46.98","45.64","0.03","64.03","0","11.36","11.64","0.712","1.291"
01-04-2024;02:10:00.000,"2709.707","15205.85","2916.339","0","45.36","48.29","0.021","12.326","0","45.75","43.14","0.03","64.03","0","11.41","11.67","0.712","1.291"
01-04-2024;02:20:00.000,"2709.707","15205.85","2916.343","0","44.46","47.58","0.021","12.326","0","44.72","41.13","0.03","64.03","0","11.44","11.68","0.712","1.291"
01-04-2024;02:30:00.000,"2709.707","15205.85","2916.347","0","43.23","46.91","0.021","12.326","0","43.61","39.34","0.03","64.03","0","11.43","11.68","0.712","1.291"
01-04-2024;02:40:00.000,"2709.707","15205.85","2916.351","0","42.17","46.23","0.021","12.326","0","42.49","37.93","0.03","64.03","0","11.43","11.69","0.712","1.291"
01-04-2024;02:50:00.000,"2709.707","15205.85","2916.356","0","41.11","45.49","0.021","12.326","0","41.55","36.63","0.03","64.03","0","11.45","11.7","0.712","1.291"
01-04-2024;03:00:00.000,"2709.707","15205.85","2916.36","0","40.24","44.82","0.021","12.326","0","40.5","35.38","0.03","64.03","0","11.45","11.71","0.712","1.291"
01-04-2024;03:10:00.000,"2709.707","15205.85","2916.364","0","39.31","44.07","0.021","12.326","0","39.7","34.29","0.03","64.03","0","11.47","11.72","0.712","1.291"
01-04-2024;03:20:00.000,"2709.707","15205.85","2916.368","0","38.44","43.42","0.021","12.326","0","38.57","33","0.03","64.03","0","11.51","11.73","0.712","1.291"
01-04-2024;03:30:00.000,"2709.707","15205.85","2916.372","0","37.56","42.71","0.021","12.326","0","37.71","31.9","0.03","64.03","0","11.57","11.73","0.712","1.291"
01-04-2024;03:40:00.000,"2709.707","15205.85","2916.377","0","36.85","41.97","0.021","12.326","0","36.93","31.01","0.03","64.03","0","11.57","11.74","0.712","1.291"
01-04-2024;03:50:00.000,"2709.707","15205.85","2916.381","0","36.13","41.3","0.021","12.326","0","36.06","30.12","0.03","64.03","0","11.6","11.77","0.712","1.291"
01-04-2024;04:00:00.000,"2709.707","15205.85","2916.385","0","35.5","40.65","0.021","12.326","0","35.39","29.41","0.03","64.03","0","11.63","11.77","0.712","1.291"
01-04-2024;04:10:00.000,"2709.707","15205.85","2916.389","0","34.69","39.9","0.021","12.326","0","34.66","28.57","0.03","64.03","0","11.66","11.78","0.712","1.291"
01-04-2024;04:20:00.000,"2709.707","15205.85","2916.393","0","33.99","39.14","0.021","12.326","0","33.99","27.85","0.03","64.03","0","11.7","11.8","0.712","1.291"
01-04-2024;04:30:00.000,"2709.707","15205.85","2916.397","0","33.43","38.48","0.021","12.326","0","33.28","27.14","0.03","64.03","0","11.68","11.8","0.712","1.291"
01-04-2024;04:40:00.000,"2709.707","15205.85","2916.401","0","32.94","37.91","0.021","12.326","0","32.79","26.55","0.03","64.03","0","11.7","11.82","0.712","1.291"
01-04-2024;04:50:00.000,"2709.707","15205.85","2916.406","0","32.48","37.34","0.021","12.326","0","32.28","25.97","0.03","64.03","0","11.71","11.83","0.712","1.291"
01-04-2024;05:00:00.000,"2709.707","15205.85","2916.41","0","31.78","36.67","0.021","12.326","0","31.74","25.43","0.03","64.03","0","11.75","11.84","0.712","1.291"
01-04-2024;05:10:00.000,"2709.707","15205.85","2916.414","0","31.29","36.06","0.021","12.326","0","31.3","24.85","0.03","64.03","0","11.84","11.87","0.712","1.291"
01-04-2024;05:20:00.000,"2709.707","15205.85","2916.418","0","30.69","35.57","0.021","12.326","0","30.69","24.36","0.03","64.03","0","11.97","11.87","0.712","1.291"
01-04-2024;05:30:00.000,"2709.707","15205.85","2916.422","0","30.15","35","0.021","12.326","0","30.18","23.89","0.03","64.03","0","12.05","11.9","0.712","1.291"
01-04-2024;05:40:00.000,"2709.707","15205.85","2916.426","0","29.86","34.47","0.021","12.326","0","29.72","23.39","0.03","64.03","0","12.04","11.91","0.712","1.291"
01-04-2024;05:50:00.000,"2709.707","15205.85","2916.431","0","29.36","33.92","0.021","12.326","0","29.38","22.98","0.03","64.03","0","12.06","11.96","0.712","1.291"
01-04-2024;06:00:00.000,"2709.707","15205.85","2916.435","0","28.95","33.45","0.021","12.326","0","28.85","22.52","0.03","64.03","0","12.12","11.97","0.712","1.291"
01-04-2024;06:10:00.000,"2710.435","15205.85","2916.439","16.97","29.45","26.54","0.021","12.329","0","28.6","22.22","0.03","64.03","0","12.09","11.99","0.712","1.291"
01-04-2024;06:20:00.000,"2712.678","15213.92","2916.443","16.64","35.49","30.59","0.021","12.342","15.94","33.25","30.72","0.03","64.08","0","12.07","12.03","0.712","1.291"
01-04-2024;06:30:00.000,"2715.926","15230.18","2916.447","16.71","41.55","36.66","0.021","12.358","16.42","39.83","36.86","0.03","64.16","0","12.07","12.03","0.712","1.291"
01-04-2024;06:40:00.000,"2719.587","15252.34","2916.451","16.64","47.5","42.82","0.021","12.373","15.99","46.25","43.05","0.03","64.26","0","12.17","12.04","0.712","1.291"
01-04-2024;06:50:00.000,"2722.021","15267.58","2916.455","0","46.33","46.13","0.021","12.384","0","46.5","46.54","0.03","64.32","0","12.24","12.07","0.712","1.291"
01-04-2024;07:00:00.000,"2722.021","15267.58","2916.459","0","44.53","45.55","0.021","12.384","0","44.94","44.8","0.03","64.32","0","12.28","12.1","0.712","1.291"
01-04-2024;07:10:00.000,"2722.021","15267.58","2916.463","0","43.16","45.06","0.021","12.384","0","43.71","42.03","0.03","64.32","0","12.28","12.13","0.712","1.291"
01-04-2024;07:20:00.000,"2722.021","15267.58","2916.467","0","41.85","44.39","0.021","12.384","0","42.51","39.52","0.03","64.32","0","12.29","12.16","0.712","1.291"
01-04-2024;07:30:00.000,"2722.021","15269.689","2916.472","0","40.9","43.87","0.021","12.384","16.26","43.8","42.21","0.03","64.33","0","12.26","12.17","0.712","1.291"
01-04-2024;07:40:00.000,"2722.344","15288.699","2916.476","16.92","45.11","43.61","0.021","12.385","16.21","46.88","43.68","0.03","64.41","0","12.26","12.2","0.712","1.291"
01-04-2024;07:50:00.000,"2723.626","15309.859","2916.48","0.01","46.8","46.74","0.021","12.39","0.05","46.73","46.71","0.03","64.5","0","12.23","12.22","0.712","1.291"
01-04-2024;08:00:00.000,"2723.626","15309.859","2916.484","0","45.13","46.25","0.021","12.39","0","45.62","45.52","0.03","64.5","0","12.21","12.21","0.712","1.291"
01-04-2024;08:10:00.000,"2723.626","15309.859","2916.488","0","43.39","45.6","0.021","12.39","0","44.08","42.39","0.03","64.5","0","12.19","12.23","0.712","1.291"
01-04-2024;08:20:00.000,"2723.626","15309.859","2916.492","0","42.21","45.02","0.021","12.39","0","42.7","39.91","0.03","64.5","0","12.18","12.24","0.712","1.291"
01-04-2024;08:30:00.000,"2723.626","15309.859","2916.496","0","41.08","44.36","0.021","12.39","0","41.77","37.94","0.03","64.5","0","12.19","12.26","0.712","1.291"
01-04-2024;08:40:00.000,"2723.626","15322.55","2916.501","9.3","40.04","41.32","0.021","12.39","16.19","45.43","42.53","0.03","64.55","0","12.18","12.26","0.712","1.291"
01-04-2024;08:50:00.000,"2724.925","15347.34","2916.505","16.7","47.9","45.79","0.021","12.395","16.1","49.22","45.95","0.03","64.65","0","12.2","12.26","0.712","1.291"
01-04-2024;09:00:00.000,"2725.254","15352.81","2916.509","0","45.87","46.44","0.021","12.397","0","46.32","46.1","0.03","64.68","0","12.23","12.27","0.712","1.291"
01-04-2024;09:10:00.000,"2725.254","15352.81","2916.513","0","43.92","45.98","0.021","12.397","0","44.73","43.51","0.03","64.68","0","12.29","12.29","0.712","1.291"
01-04-2024;09:20:00.000,"2725.254","15352.81","2916.518","0","42.55","45.37","0.021","12.397","0","43.23","40.3","0.03","64.68","0","12.34","12.31","0.712","1.291"
01-04-2024;09:30:00.000,"2725.254","15352.81","2916.522","0","41.69","44.75","0.021","12.397","0","42.28","38.18","0.03","64.68","0","12.35","12.29","0.712","1.291"
01-04-2024;09:40:00.000,"2725.254","15355.67","2916.526","0","40.89","44.14","0.021","12.397","16.38","43.9","42.22","0.03","64.69","0","12.46","12.32","0.712","1.291"
01-04-2024;09:50:00.000,"2725.617","15375.529","2916.53","16.78","45.41","43.85","0.021","12.398","16.02","47.12","43.92","0.03","64.77","0","12.62","12.34","0.712","1.291"
01-04-2024;10:00:00.000,"2726.807","15395.3","2916.534","0.01","46.89","46.76","0.021","12.403","0.01","46.54","46.46","0.03","64.85","0","12.75","12.35","0.712","1.291"
01-04-2024;10:10:00.000,"2726.807","15395.3","2916.539","0","45.2","46.36","0.021","12.403","0","45.47","45.36","0.03","64.85","0","12.79","12.4","0.712","1.291"
01-04-2024;10:20:00.000,"2726.807","15395.3","2916.543","0","43.76","45.8","0.021","12.403","0","44.2","42.37","0.03","64.85","0","12.78","12.41","0.712","1.291"
01-04-2024;10:30:00.000,"2726.807","15395.3","2916.547","0","42.73","45.24","0.021","12.403","0","42.91","39.97","0.03","64.85","0","12.88","12.45","0.712","1.291"
01-04-2024;10:40:00.000,"2726.807","15395.3","2916.551","0","41.99","44.65","0.021","12.403","0","42.18","38.3","0.03","64.85","0","12.99","12.48","0.712","1.291"
01-04-2024;10:50:00.000,"2726.807","15403.439","2916.555","0","41.53","44.13","0.021","12.403","16.23","44.58","42.24","0.03","64.88","0","13.11","12.55","0.712","1.291"
01-04-2024;11:00:00.000,"2727.592","15426.199","2916.559","16.82","46.75","44.84","0.021","12.405","16.2","47.72","44.94","0.03","64.98","0","13.24","12.57","0.712","1.291"
01-04-2024;11:10:00.000,"2728.752","15438.29","2916.564","0","46.7","46.58","0.021","12.41","0","46.71","46.56","0.03","65.03","0","13.31","12.62","0.712","1.291"
01-04-2024;11:20:00.000,"2728.752","15438.29","2916.568","0","44.94","46.11","0.021","12.41","0","45.42","44.96","0.03","65.03","0","13.4","12.68","0.712","1.291"
01-04-2024;11:30:00.000,"2728.752","15438.29","2916.572","0","43.29","45.63","0.021","12.41","0","44.04","41.98","0.03","65.03","0","13.52","12.74","0.712","1.291"
01-04-2024;11:40:00.000,"2728.752","15438.29","2916.576","0","42.21","45.06","0.021","12.41","0","42.81","39.52","0.03","65.03","0","13.66","12.8","0.712","1.291"
01-04-2024;11:50:00.000,"2728.752","15438.29","2916.58","0","41.39","44.42","0.021","12.41","0","42.29","37.84","0.03","65.03","0","13.74","12.86","0.712","1.291"
01-04-2024;12:00:00.000,"2728.752","15448.319","2916.584","0","40.73","43.86","0.021","12.41","16.29","44.86","42.39","0.03","65.07","0","13.84","12.92","0.712","1.291"
01-04-2024;12:10:00.000,"2729.533","15470.33","2916.588","16.73","46.79","44.94","0.021","12.413","16.11","46.87","45","0.03","65.16","0","13.99","13.01","0.712","1.291"
01-04-2024;12:20:00.000,"2730.69","15481.159","2916.592","0","46.77","46.61","0.021","12.418","0","46.82","46.67","0.03","65.2","0","14.09","13.06","0.712","1.291"
01-04-2024;12:30:00.000,"2730.69","15481.159","2916.596","0","44.95","46.2","0.021","12.418","0","45.92","45.32","0.03","65.2","0","14.22","13.15","0.712","1.291"
01-04-2024;12:40:00.000,"2730.69","15481.159","2916.6","0","43.6","45.72","0.021","12.418","0","44.91","42.04","0.03","65.2","0","14.39","13.22","0.712","1.291"
01-04-2024;12:50:00.000,"2730.69","15481.159","2916.604","0","42.46","45.1","0.021","12.418","0","44.06","39.87","0.03","65.2","0","14.53","13.3","0.712","1.291"
01-04-2024;13:00:00.000,"2730.69","15481.159","2916.608","0","41.47","44.52","0.021","12.418","0","43.19","38.34","0.03","65.2","0","14.7","13.36","0.712","1.291"
01-04-2024;13:10:00.000,"2730.69","15491.81","2916.613","0","40.82","43.96","0.021","12.418","16.34","44.97","42.5","0.03","65.25","0","14.85","13.47","0.712","1.291"
01-04-2024;13:20:00.000,"2730.69","15516.6","2916.617","0","39.97","43.27","0.021","12.418","16.3","47.87","44.32","0.03","65.35","0","14.96","13.55","0.712","1.291"
01-04-2024;13:30:00.000,"2730.69","15544.729","2916.621","0","39.4","42.44","0.021","12.418","16.25","49.84","46.46","0.03","65.46","0","15.12","13.65","0.712","1.291"
01-04-2024;13:40:00.000,"2730.69","15553.51","2916.625","0","38.8","41.68","0.021","12.418","0","47.05","46.99","0.03","65.49","0","15.24","13.73","0.712","1.291"
01-04-2024;13:50:00.000,"2730.69","15553.51","2916.629","0","38.1","41.01","0.021","12.418","0","46.1","45.01","0.03","65.49","0","15.33","13.85","0.712","1.291"
01-04-2024;14:00:00.000,"2730.69","15553.51","2916.633","0","37.61","40.63","0.021","12.418","0","45.05","43.01","0.03","65.49","0","15.44","13.96","0.712","1.291"
01-04-2024;14:10:00.000,"2730.69","15553.51","2916.637","0","37.1","40.08","0.021","12.418","0","44.15","41.42","0.03","65.49","0","15.58","14.06","0.712","1.291"
01-04-2024;14:20:00.000,"2730.69","15553.51","2916.641","0","36.53","39.61","0.021","12.418","0","43.44","40.19","0.03","65.49","0","15.8","14.16","0.712","1.291"
01-04-2024;14:30:00.000,"2730.69","15553.51","2916.646","0","36.07","39.21","0.021","12.418","0","42.72","39.21","0.03","65.49","0","16.18","14.3","0.712","1.291"
01-04-2024;14:40:00.000,"2731.891","15553.51","2916.65","16.89","45.07","42.49","0.021","12.422","0","42.38","38.46","0.03","65.49","0","16.4","14.41","0.712","1.291"
01-04-2024;14:50:00.000,"2734.391","15553.51","2916.654","16.83","47.3","44.41","0.021","12.432","0","41.86","37.85","0.03","65.49","0","16.6","14.52","0.712","1.291"
01-04-2024;15:00:00.000,"2736.754","15553.51","2916.658","16.85","49.25","46.3","0.021","12.442","0","41.3","37.14","0.03","65.49","0","16.88","14.64","0.712","1.291"
01-04-2024;15:10:00.000,"2738.092","15553.51","2916.662","0","47.27","47.01","0.021","12.448","0","40.83","36.55","0.03","65.49","0","16.87","14.74","0.712","1.291"
01-04-2024;15:20:00.000,"2738.092","15553.51","2916.667","0","46.01","46.93","0.021","12.448","0","40.11","35.76","0.03","65.49","0","16.57","14.85","0.712","1.291"
01-04-2024;15:30:00.000,"2738.092","15553.51","2916.671","0","44.69","46.45","0.021","12.448","0","39.5","34.96","0.03","65.49","0","16.32","14.95","0.712","1.291"
01-04-2024;15:40:00.000,"2738.092","15553.51","2916.675","0","43.86","45.98","0.021","12.448","0","38.91","34.14","0.03","65.49","0","16.18","15.01","0.712","1.291"
01-04-2024;15:50:00.000,"2738.092","15553.51","2916.679","0","43.03","45.49","0.021","12.448","0","38.33","33.17","0.03","65.49","0","16.19","15.06","0.712","1.291"
01-04-2024;16:00:00.000,"2738.092","15553.51","2916.683","0","42.28","44.93","0.021","12.448","0","37.76","32.39","0.03","65.49","0","16.29","15.1","0.712","1.291"
01-04-2024;16:10:00.000,"2738.092","15559.34","2916.687","0","41.68","44.42","0.021","12.448","16.32","44.16","42.11","0.03","65.52","0","16.47","15.14","0.712","1.291"
01-04-2024;16:20:00.000,"2738.092","15581.229","2916.691","0","41.04","43.81","0.021","12.448","16.28","47","43.58","0.03","65.61","0","16.41","15.16","0.712","1.291"
01-04-2024;16:30:00.000,"2738.929","15600.189","2916.696","16.67","47.79","46.18","0.021","12.451","16.02","47.15","46.23","0.03","65.69","0","16.29","15.2","0.712","1.291"
01-04-2024;16:40:00.000,"2738.929","15600.189","2916.7","0","45.24","45.51","0.021","12.451","0","45.54","45.52","0.03","65.69","0","16.04","15.21","0.712","1.291"
01-04-2024;16:50:00.000,"2738.929","15600.189","2916.704","0","43.95","45.32","0.021","12.451","0","44.34","42.99","0.03","65.69","0","16.54","15.22","0.712","1.291"
01-04-2024;17:00:00.000,"2738.929","15600.189","2916.708","0","43.05","44.85","0.021","12.451","0","43.53","39.67","0.03","65.69","0","16.71","15.22","0.712","1.291"
