"Date","EE_BC1","EE_BC2","EE_BC3","Q_BC1","T_SAL_BC1","T_ENT_BC1","ET_BC1_Frio","ET_BC1_Calor","Q_BC2","T_SAL_BC2","T_ENT_BC2","ET_BC2_Frio","ET_BC2_Calor","Q_BC3","T_SAL_BC3","T_ENT_BC3","ET_BC3_Frio","ET_BC3_Calor","Q_TER","T_IMP_TER","T_RET_TER","ET_TER_Frio","ET_TER_Calor","EE_TER","EE_BC1_TER","EE_BC2_TER","EE_BC1_actual","ET_BC1_Frio_actual","ET_BC1_Calor_actual","EE_BC2_actual","ET_BC2_Frio_actual","ET_BC2_Calor_actual","EE_BC3_actual","ET_BC3_Frio_actual","ET_BC3_Calor_actual"
2024-02-07 15:00:00,4.286,9.69,2895.589,0,16.97,16.91,NA,NA,0,38.65,41.49,NA,NA,0,14.78,15.47,712,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 15:00:00,4.286,9.69,2895.589,0,17.02,16.93,NA,NA,0,38.48,41.41,NA,NA,0,14.82,15.48,712,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 15:02:00,4.398,9.69,2895.589,0.017,17.11,17.03,NA,NA,0,38.12,41.02,NA,NA,0,14.82,15.48,712,1291,0.034,-3333,16.97,0.117,-3333,13.79,0,0,0.112,0,0,0,0,0,0,0,0
2024-02-07 15:04:00,4.62,9.69,2895.589,0.017,17.09,16.97,NA,NA,0,37.72,40.87,NA,NA,0,14.84,15.52,712,1291,0.035,14.85,16.96,0.12,0,13.857,0,0,0.222,0,0,0,0,0,0,0,0
2024-02-07 15:06:00,4.829,9.69,2895.589,0.017,17.19,17.04,NA,NA,0,37.55,40.89,NA,NA,0,14.87,15.53,712,1291,33.59,14.69,17.22,0.122,0,13.914,0,0,0.209,0,0,0,0,0,0,0,0
2024-02-07 15:10:00,5.52,9.69,2895.589,16.84,17.27,17.09,NA,NA,0,37.02,40.82,NA,NA,0,14.93,15.56,712,1291,34.07,14.3,16.95,0.129,0,14.067,0,0,0.691,0,0,0,0,0,0,0,0
2024-02-07 15:20:00,8.055,17.96,2895.589,16.67,44.78,44.27,6,NA,16.12,47.55,45.32,NA,120,0,15.06,15.66,712,1291,36.82,14.75,16.77,0.141,0,14.464,0,0,2.535,0,0,8.27,0,0,0,0,0
2024-02-07 15:30:00,8.257,18.03,2895.589,0,24.19,43.99,10,NA,0,45.65,45.8,NA,120,0,15.19,15.75,712,1291,32.71,15.34,15.29,0.145,0,14.85,0,0,0.202,4,0,0.0700000000000003,0,0,0,0,0
2024-02-07 15:40:00,8.257,18.03,2895.589,0,43.46,44.96,10,NA,0,44.21,42.91,NA,120,0,15.3,15.83,712,1291,32.77,15.23,15.19,0.145,0,15.234,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 15:50:00,8.257,18.03,2895.589,0,42.24,44.45,10,NA,0,43.02,40.84,NA,120,0,15.38,15.88,712,1291,32.81,15.45,15.44,0.145,0,15.619,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 16:00:00,8.427,18.03,2895.589,16.82,43.51,42.15,10,NA,0,42.33,39.07,NA,120,0,15.44,15.91,712,1291,33.99,14.97,15.47,0.145,0,16.005,0,0,0.17,0,0,0,0,0,0,0,0
2024-02-07 16:10:00,10.279,18.08,2895.589,16.8,46.88,43.22,10,9,16.19,42.3,42.77,NA,120,0,15.51,15.95,712,1291,36.88,14.22,15.54,0.152,0,16.393,0,0,1.852,0,0,0.0499999999999972,0,0,0,0,0
2024-02-07 16:20:00,12.266,26.51,2895.589,0.01,45.95,45.76,10,19,0,46.26,46.35,NA,150,0,15.59,16.03,712,1291,33.1,15.55,15.5,0.162,0,16.792,0,0,1.987,0,10,8.43,0,30,0,0,0
2024-02-07 16:30:00,12.266,26.51,2895.589,0,44.5,45.24,10,19,0,45.02,44.7,NA,150,0,15.65,16.07,712,1291,32.36,15.38,15.33,0.162,0,17.173,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 16:40:00,12.266,26.51,2895.589,0,43.04,44.73,10,19,0,43.81,42.2,NA,150,0,15.72,16.12,712,1291,32.79,15.37,15.37,0.162,0,17.559,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 16:50:00,12.266,26.51,2895.589,0,42.01,44.24,10,19,0,42.84,40.25,NA,150,0,15.76,16.15,712,1291,32.68,15.54,15.53,0.162,0,17.941,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 17:00:00,13.012,26.51,2895.589,16.82,44.64,42.27,10,22,0,41.96,38.5,NA,150,0,15.75,16.11,712,1291,34.26,14.64,15.57,0.165,0,18.329,0,0,0.746,0,3,0,0,0,0,0,0
2024-02-07 17:10:00,15.328,31.38,2895.589,16.68,48.81,44.96,10,32,16.15,47,45.33,NA,170,0,15.72,16.03,712,1291,36.62,13.68,15.61,0.174,0,18.721,0,0,2.316,0,10,4.87,0,20,0,0,0
2024-02-07 17:20:00,16.17,34.67,2895.589,0,45.35,45.25,10,38,0,46.14,46.09,NA,190,0,15.68,16.01,712,1291,32.72,15.52,15.46,0.179,0,19.111,0,0,0.842000000000002,0,6,3.29,0,20,0,0,0
2024-02-07 17:30:00,16.17,34.67,2895.589,0,43.82,45.1,10,38,0,44.54,43.54,NA,190,0,15.61,15.88,712,1291,32.87,15.35,15.3,0.179,0,19.497,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 17:40:00,16.17,34.67,2895.589,0,42.53,44.58,10,38,0,43.17,41.39,NA,190,0,15.57,15.8,712,1291,32.64,15.52,15.51,0.179,0,19.88,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 17:50:00,16.17,34.67,2895.589,0,41.56,44.01,10,38,0,42.53,39.52,NA,190,0,15.52,15.72,712,1291,32.74,15.6,15.58,0.179,0,20.264,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 18:00:00,17.182,34.67,2895.589,16.8,45.06,42.3,10,42,0,41.81,37.99,NA,190,0,15.49,15.65,712,1291,34.19,14.56,15.64,0.183,0,20.653,0,0,1.012,0,4,0,0,0,0,0,0
2024-02-07 18:10:00,19.616,41.53,2895.589,16.73,49.67,45.86,10,53,16.1,47.73,45.95,NA,210,0,15.47,15.62,712,1291,37.14,13.73,15.66,0.193,0,21.049,0,0,2.434,0,11,6.86,0,20,0,0,0
2024-02-07 18:20:00,20.041,42.6,2895.589,0,45.14,45.24,10,56,0,45.94,45.96,NA,220,0,15.49,15.62,712,1291,32.38,15.54,15.5,0.196,0,21.436,0,0,0.425000000000001,0,3,1.07,0,10,0,0,0
2024-02-07 18:30:00,20.041,42.6,2895.589,0,43.71,45.12,10,56,0,44.56,43.24,NA,220,0,15.45,15.6,712,1291,32.62,15.4,15.35,0.196,0,21.821,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 18:40:00,20.041,42.6,2895.589,0,42.52,44.64,10,56,0,43.27,40.92,NA,220,0,15.36,15.55,712,1291,32.3,15.6,15.6,0.196,0,22.204,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 18:50:00,20.041,42.6,2895.589,0,41.53,44.01,10,56,0,42.28,39.17,NA,220,0,15.28,15.46,712,1291,32.6,15.64,15.63,0.196,0,22.588,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 19:00:00,20.581,42.6,2895.589,16.86,44.35,42.22,10,58,0,41.74,37.81,NA,220,0,15.28,15.43,712,1291,34.34,14.9,15.69,0.198,0,22.973,0,0,0.539999999999999,0,2,0,0,0,0,0,0
2024-02-07 19:10:00,22.753,45.72,2895.589,16.79,48.51,44.71,10,68,16.19,46.27,44.82,NA,220,0,15.25,15.4,712,1291,36.78,13.86,15.72,0.206,0,23.365,0,0,2.172,0,10,3.12,0,0,0,0,0
2024-02-07 19:20:00,23.875,50.48,2895.589,0,45.61,45.29,10,75,0,46.42,46.29,NA,250,0,15.26,15.44,712,1291,32.48,15.67,15.62,0.213,0,23.758,0,0,1.122,0,7,4.76,0,30,0,0,0
2024-02-07 19:30:00,23.875,50.48,2895.589,0,44.28,45.13,10,75,0,45,43.97,NA,250,0,15.25,15.45,712,1291,32.27,15.48,15.43,0.213,0,24.14,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 19:40:00,23.875,50.48,2895.589,0,42.98,44.76,10,75,0,43.84,41.73,NA,250,0,15.22,15.45,712,1291,32.71,15.58,15.59,0.213,0,24.525,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 19:50:00,23.875,50.48,2895.589,0,41.96,44.28,10,75,0,42.94,39.86,NA,250,0,15.23,15.47,712,1291,32.73,15.7,15.68,0.213,0,24.909,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 20:00:00,23.95,50.48,2895.589,16.91,43.22,42.3,10,75,0,42.09,38.22,NA,250,0,15.23,15.5,712,1291,33.55,15.4,15.71,0.213,0,25.295,0,0,0.0749999999999993,0,0,0,0,0,0,0,0
2024-02-07 20:10:00,25.643,50.48,2895.589,16.82,46.37,42.93,10,82,0,41.56,37.15,NA,250,0,15.26,15.55,712,1291,34.33,14.43,15.77,0.219,0,25.683,0,0,1.693,0,7,0,0,0,0,0,0
2024-02-07 20:20:00,27.635,58.02,2895.589,0.02,46.19,46,10,93,0,46.47,46.52,NA,270,0,15.26,15.58,712,1291,35.19,15.71,15.74,0.23,0,26.081,0,0,1.992,0,11,7.54000000000001,0,20,0,0,0
2024-02-07 20:30:00,27.635,58.02,2895.589,0,44.7,45.21,10,93,0,45.26,45.34,NA,270,0,15.29,15.63,712,1291,32.75,15.58,15.54,0.23,0,26.465,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 20:40:00,27.635,58.02,2895.589,0,43.39,45,10,93,0,43.92,42.39,NA,270,0,15.34,15.73,712,1291,32.57,15.55,15.55,0.23,0,26.85,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 20:50:00,27.635,58.02,2895.589,0,42.16,44.44,10,93,0,42.98,40.43,NA,270,0,15.38,15.8,712,1291,32.59,15.73,15.71,0.23,0,27.234,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 21:00:00,27.635,58.02,2895.589,0,41.41,43.92,10,93,0,42.21,38.85,NA,270,0,15.43,15.88,712,1291,32.7,15.77,15.75,0.23,0,27.62,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 21:10:00,27.966,58.02,2895.589,16.95,44,42.24,10,94,0,41.51,37.5,NA,270,0,15.46,15.91,712,1291,34.32,15.12,15.79,0.23,0,28.005,0,0,0.331,0,1,0,0,0,0,0,0
2024-02-07 21:20:00,29.959,59.32,2895.589,16.78,47.55,43.86,10,103,15.99,45.16,44.06,NA,280,0,15.5,15.96,712,1291,36.49,14.16,15.82,0.238,0,28.396,0,0,1.993,0,9,1.3,0,10,0,0,0
2024-02-07 21:30:00,31.373,65.54,2895.589,0,45.81,45.53,10,111,0,46.49,46.33,NA,300,0,15.55,15.99,712,1291,32.99,15.79,15.73,0.246,0,28.79,0,0,1.414,0,8,6.22000000000001,0,20,0,0,0
2024-02-07 21:40:00,31.373,65.54,2895.589,0,44.56,45.34,10,111,0,44.98,44.29,NA,300,0,15.6,16.06,712,1291,32.8,15.59,15.55,0.246,0,29.173,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 21:50:00,31.373,65.54,2895.589,0,43.24,44.92,10,111,0,43.93,41.99,NA,300,0,15.67,16.12,712,1291,32.9,15.66,15.66,0.246,0,29.558,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 22:00:00,31.373,65.54,2895.589,0,42.28,44.39,10,111,0,43.12,40.1,NA,300,0,15.72,16.19,712,1291,32.62,15.76,15.75,0.246,0,29.942,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 22:10:00,31.373,65.54,2895.589,0,41.49,43.97,10,111,0,42.12,38.43,NA,300,0,15.76,16.22,712,1291,32.44,15.78,15.77,0.246,0,30.325,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 22:20:00,31.938,65.54,2895.589,16.99,44.48,42.25,10,113,0,41.55,37.22,NA,300,0,15.82,16.27,712,1291,34.1,15.02,15.83,0.248,0,30.712,0,0,0.564999999999998,0,2,0,0,0,0,0,0
2024-02-07 22:30:00,34.12,68.88,2895.589,16.63,48.66,44.88,10,123,16.11,46.58,45.1,NA,310,0,15.88,16.32,712,1291,36.63,13.98,15.86,0.257,0,31.107,0,0,2.182,0,10,3.33999999999999,0,10,0,0,0
2024-02-07 22:40:00,35.143,73.19,2895.589,0,45.68,45.4,10,129,0,46.42,46.33,NA,330,0,15.92,16.37,712,1291,32.61,15.79,15.72,0.262,0,31.497,0,0,1.023,0,6,4.31,0,20,0,0,0
2024-02-07 22:50:00,35.143,73.19,2895.589,0,44.29,45.41,10,129,0,44.87,43.94,NA,330,0,15.98,16.43,712,1291,32.62,15.61,15.55,0.262,0,31.881,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 23:00:00,35.143,73.19,2895.589,0,43.13,44.95,10,129,0,43.77,41.77,NA,330,0,16.01,16.43,712,1291,32.81,15.74,15.73,0.262,0,32.265,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 23:10:00,35.143,73.19,2895.589,0,42.1,44.4,10,129,0,42.84,39.73,NA,330,0,16.05,16.47,712,1291,32.56,15.81,15.79,0.262,0,32.648,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 23:20:00,35.143,73.19,2895.589,0,41.35,43.89,10,129,0,42.1,38.25,NA,330,0,16.12,16.52,712,1291,32.87,15.84,15.83,0.262,0,33.034,0,0,0,0,0,0,0,0,0,0,0
2024-02-07 23:30:00,35.937,73.19,2895.589,16.88,44.74,42.3,10,132,0,41.38,36.99,NA,330,0,16.16,16.6,712,1291,34.01,14.92,15.88,0.265,0,33.423,0,0,0.793999999999997,0,3,0,0,0,0,0,0
2024-02-07 23:40:00,38.256,78.5,2895.589,16.75,49.35,45.62,10,143,16.09,47.21,45.59,NA,350,0,16.22,16.65,712,1291,37.13,13.98,15.91,0.275,0,33.816,0,0,2.319,0,11,5.31,0,20,0,0,0
2024-02-07 23:50:00,38.883,80.69,2895.589,0,45.47,45.44,10,147,0,46,46.02,NA,360,0,16.26,16.67,712,1291,32.68,15.76,15.73,0.279,0,34.205,0,0,0.627000000000002,0,4,2.19,0,10,0,0,0
2024-02-08,38.883,80.69,2895.589,0,44.12,45.3,10,147,0,44.67,43.62,NA,360,0,16.3,16.7,712,1291,32.79,15.61,15.55,0.279,0,34.589,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 00:10:00,38.883,80.69,2895.589,0,42.91,44.85,10,147,0,43.64,41.51,NA,360,0,16.34,16.75,712,1291,32.52,15.8,15.78,0.279,0,34.973,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 00:20:00,38.883,80.69,2895.589,0,42.08,44.36,10,147,0,42.76,39.81,NA,360,0,16.38,16.77,712,1291,32.75,15.85,15.83,0.279,0,35.359,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 00:30:00,38.883,80.69,2895.589,0,41.42,43.72,10,147,0,42.07,38.41,NA,360,0,16.44,16.82,712,1291,32.47,15.87,15.85,0.279,0,35.743,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 00:40:00,39.859,80.69,2895.589,16.74,45.19,42.45,10,151,0,41.44,37.32,NA,360,0,16.49,16.87,712,1291,34.79,14.85,15.9,0.282,0,36.131,0,0,0.975999999999999,0,4,0,0,0,0,0,0
2024-02-08 00:50:00,42.245,87.29,2895.589,16.7,49.68,45.95,10,162,16.11,47.81,46.05,NA,380,0,16.53,16.91,712,1291,36.92,14.01,15.91,0.293,0,36.526,0,0,2.386,0,11,6.60000000000001,0,20,0,0,0
2024-02-08 01:00:00,42.624,88.2,2895.589,0,45.29,45.4,10,165,0,46.01,45.96,NA,390,0,16.6,16.98,712,1291,32.97,15.79,15.73,0.295,0,36.913,0,0,0.379000000000005,0,3,0.909999999999997,0,10,0,0,0
2024-02-08 01:10:00,42.624,88.2,2895.589,0,43.86,45.27,10,165,0,44.63,43.26,NA,390,0,16.64,17.03,712,1291,32.54,15.64,15.59,0.295,0,37.297,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 01:20:00,42.624,88.2,2895.589,0,42.57,44.73,10,165,0,43.52,41.18,NA,390,0,16.71,17.11,712,1291,32.72,15.83,15.8,0.295,0,37.679,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 01:30:00,42.624,88.2,2895.589,0,41.68,44.22,10,165,0,42.47,39.19,NA,390,0,16.75,17.14,712,1291,32.57,15.88,15.86,0.295,0,38.066,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 01:40:00,42.624,88.2,2895.589,3.82,40.9,42.25,10,165,0,41.62,37.82,NA,390,0,16.8,17.18,712,1291,32.57,15.92,15.9,0.295,0,38.447,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 01:50:00,44.04,88.2,2895.589,16.87,45.92,42.69,10,171,0,41.07,36.71,NA,390,0,16.84,17.23,712,1291,34.11,14.69,15.92,0.3,0,38.838,0,0,1.416,0,6,0,0,0,0,0,0
2024-02-08 02:00:00,46.387,95.75,2895.589,16.7,49.34,46.59,10,183,0.06,46.54,46.58,NA,420,0,16.89,17.25,712,1291,36.58,15.08,15.94,0.311,0,39.234,0,0,2.347,0,12,7.55,0,30,0,0,0
2024-02-08 02:10:00,46.391,95.75,2895.589,0,44.98,45.47,10,183,0,45.21,45.33,NA,420,0,16.93,17.3,712,1291,32.77,15.77,15.71,0.312,0,39.621,0,0,0.00399999999999778,0,0,0,0,0,0,0,0
2024-02-08 02:20:00,46.391,95.75,2895.589,0,43.2,45.07,10,183,0,43.95,42.43,NA,420,0,16.98,17.35,712,1291,32.55,15.67,15.65,0.312,0,40.005,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 02:30:00,46.391,95.75,2895.589,0,42.16,44.57,10,183,0,42.86,40.43,NA,420,0,17.02,17.37,712,1291,32.66,15.87,15.84,0.312,0,40.389,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 02:40:00,46.391,95.75,2895.589,0,41.39,44.01,10,183,0,41.99,38.56,NA,420,0,17.06,17.4,712,1291,32.67,15.88,15.87,0.312,0,40.771,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 02:50:00,46.653,95.75,2895.589,16.84,43.8,42.18,10,184,0,41.3,37.26,NA,420,0,17.08,17.43,712,1291,34.37,15.3,15.93,0.312,0,41.159,0,0,0.262,0,1,0,0,0,0,0,0
2024-02-08 03:00:00,48.583,96.45,2895.589,16.78,47.56,43.85,10,193,16.12,44.68,43.81,NA,420,0,17.14,17.46,712,1291,36.73,14.33,15.95,0.32,0,41.549,0,0,1.93,0,9,0.700000000000003,0,0,0,0,0
2024-02-08 03:10:00,50.173,103.52,2895.589,0,45.94,45.65,10,201,0,46.38,46.5,NA,450,0,17.15,17.47,712,1291,32.93,15.92,15.89,0.328,0,41.941,0,0,1.59,0,8,7.06999999999999,0,30,0,0,0
2024-02-08 03:20:00,50.173,103.52,2895.589,0,44.59,45.51,10,201,0,45.27,44.51,NA,450,0,17.17,17.5,712,1291,32.7,15.71,15.66,0.328,0,42.325,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 03:30:00,50.173,103.52,2895.589,0,43.39,45.11,10,201,0,43.87,42.19,NA,450,0,17.2,17.52,712,1291,32.9,15.75,15.77,0.328,0,42.711,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 03:40:00,50.173,103.52,2895.589,0,42.55,44.62,10,201,0,42.97,40.41,NA,450,0,17.23,17.51,712,1291,32.47,15.9,15.87,0.328,0,43.094,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 03:50:00,50.173,103.52,2895.589,0,41.67,44.11,10,201,0,42.4,38.76,NA,450,0,17.23,17.55,712,1291,32.71,15.91,15.9,0.328,0,43.478,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 04:00:00,50.464,103.52,2895.589,16.79,43.83,42.19,10,202,0,41.75,37.63,NA,450,0,17.25,17.56,712,1291,34.03,15.35,15.94,0.329,0,43.866,0,0,0.290999999999997,0,1,0,0,0,0,0,0
2024-02-08 04:10:00,52.42,104.47,2895.589,16.78,47.55,43.82,10,211,16.16,45.06,44.01,NA,450,0,17.27,17.59,712,1291,36.52,14.27,15.96,0.336,0,44.256,0,0,1.956,0,9,0.950000000000003,0,0,0,0,0
2024-02-08 04:20:00,53.91,111.01,2895.589,0,45.87,45.6,10,219,0,46.38,46.32,NA,480,0,17.29,17.63,712,1291,33.4,15.95,15.89,0.345,0,44.651,0,0,1.48999999999999,0,8,6.54000000000001,0,30,0,0,0
2024-02-08 04:30:00,53.91,111.01,2895.589,0,44.47,45.43,10,219,0,44.91,44.4,NA,480,0,17.29,17.63,712,1291,32.88,15.75,15.69,0.345,0,45.033,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 04:40:00,53.91,111.01,2895.589,0,43.11,44.97,10,219,0,44.01,42.2,NA,480,0,17.33,17.66,712,1291,32.54,15.79,15.79,0.345,0,45.418,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 04:50:00,53.91,111.01,2895.589,0,42.08,44.46,10,219,0,42.92,40.08,NA,480,0,17.32,17.65,712,1291,32.3,15.91,15.89,0.345,0,45.8,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 05:00:00,53.91,111.01,2895.589,0,41.15,43.87,10,219,0,41.93,38.61,NA,480,0,17.33,17.65,712,1291,32.62,15.93,15.91,0.345,0,46.186,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 05:10:00,54.724,111.01,2895.589,16.79,44.91,42.33,10,223,0,41.57,37.49,NA,480,0,17.35,17.65,712,1291,34.45,15,15.95,0.347,0,46.571,0,0,0.814,0,4,0,0,0,0,0,0
2024-02-08 05:20:00,57.05,116.43,2895.589,16.7,49.3,45.57,10,234,15.96,47.34,45.68,NA,490,0,17.35,17.65,712,1291,36.97,14.07,15.96,0.357,0,46.965,0,0,2.326,0,11,5.42,0,10,0,0,0
2024-02-08 05:30:00,57.598,118.21,2895.589,0,45.43,45.27,10,237,0,46.12,46.33,NA,500,0,17.36,17.68,712,1291,32.55,15.86,15.8,0.361,0,47.355,0,0,0.548000000000002,0,3,1.77999999999999,0,10,0,0,0
2024-02-08 05:40:00,57.598,118.21,2895.589,0,44.15,45.21,10,237,0,44.88,43.5,NA,500,0,17.38,17.69,712,1291,32.6,15.69,15.64,0.361,0,47.739,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 05:50:00,57.598,118.21,2895.589,0,43.13,44.83,10,237,0,43.78,41.56,NA,500,0,17.39,17.7,712,1291,32.88,15.88,15.88,0.361,0,48.123,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 06:00:00,57.598,118.21,2895.589,0,42.24,44.36,10,237,0,43.08,39.89,NA,500,0,17.42,17.71,712,1291,32.79,15.91,15.91,0.361,0,48.507,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 06:10:00,57.598,118.21,2895.589,0,41.44,43.83,10,237,0,42.18,38.4,NA,500,0,17.43,17.72,712,1291,32.74,15.96,15.94,0.361,0,48.891,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 06:20:00,58.906,118.21,2895.589,16.81,45.58,42.38,10,243,0,41.69,37.37,NA,500,0,17.43,17.71,712,1291,34.28,14.75,15.97,0.365,0,49.279,0,0,1.308,0,6,0,0,0,0,0,0
2024-02-08 06:30:00,61.433,126.64,2895.589,16.69,50,46.16,10,254,16.1,47.78,46.46,NA,540,0,17.46,17.75,712,1291,36.94,14.29,15.97,0.377,0,49.675,0,0,2.527,0,11,8.43000000000001,0,40,0,0,0
2024-02-08 06:40:00,61.585,126.71,2895.589,0,44.98,45.15,10,257,0,45.69,45.95,NA,540,0,17.47,17.75,712,1291,32.74,15.83,15.78,0.378,0,50.06,0,0,0.152000000000001,0,3,0.0699999999999932,0,0,0,0,0
2024-02-08 06:50:00,61.585,126.71,2895.589,0,43.7,45.03,10,257,0,44.46,43.37,NA,540,0,17.5,17.77,712,1291,24.05,15.73,15.71,0.378,0,50.432,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 07:00:00,61.585,126.71,2895.589,0,42.53,44.55,10,257,0,43.28,41.24,NA,540,0,17.52,17.8,712,1291,24.01,15.88,15.84,0.378,0,50.774,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 07:10:00,61.801,126.71,2895.589,16.87,43.73,42.17,10,257,0,42.34,39.59,NA,540,0,17.51,17.79,712,1291,25.76,14.78,15.69,0.379,0,51.129,0,0,0.216000000000001,0,0,0,0,0,0,0,0
2024-02-08 07:20:00,63.677,126.92,2895.589,16.81,47.05,43.43,10,266,16.1,43.36,43.54,NA,540,0,17.54,17.81,712,1291,26.74,14.05,15.69,0.386,0,51.482,0,0,1.876,0,9,0.210000000000008,0,0,0,0,0
2024-02-08 07:30:00,65.485,134.84,2895.589,0,45.82,45.67,10,275,0,46.38,46.36,NA,570,0,17.56,17.83,712,1291,23.94,15.06,15.04,0.395,0,51.84,0,0,1.808,0,9,7.92,0,30,0,0,0
2024-02-08 07:40:00,65.485,134.84,2895.589,0,44.32,45.21,10,275,0,45.02,44.82,NA,570,0,17.57,17.87,712,1291,32.78,13.88,13.86,0.395,0,52.21,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 07:50:00,65.485,134.84,2895.589,0,42.91,44.75,10,275,0,43.59,41.92,NA,570,0,17.56,17.86,712,1291,32.67,14.54,14.54,0.395,0,52.596,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 08:00:00,65.485,134.84,2895.589,0,41.71,44.17,10,275,0,42.77,39.97,NA,570,0,17.58,17.88,712,1291,32.61,15.01,14.98,0.395,0,52.978,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 08:10:00,65.989,134.84,2895.589,16.77,44.2,42.13,10,277,0,41.97,38.33,NA,570,0,17.59,17.9,712,1291,34.19,14.35,15.14,0.397,0,53.364,0,0,0.504000000000005,0,2,0,0,0,0,0,0
2024-02-08 08:20:00,68.15,137.67,2895.589,16.63,48.31,44.42,10,287,16.27,45.94,44.42,NA,580,0,17.61,17.91,712,1291,37.27,13.42,15.31,0.405,0,53.757,0,0,2.161,0,10,2.82999999999998,0,10,0,0,0
2024-02-08 08:30:00,69.487,143.46,2895.589,0,45.64,45.27,10,294,0,46.35,46.3,NA,600,0,17.62,17.94,712,1291,32.94,15.31,15.27,0.413,0,54.149,0,0,1.33699999999999,0,7,5.79000000000002,0,20,0,0,0
2024-02-08 08:40:00,69.487,143.46,2895.589,0,43.97,45.27,10,294,0,44.74,44.01,NA,600,0,17.63,17.96,712,1291,32.6,15.21,15.15,0.413,0,54.529,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 08:50:00,69.487,143.46,2895.589,0,42.63,44.76,10,294,0,43.49,41.53,NA,600,0,17.65,17.97,712,1291,32.82,15.33,15.35,0.413,0,54.913,0,0,0,0,0,0,0,0,0,0,0
2024-02-08 09:00:00,69.551,143.46,2895.589,16.83,43.05,42.29,10,294,0,42.58,39.42,NA,600,0,17.66,18.01,712,1291,33.22,15.25,15.45,0.413,0,55.298,0,0,0.0640000000000072,0,0,0,0,0,0,0,0
2024-02-08 09:10:00,71.241,143.46,2895.589,16.83,46.09,42.59,10,301,0,41.96,37.94,NA,600,0,17.68,18.01,712,1291,34.24,14.18,15.52,0.419,0,55.686,0,0,1.69,0,7,0,0,0,0,0,0
2024-02-08 09:20:00,73.864,154.64,2895.589,16.63,49.71,46.1,10,315,16,47.91,46.01,NA,640,0,17.72,18.05,712,1291,36.21,13.82,15.53,0.432,0,56.084,0,0,2.623,0,14,11.18,0,40,0,0,0
