Date,EE_BC1,EE_BC2,EE_BC3,Q_BC1,T_SAL_BC1,T_ENT_BC1,ET_BC1_Frio,ET_BC1_Calor,Q_BC2,T_SAL_BC2,T_ENT_BC2,ET_BC2_Frio,ET_BC2_Calor,Q_BC3,T_SAL_BC3,T_ENT_BC3,ET_BC3_Frio,ET_BC3_Calor,Q_TER,T_IMP_TER,T_RET_TER,ET_TER_Frio,ET_TER_Calor,EE_TER,EE_BC1_TER,EE_BC2_TER
01-04-2024;21:20:00.000,"2742.382","15720.14","2916.815","0","41","44.66","0.021","12.464","0","41.77","36.37","0.03","66.17","0","14.52","13.82","0.712","1.291","0.45","14.03","14.26","15.056","0","1362.994","7597.117","20885.049"
01-04-2024;21:30:00.000,"2742.382","15720.14","2916.82","0","40.18","43.93","0.021","12.464","0","41.06","35.37","0.03","66.17","0","14.28","13.69","0.712","1.291","0.45","14.07","14.35","15.056","0","1363.014","7597.118","20885.049"
01-04-2024;21:40:00.000,"2742.382","15720.14","2916.824","0","39.23","43.27","0.021","12.464","0","40.1","34.28","0.03","66.17","0","14.1","13.59","0.712","1.291","0.44","14.1","14.37","15.056","0","1363.034","7597.118","20885.049"
01-04-2024;21:50:00.000,"2742.382","15720.14","2916.828","0","38.33","42.52","0.021","12.464","0","39.2","33.26","0.03","66.17","0","13.92","13.46","0.712","1.291","0.44","14.14","14.41","15.056","0","1363.054","7597.118","20885.049"
01-04-2024;22:00:00.000,"2742.382","15720.14","2916.832","0","37.39","41.72","0.021","12.464","0","38.4","32.26","0.03","66.17","0","13.74","13.35","0.712","1.291","0.45","14.17","14.41","15.056","0","1363.074","7597.119","20885.049"
01-04-2024;22:10:00.000,"2742.382","15720.14","2916.836","0","36.58","41.03","0.021","12.464","0","37.66","31.26","0.03","66.17","0","13.59","13.24","0.712","1.291","0.44","14.22","14.45","15.056","0","1363.094","7597.119","20885.051"
01-04-2024;22:20:00.000,"2742.382","15720.14","2916.841","0","35.77","40.23","0.021","12.464","0","37.03","30.2","0.03","66.17","0","13.45","13.16","0.712","1.291","0.44","14.22","14.39","15.056","0","1363.114","7597.12","20885.051"
01-04-2024;22:30:00.000,"2742.382","15720.14","2916.845","0","35.03","39.52","0.021","12.464","0","36.28","29.37","0.03","66.17","0","13.27","13.09","0.712","1.291","0.44","14.24","14.4","15.056","0","1363.134","7597.12","20885.051"
01-04-2024;22:40:00.000,"2742.382","15720.14","2916.849","0","34.51","38.74","0.021","12.464","0","35.69","28.63","0.03","66.17","0","13.09","13.01","0.712","1.291","0.43","14.22","14.38","15.056","0","1363.154","7597.12","20885.051"
01-04-2024;22:50:00.000,"2742.382","15720.14","2916.853","0","33.95","38.02","0.021","12.464","0","35.16","27.97","0.03","66.17","0","12.92","12.96","0.712","1.291","0.44","14.21","14.35","15.056","0","1363.174","7597.122","20885.051"
01-04-2024;23:00:00.000,"2742.382","15720.14","2916.858","0","33.42","37.39","0.021","12.464","0","34.51","27.25","0.03","66.17","0","12.62","12.95","0.712","1.291","0.43","14.17","14.31","15.056","0","1363.194","7597.122","20885.053"
01-04-2024;23:10:00.000,"2742.382","15720.14","2916.862","0","32.56","36.64","0.021","12.464","0","33.95","26.58","0.03","66.17","0","12.28","12.94","0.712","1.291","0.43","14.14","14.29","15.056","0","1363.214","7597.123","20885.053"
01-04-2024;23:20:00.000,"2742.382","15720.14","2916.866","0","31.78","36","0.021","12.464","0","33.3","25.82","0.03","66.17","0","11.81","12.9","0.712","1.291","1.86","14.22","14.27","15.056","0","1363.262","7597.123","20885.053"
01-04-2024;23:30:00.000,"2742.382","15720.14","2916.87","0","31.25","35.33","0.021","12.464","0","32.7","25.2","0.03","66.17","0","11.58","12.95","0.712","1.291","3.22","14.06","14.05","15.056","0","1363.434","7597.123","20885.053"
01-04-2024;23:40:00.000,"2742.382","15720.14","2916.874","0","30.5","34.64","0.021","12.464","0","32.08","24.54","0.03","66.17","0","11.49","12.96","0.712","1.291","3.28","13.97","13.98","15.056","0","1363.67","7597.124","20885.053"
01-04-2024;23:50:00.000,"2742.382","15720.14","2916.878","0","29.78","34.04","0.021","12.464","0","31.29","23.83","0.03","66.17","0","11.42","13","0.712","1.291","3.28","14.07","14.18","15.056","0","1363.907","7597.124","20885.055"
02-04-2024;00:00:00.000,"2742.382","15720.14","2916.883","0","29.18","33.32","0.021","12.464","0","30.86","23.2","0.03","66.17","0","11.31","12.99","0.712","1.291","3.28","14.41","14.52","15.056","0","1364.144","7597.125","0"
02-04-2024;00:00:01.000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20885.055"
02-04-2024;00:10:00.000,"2742.382","15720.14","2916.887","0","28.56","32.71","0.021","12.464","0","30.24","22.62","0.03","66.17","0","11.26","12.98","0.712","1.291","3.25","14.57","14.7","15.057","0","1364.378","7597.125","20885.055"
02-04-2024;00:20:00.000,"2742.382","15720.14","2916.891","0","27.99","32.17","0.021","12.464","0","29.63","22.01","0.03","66.17","0","11.24","12.97","0.712","1.291","3.25","14.73","14.84","15.057","0","1364.615","7597.125","20885.055"
02-04-2024;00:30:00.000,"2742.382","15720.14","2916.895","0","27.37","31.45","0.021","12.464","0","29.14","21.48","0.03","66.17","0","11.35","12.95","0.712","1.291","3.25","14.8","14.9","15.057","0","1364.852","7597.125","20885.055"
02-04-2024;00:40:00.000,"2742.382","15720.14","2916.899","0","26.83","30.89","0.021","12.464","0","28.6","20.95","0.03","66.17","0","11.33","12.92","0.712","1.291","3.21","14.89","14.99","15.057","0","1365.086","7597.125","20885.057"
02-04-2024;00:50:00.000,"2742.382","15720.14","2916.903","0","26.27","30.4","0.021","12.464","0","28.04","20.38","0.03","66.17","0","11.33","12.88","0.712","1.291","3.24","14.93","15.02","15.057","0","1365.323","7597.126","20885.057"
02-04-2024;01:00:00.000,"2742.382","15720.14","2916.908","0","25.94","29.81","0.021","12.464","0","27.56","19.89","0.03","66.17","0","11.19","12.83","0.712","1.291","3.2","14.96","15.03","15.057","0","1365.559","7597.126","20885.057"
02-04-2024;01:10:00.000,"2742.382","15720.14","2916.912","0","25.46","29.33","0.021","12.464","0","27.07","19.45","0.03","66.17","0","11.17","12.77","0.712","1.291","3.2","15","15.09","15.057","0","1365.797","7597.126","20885.057"
02-04-2024;01:20:00.000,"2742.382","15720.14","2916.916","0","25.03","28.81","0.021","12.464","0","26.63","19.03","0.03","66.17","0","11.04","12.69","0.712","1.291","3.19","15","15.08","15.057","0","1366.033","7597.127","20885.057"
02-04-2024;01:30:00.000,"2742.382","15720.14","2916.92","0","24.54","28.27","0.021","12.464","0","26.18","18.59","0.03","66.17","0","10.95","12.62","0.712","1.291","3.18","15.04","15.1","15.057","0","1366.269","7597.127","20885.059"
02-04-2024;01:40:00.000,"2742.382","15720.14","2916.924","0","24.1","27.82","0.021","12.464","0","25.74","18.21","0.03","66.17","0","10.89","12.52","0.712","1.291","3.21","15.05","15.12","15.057","0","1366.504","7597.127","20885.059"
02-04-2024;01:50:00.000,"2742.382","15720.14","2916.928","0","23.64","27.27","0.021","12.464","0","25.31","17.81","0.03","66.17","0","10.79","12.44","0.712","1.291","3.18","15.06","15.13","15.057","0","1366.74","7597.128","20885.059"
02-04-2024;02:00:00.000,"2742.382","15720.14","2916.933","0","23.16","26.8","0.021","12.464","0","24.87","17.43","0.03","66.17","0","10.77","12.33","0.712","1.291","3.15","15.07","15.17","15.057","0","1366.977","7597.128","20885.059"
02-04-2024;02:10:00.000,"2742.382","15720.14","2916.937","0","22.8","26.39","0.021","12.464","0","24.47","17.09","0.03","66.17","0","10.78","12.26","0.712","1.291","3.17","15.09","15.17","15.057","0","1367.213","7597.129","20885.059"
02-04-2024;02:20:00.000,"2742.382","15720.14","2916.941","0","22.52","25.92","0.021","12.464","0","24.08","16.75","0.03","66.17","0","10.75","12.17","0.712","1.291","3.16","15.12","15.19","15.057","0","1367.448","7597.129","20885.061"
02-04-2024;02:30:00.000,"2742.382","15720.14","2916.945","0","22.17","25.51","0.021","12.464","0","23.75","16.46","0.03","66.17","0","10.81","12.1","0.712","1.291","1.72","15.14","15.2","15.057","0","1367.622","7597.129","20885.061"
02-04-2024;02:40:00.000,"2742.382","15720.14","2916.949","0","21.91","25.15","0.021","12.464","0","23.47","16.22","0.03","66.17","0","10.86","12.02","0.712","1.291","0.46","15.01","15.14","15.057","0","1367.644","7597.13","20885.061"
02-04-2024;02:50:00.000,"2742.382","15720.14","2916.954","0","21.56","24.71","0.021","12.464","0","23.18","15.96","0.03","66.17","0","10.78","11.94","0.712","1.291","0.46","14.97","15.13","15.057","0","1367.664","7597.13","20885.061"
02-04-2024;03:00:00.000,"2742.382","15720.14","2916.958","0","21.2","24.35","0.021","12.464","0","22.84","15.72","0.03","66.17","0","10.75","11.9","0.712","1.291","0.46","14.88","15.14","15.057","0","1367.685","7597.131","20885.061"
02-04-2024;03:10:00.000,"2742.382","15720.14","2916.962","0","20.94","24.01","0.021","12.464","0","22.57","15.51","0.03","66.17","0","10.83","11.84","0.712","1.291","0.46","14.88","15.16","15.057","0","1367.705","7597.131","20885.063"
02-04-2024;03:20:00.000,"2742.382","15720.14","2916.966","0","20.68","23.63","0.021","12.464","0","22.3","15.3","0.03","66.17","0","10.83","11.81","0.712","1.291","0.45","14.91","15.18","15.057","0","1367.724","7597.131","20885.063"
02-04-2024;03:30:00.000,"2742.382","15720.14","2916.97","0","20.45","23.31","0.021","12.464","0","22.01","15.15","0.03","66.17","0","10.8","11.77","0.712","1.291","0.45","14.91","15.19","15.057","0","1367.744","7597.132","20885.063"
02-04-2024;03:40:00.000,"2742.382","15720.14","2916.975","0","20.2","22.99","0.021","12.464","0","21.68","14.96","0.03","66.17","0","10.87","11.74","0.712","1.291","0.45","14.94","15.19","15.057","0","1367.764","7597.132","20885.063"
02-04-2024;03:50:00.000,"2742.382","15720.14","2916.979","0","20.07","22.7","0.021","12.464","0","21.41","14.82","0.03","66.17","0","10.84","11.7","0.712","1.291","0.46","14.98","15.19","15.057","0","1367.784","7597.133","20885.063"
02-04-2024;04:00:00.000,"2742.382","15720.14","2916.983","0","19.78","22.41","0.021","12.464","0","21.22","14.68","0.03","66.17","0","10.87","11.69","0.712","1.291","0.45","15","15.18","15.057","0","1367.804","7597.133","20885.064"
02-04-2024;04:10:00.000,"2742.382","15720.14","2916.987","0","19.58","22.12","0.021","12.464","0","21.02","14.53","0.03","66.17","0","10.87","11.66","0.712","1.291","0.46","14.99","15.16","15.057","0","1367.824","7597.133","20885.064"
02-04-2024;04:20:00.000,"2742.382","15720.14","2916.991","0","19.41","21.85","0.021","12.464","0","20.77","14.43","0.03","66.17","0","10.88","11.63","0.712","1.291","0.45","14.99","15.1","15.057","0","1367.844","7597.134","20885.064"
02-04-2024;04:30:00.000,"2742.382","15720.14","2916.996","0","19.18","21.55","0.021","12.464","0","20.58","14.31","0.03","66.17","0","10.94","11.6","0.712","1.291","0.45","14.96","15.06","15.058","0","1367.864","7597.134","20885.064"
02-04-2024;04:40:00.000,"2742.382","15723.319","2917","0","19.09","21.32","0.021","12.464","16.19","36.34","34.66","0.03","66.19","0","11.02","11.6","0.712","1.291","0.97","9.64","15.03","15.058","0","1367.884","7597.135","20885.096"
02-04-2024;04:50:00.000,"2742.45","15737.33","2917.004","16.9","37.67","37.02","0.022","12.464","16.03","40","38.22","0.03","66.25","0","11.1","11.57","0.712","1.291","3.31","6.78","14.67","15.063","0","1368.097","7597.146","20885.166"
02-04-2024;05:00:00.000,"2743.716","15742.75","2917.008","16.7","46.04","43.94","0.022","12.469","0","42.13","42.14","0.03","66.28","0","11.14","11.58","0.712","1.291","3.07","6.35","14.53","15.068","0","1368.335","7597.218","20885.205"
02-04-2024;05:10:00.000,"2744.885","15742.75","2917.012","0","47.83","47.77","0.022","12.473","0","40.61","39.9","0.03","66.28","0","11.2","11.56","0.712","1.291","2.09","11.45","14.7","15.073","0","1368.546","7597.27","20885.205"
02-04-2024;05:20:00.000,"2744.885","15742.75","2917.017","0","45.86","47.43","0.022","12.473","0","39.45","37.19","0.03","66.28","0","11.23","11.53","0.712","1.291","0.43","12.75","14.69","15.073","0","1368.567","7597.271","20885.205"
02-04-2024;05:30:00.000,"2744.885","15742.75","2917.021","0","44.41","46.81","0.022","12.473","0","38.48","35.34","0.03","66.28","0","11.23","11.55","0.712","1.291","0.44","13.78","14.74","15.073","0","1368.586","7597.271","20885.205"
02-04-2024;05:40:00.000,"2744.885","15742.75","2917.025","0","43.28","46.17","0.022","12.473","0","37.62","33.68","0.03","66.28","0","11.22","11.55","0.712","1.291","0.44","14.13","14.78","15.073","0","1368.607","7597.271","20885.205"
02-04-2024;05:50:00.000,"2744.885","15742.75","2917.029","0","42.51","45.6","0.022","12.473","0","36.93","32.49","0.03","66.28","0","11.22","11.56","0.712","1.291","0.44","14.33","14.82","15.073","0","1368.627","7597.271","20885.207"
02-04-2024;06:00:00.000,"2744.885","15742.75","2917.033","0","41.66","45.01","0.022","12.473","0","36.15","31.48","0.03","66.28","0","11.25","11.54","0.712","1.291","0.44","14.48","14.86","15.073","0","1368.647","7597.271","20885.207"
02-04-2024;06:10:00.000,"2745.617","15742.75","2917.038","16.73","34.66","32.39","0.022","12.477","0","35.46","30.59","0.03","66.28","0","11.27","11.55","0.712","1.291","3.07","6.12","15.08","15.075","0","1368.734","7597.332","20885.207"
02-04-2024;06:20:00.000,"2746.916","15742.75","2917.042","16.87","35.77","33.34","0.022","12.484","0","34.87","29.85","0.03","66.28","0","11.26","11.54","0.712","1.291","3.09","5.41","14.78","15.08","0","1368.97","7597.402","20885.207"
02-04-2024;06:30:00.000,"2748.125","15742.75","2917.046","16.7","36.59","34.74","0.022","12.491","0","34.22","29.18","0.03","66.28","0","11.31","11.55","0.712","1.291","3.03","5.58","14.62","15.086","0","1369.209","7597.472","20885.207"
02-04-2024;06:40:00.000,"2749.387","15742.75","2917.05","16.7","37.96","35.96","0.022","12.498","0","33.62","28.65","0.03","66.28","0","11.38","11.55","0.712","1.291","2.99","6.14","14.76","15.091","0","1369.444","7597.543","20885.209"
02-04-2024;06:50:00.000,"2750.749","15742.75","2917.054","16.82","39.3","37.06","0.022","12.504","0","33.1","28.1","0.03","66.28","0","11.53","11.57","0.712","1.291","2.99","6","14.94","15.096","0","1369.681","7597.614","20885.209"
02-04-2024;07:00:00.000,"2751.937","15746.02","2917.058","16.75","39.63","38.24","0.022","12.51","0.01","38.18","38.22","0.03","66.29","0","11.56","11.57","0.712","1.291","2.81","6.08","14.98","15.102","0","1369.92","7597.685","20885.25"
02-04-2024;07:10:00.000,"2753.312","15746.02","2917.063","16.84","41.36","39.05","0.022","12.517","0","37.25","37.21","0.03","66.29","0","11.69","11.6","0.712","1.291","2.91","5.46","15.01","15.107","0","1370.156","7597.755","20885.25"
02-04-2024;07:20:00.000,"2754.704","15746.02","2917.067","16.78","41.88","40.04","0.022","12.523","0","36.21","34.61","0.03","66.29","0","11.71","11.61","0.712","1.291","2.83","5.63","15.01","15.112","0","1370.394","7597.826","20885.252"
02-04-2024;07:30:00.000,"2755.951","15746.02","2917.071","16.95","42.42","40.96","0.022","12.529","0","35.39","32.85","0.03","66.29","0","11.79","11.64","0.712","1.291","2.29","5.91","14.97","15.116","0","1370.628","7597.897","20885.252"
02-04-2024;07:40:00.000,"2757.213","15746.02","2917.075","17.01","43.21","41.7","0.022","12.534","0","34.61","31.24","0.03","66.29","0","11.91","11.66","0.712","1.291","2.3","5.85","14.93","15.12","0","1370.865","7597.968","20885.252"
02-04-2024;07:50:00.000,"2758.523","15746.02","2917.079","16.87","43.93","42.29","0.022","12.54","0","33.94","30.15","0.03","66.29","0","11.99","11.71","0.712","1.291","2.13","5.99","15.99","15.125","0","1371.1","7598.04","20885.252"
02-04-2024;08:00:00.000,"2759.798","15746.02","2917.083","16.88","44.52","42.97","0.022","12.545","0","33.44","29.32","0.03","66.29","0","12.03","11.74","0.712","1.291","2.05","5.89","14.97","15.129","0","1371.333","7598.109","20885.252"
02-04-2024;08:10:00.000,"2760.972","15746.02","2917.087","17.03","44.6","43.28","0.022","12.55","0","32.95","28.58","0.03","66.29","0","12.11","11.79","0.712","1.291","1.99","5.87","14.31","15.132","0","1371.569","7598.18","20885.254"
02-04-2024;08:20:00.000,"2762.08","15746.02","2917.091","16.75","44.96","43.65","0.022","12.555","0","32.45","28.03","0.03","66.29","0","12.14","11.83","0.712","1.291","1.93","5.38","13.64","15.136","0","1371.804","7598.251","20885.254"
02-04-2024;08:30:00.000,"2763.103","15746.02","2917.096","16.89","45.07","43.76","0.022","12.559","0","31.97","27.47","0.03","66.29","0","12.22","11.88","0.712","1.291","1.9","5.1","13.21","15.138","0","1372.04","7598.322","20885.254"
02-04-2024;08:40:00.000,"2763.823","15746.02","2917.1","0","43.89","43.8","0.022","12.562","0","31.58","27.06","0.03","66.29","0","12.27","11.91","0.712","1.291","1.81","6.31","12.94","15.141","0","1372.276","7598.381","20885.254"
02-04-2024;08:50:00.000,"2763.823","15746.02","2917.104","0","42.6","43.25","0.022","12.562","0","31.1","26.63","0.03","66.29","0","12.42","11.95","0.712","1.291","0.02","9.81","13","15.142","0","1372.324","7598.381","20885.254"
02-04-2024;09:00:00.000,"2763.823","15746.02","2917.108","0","41.42","42.91","0.022","12.562","0","30.64","26.2","0.03","66.29","0","12.49","12","0.712","1.291","0","9.98","12.96","15.142","0","1372.344","7598.382","20885.256"
02-04-2024;09:10:00.000,"2763.823","15746.02","2917.112","0","40.65","42.33","0.022","12.562","0","30.36","25.79","0.03","66.29","0","12.63","12.05","0.712","1.291","0","10.18","12.83","15.142","0","1372.364","7598.382","20885.256"
02-04-2024;09:20:00.000,"2763.823","15746.02","2917.116","0","40.1","42.04","0.022","12.562","0","30.12","25.37","0.03","66.29","0","12.68","12.1","0.712","1.291","0","10.47","12.78","15.142","0","1372.384","7598.382","20885.256"
02-04-2024;09:30:00.000,"2763.823","15746.02","2917.121","0","39.55","41.61","0.022","12.562","0","29.91","24.9","0.03","66.29","0","12.83","12.16","0.712","1.291","0","10.84","12.77","15.142","0","1372.404","7598.383","20885.256"
02-04-2024;09:40:00.000,"2763.823","15746.02","2917.125","0","38.89","41.12","0.022","12.562","0","29.62","24.51","0.03","66.29","0","12.9","12.22","0.712","1.291","0","11.24","12.8","15.142","0","1372.424","7598.383","20885.256"
02-04-2024;09:50:00.000,"2763.874","15746.02","2917.129","16.92","38.92","38.3","0.022","12.562","0","29.38","24.06","0.03","66.29","0","12.97","12.28","0.712","1.291","0.07","11.65","13.35","15.142","0","1372.445","7598.396","20885.258"
02-04-2024;10:00:00.000,"2765.334","15746.979","2917.133","16.63","41.85","38.71","0.022","12.569","16.24","39.64","38.48","0.03","66.3","0","13.27","12.36","0.712","1.291","9.13","9.14","14.48","15.147","0","1372.633","7598.466","20885.271"
02-04-2024;10:10:00.000,"2767.292","15760.3","2917.137","16.65","44.13","41.76","0.022","12.578","16.08","43.28","41.88","0.03","66.35","0","13.4","12.43","0.712","1.291","5.15","5.13","14.61","15.157","0","1372.882","7598.538","20885.342"
02-04-2024;10:20:00.000,"2768.844","15771.27","2917.141","16.55","45.7","43.96","0.022","12.584","16.05","45.25","43.91","0.03","66.4","0","13.53","12.51","0.712","1.291","5.17","6.12","14.38","15.165","0","1373.124","7598.608","20885.412"
02-04-2024;10:30:00.000,"2770.332","15783.479","2917.145","16.52","47.6","45.91","0.022","12.59","16.11","47.22","45.94","0.03","66.44","0","13.59","12.61","0.712","1.291","4.52","5.83","13.98","15.173","0","1373.366","7598.679","20885.484"
02-04-2024;10:40:00.000,"2770.486","15784.55","2917.149","0","45.39","45.66","0.022","12.591","0","45.79","45.43","0.03","66.45","0","13.73","12.7","0.712","1.291","0.37","12.33","14.04","15.175","0","1373.471","7598.696","20885.502"
02-04-2024;10:50:00.000,"2770.486","15784.55","2917.154","0","44.08","45.33","0.022","12.591","0","44.39","42.97","0.03","66.45","0","13.87","12.8","0.712","1.291","1.85","13.45","13.95","15.176","0","1373.491","7598.696","20885.502"
02-04-2024;11:00:00.000,"2770.486","15784.55","2917.158","0","43.04","44.84","0.022","12.591","0","43.39","39.76","0.03","66.45","0","13.99","12.9","0.712","1.291","0","13.79","14.28","15.176","0","1373.511","7598.697","20885.502"
02-04-2024;11:10:00.000,"2770.486","15787.479","2917.162","0","42.26","44.38","0.022","12.591","16.35","43.89","42.27","0.03","66.46","0","14.17","13","0.712","1.291","3.7","11.12","13.73","15.176","0","1373.531","7598.697","20885.527"
02-04-2024;11:20:00.000,"2770.95","15806.59","2917.166","16.67","45.66","43.92","0.022","12.593","15.91","47.26","44.06","0.03","66.54","0","14.4","13.12","0.712","1.291","7.7","7.62","14.42","15.183","0","1373.687","7598.733","20885.6"
02-04-2024;11:30:00.000,"2772.204","15825.149","2917.17","0.01","46.73","46.6","0.022","12.598","0.01","46.64","46.68","0.03","66.62","0","14.55","13.21","0.712","1.291","7.28","12.13","14.2","15.193","0","1373.932","7598.796","20885.664"
02-04-2024;11:40:00.000,"2772.204","15825.149","2917.174","0","45.13","46","0.022","12.598","0","45.52","45.36","0.03","66.62","0","14.73","13.33","0.712","1.291","1.85","13.89","14.15","15.193","0","1373.952","7598.796","20885.664"
02-04-2024;11:50:00.000,"2772.204","15825.149","2917.178","0","43.46","45.38","0.022","12.598","0","44.28","42.56","0.03","66.62","0","14.9","13.43","0.712","1.291","0.72","14.12","14.24","15.193","0","1373.973","7598.797","20885.664"
02-04-2024;12:00:00.000,"2772.204","15825.149","2917.183","0","42.49","44.8","0.022","12.598","0","43.18","40.56","0.03","66.62","0","15.04","13.52","0.712","1.291","2.12","14.13","14.11","15.193","0","1373.993","7598.797","20885.666"
02-04-2024;12:10:00.000,"2772.204","15825.699","2917.187","0","41.59","44.36","0.022","12.598","16.23","43.58","42.32","0.03","66.62","0","15.25","13.64","0.712","1.291","0.01","14.24","14.39","15.193","0","1374.013","7598.797","20885.678"
02-04-2024;12:20:00.000,"2772.431","15842.83","2917.191","16.77","44.46","43.13","0.022","12.599","16.18","46.3","43.3","0.03","66.69","0","15.44","13.72","0.712","1.291","5.78","6.73","14.35","15.198","0","1374.075","7598.82","20885.748"
02-04-2024;12:30:00.000,"2773.988","15866.109","2917.195","16.73","47.93","46.64","0.022","12.605","16.15","48.82","46.68","0.03","66.79","0","15.58","13.8","0.712","1.291","7.85","5.99","14.54","15.209","0","1374.329","7598.892","20885.818"
02-04-2024;12:40:00.000,"2773.988","15866.109","2917.199","0","45.27","45.97","0.022","12.606","0","45.9","45.82","0.03","66.79","0","15.82","13.89","0.712","1.291","3.63","14.31","14.45","15.211","0","1374.389","7598.897","20885.826"
02-04-2024;12:50:00.000,"2773.988","15866.109","2917.204","0","43.85","45.73","0.022","12.606","0","44.44","42.65","0.03","66.79","0","16","13.99","0.712","1.291","3.4","14.35","14.35","15.211","0","1374.41","7598.897","20885.826"
02-04-2024;13:00:00.000,"2773.988","15866.109","2917.208","0","42.71","45.2","0.022","12.606","0","43.33","40.49","0.03","66.79","0","16.09","14.08","0.712","1.291","2.63","14.45","14.52","15.211","0","1374.43","7598.897","20885.826"
02-04-2024;13:10:00.000,"2773.988","15866.109","2917.212","0","41.85","44.62","0.022","12.606","0","42.51","38.54","0.03","66.79","0","16.16","14.19","0.712","1.291","3.28","14.61","14.58","15.211","0","1374.45","7598.898","20885.828"
02-04-2024;13:20:00.000,"2773.988","15877.89","2917.216","16.79","42","42.57","0.022","12.606","16.01","45.59","42.69","0.03","66.84","0","16.21","14.28","0.712","1.291","9.58","11.09","14.67","15.214","0","1374.482","7598.906","20885.893"
02-04-2024;13:30:00.000,"2775.373","15893.529","2917.22","16.83","47.23","45.07","0.022","12.611","0","45.24","45.16","0.03","66.91","0","16.44","14.37","0.712","1.291","8.92","13.33","14.88","15.224","0","1374.544","7598.978","20885.951"
02-04-2024;13:40:00.000,"2777.159","15898.25","2917.224","16.71","49.21","46.89","0.022","12.619","16.12","47.05","47.03","0.03","66.92","0","16.36","14.47","0.712","1.291","10.11","10.76","14.92","15.23","0","1374.566","7599.048","20885.992"
02-04-2024;13:50:00.000,"2777.159","15898.25","2917.229","0","45.71","46.36","0.022","12.619","0","46.14","46.22","0.03","66.92","0","16.31","14.53","0.712","1.291","3.41","14.66","14.93","15.231","0","1374.596","7599.055","20885.996"
02-04-2024;14:00:00.000,"2777.159","15898.25","2917.233","0","44.04","45.84","0.022","12.619","0","44.74","43.3","0.03","66.92","0","16.2","14.63","0.712","1.291","0.68","14.88","14.99","15.231","0","1374.616","7599.056","20885.996"
02-04-2024;14:10:00.000,"2777.159","15898.25","2917.237","0","43.02","45.37","0.022","12.619","0","43.77","40.32","0.03","66.92","0","15.96","14.69","0.712","1.291","3.37","14.57","14.57","15.231","0","1374.637","7599.056","20885.998"
02-04-2024;14:20:00.000,"2777.159","15898.25","2917.241","0","42.32","44.87","0.022","12.619","0","42.8","38.26","0.03","66.92","0","15.85","14.75","0.712","1.291","3.38","14.57","14.62","15.231","0","1374.657","7599.057","20885.998"
02-04-2024;14:30:00.000,"2777.885","15898.25","2917.245","15.92","44.8","42.39","0.022","12.622","0","42.15","36.93","0.03","66.92","0","15.73","14.83","0.712","1.291","7.19","11.27","14.75","15.233","0","1374.679","7599.104","20885.998"
02-04-2024;14:40:00.000,"2780.182","15908.37","2917.249","15.47","49.02","45.27","0.022","12.632","16.08","47.39","45.31","0.03","66.96","0","15.61","14.86","0.712","1.291","12.57","9.41","14.92","15.243","0","1374.701","7599.174","20886.059"
02-04-2024;14:50:00.000,"2781.05","15912.689","2917.254","0","45.97","45.77","0.022","12.636","0","46.39","46.23","0.03","66.98","0","15.59","14.9","0.712","1.291","1.01","14.24","14.98","15.249","0","1374.723","7599.21","20886.088"
02-04-2024;15:00:00.000,"2781.05","15912.689","2917.258","0","44.61","45.61","0.022","12.636","0","45.09","44.08","0.03","66.98","0","15.67","14.91","0.712","1.291","3.43","14.97","15.02","15.249","0","1374.743","7599.21","20886.088"
02-04-2024;15:10:00.000,"2781.05","15912.689","2917.262","0","43.47","45.16","0.022","12.636","0","44.01","42.11","0.03","66.98","0","15.79","14.93","0.712","1.291","0","14.98","15.06","15.249","0","1374.763","7599.21","20886.088"
02-04-2024;15:20:00.000,"2781.05","15912.689","2917.266","0","42.62","44.72","0.022","12.636","0","43.18","40.21","0.03","66.98","0","16.1","14.97","0.712","1.291","0.56","15.02","15.11","15.249","0","1374.784","7599.211","20886.09"
02-04-2024;15:30:00.000,"2781.123","15912.689","2917.27","16.94","43.45","42.48","0.022","12.636","0","42.42","38.89","0.03","66.98","0","16.02","14.99","0.712","1.291","0","15.14","15.18","15.249","0","1374.804","7599.224","20886.09"
02-04-2024;15:40:00.000,"2782.691","15915.88","2917.274","16.56","45.51","43.64","0.022","12.643","15.85","45.26","43.66","0.03","67","0","15.94","15.04","0.712","1.291","8.87","7.67","14.83","15.253","0","1374.88","7599.295","20886.115"
02-04-2024;15:50:00.000,"2784.341","15931.88","2917.278","16.67","48.83","46.26","0.022","12.65","16.12","48.72","46.27","0.03","67.06","0","15.94","15.05","0.712","1.291","13.47","11.48","14.46","15.265","0","1374.992","7599.366","20886.188"
02-04-2024;16:00:00.000,"2784.544","15933.39","2917.282","0","46.03","46.2","0.022","12.651","0","46.24","45.97","0.03","67.07","0","15.89","15.12","0.712","1.291","2.74","13.12","14.68","15.266","0","1375.024","7599.383","20886.203"
02-04-2024;16:10:00.000,"2784.544","15933.39","2917.287","0","44.82","45.99","0.022","12.651","0","45.08","43.87","0.03","67.07","0","15.65","15.15","0.712","1.291","0","14.18","14.59","15.266","0","1375.044","7599.384","20886.203"
