Date,EE_BC1,EE_BC2,EE_BC3,Q_BC1,T_SAL_BC1,T_ENT_BC1,ET_BC1_Frio,ET_BC1_Calor,Q_BC2,T_SAL_BC2,T_ENT_BC2,ET_BC2_Frio,ET_BC2_Calor,Q_BC3,T_SAL_BC3,T_ENT_BC3,ET_BC3_Frio,ET_BC3_Calor,Q_TER,T_IMP_TER,T_RET_TER,ET_TER_Frio,ET_TER_Calor,EE_TER,EE_BC1_TER,EE_BC2_TER
22-02-2024;09:40:00.000,"1162.647","776.16","2895.589","0","41.17","43.31","0.01","5.432","0","45.92","24.93","0","2.02","0","16.9","17.09","0.712","1.291","11.9","15.28","15.2","4.547","0","820.954","7534.719","20821.926"
22-02-2024;09:50:00.000,"1162.647","776.16","2895.589","0","40.28","41.7","0.01","5.432","0","44.39","24.36","0","2.02","0","16.87","17.09","0.712","1.291","11.61","15.46","15.49","4.547","0","821.218","7534.72","20821.926"
22-02-2024;10:00:00.000,"1163.27","778.4","2895.589","16.92","44.27","42.13","0.01","5.435","0","64","23.95","0","2.02","0","16.85","17.08","0.712","1.291","7.2","11.39","15.27","4.549","0","821.481","7534.76","20821.969"
22-02-2024;10:10:00.000,"1165.628","778.4","2895.589","16.79","47.54","43.7","0.01","5.445","0","58.99","24.01","0","2.02","0","16.85","17.05","0.712","1.291","7.29","9.18","15.46","4.556","0","821.735","7534.832","20821.969"
22-02-2024;10:20:00.000,"1168.495","778.4","2895.589","16.91","49.61","46.31","0.01","5.457","0","55.57","25.97","0","2.02","0","16.9","17.06","0.712","1.291","5.75","8.14","15.22","4.564","0","821.985","7534.902","20821.969"
22-02-2024;10:30:00.000,"1168.672","778.4","2895.589","0","45.51","46.21","0.01","5.458","0","53.02","26.56","0","2.02","0","16.89","17.04","0.712","1.291","6.43","15.61","15.65","4.567","0","822.234","7534.918","20821.969"
22-02-2024;10:40:00.000,"1168.672","778.4","2895.589","0","43.73","45.87","0.01","5.458","0","50.28","25.83","0","2.02","0","16.91","17.04","0.712","1.291","6.35","15.36","15.22","4.567","0","822.482","7534.918","20821.971"
22-02-2024;10:50:00.000,"1168.672","778.4","2895.589","0","42.39","45.15","0.01","5.458","0","48.37","25.29","0","2.02","0","16.98","17.06","0.712","1.291","6.23","15.13","15.09","4.567","0","822.731","7534.918","20821.971"
22-02-2024;11:00:00.000,"1168.672","778.4","2895.589","0","41.38","43.94","0.01","5.458","0","46.78","24.77","0","2.02","0","17","17.04","0.712","1.291","6.19","15.17","15.14","4.567","0","822.978","7534.919","20821.971"
22-02-2024;11:10:00.000,"1168.672","778.4","2895.589","0","40.6","42.41","0.01","5.458","0","45.16","24.23","0","2.02","0","17.01","17.06","0.712","1.291","6.17","15.26","15.24","4.567","0","823.226","7534.919","20821.971"
22-02-2024;11:20:00.000,"1168.91","780.61","2895.589","17.04","43.64","42.13","0.01","5.459","0","65.47","23.82","0","2.02","0","17.03","17.07","0.712","1.291","4.17","13.71","15.33","4.567","0","823.471","7534.941","20822.01"
22-02-2024;11:30:00.000,"1170.657","780.61","2895.589","16.82","45.01","43.08","0.01","5.466","0","60.48","23.71","0","2.02","0","17.03","17.07","0.712","1.291","2.89","6.34","15.39","4.571","0","823.705","7535.012","20822.014"
22-02-2024;11:40:00.000,"1172.217","780.61","2895.589","16.85","46.23","44.27","0.01","5.473","0","57.12","25.2","0","2.02","0","17.08","17.09","0.712","1.291","2.49","6.37","15.67","4.576","0","823.941","7535.083","20822.014"
22-02-2024;11:50:00.000,"1173.748","780.61","2895.589","16.83","47.53","45.73","0.01","5.479","0","54.1","27.59","0","2.02","0","17.1","17.11","0.712","1.291","2.42","6.76","15.69","4.581","0","824.174","7535.154","20822.014"
22-02-2024;12:00:00.000,"1175.054","780.61","2895.589","0.01","47.07","47.03","0.01","5.485","0","51.11","29.32","0","2.02","0","17.15","17.12","0.712","1.291","2.68","8.14","15.77","4.585","0","824.406","7535.221","20822.014"
22-02-2024;12:10:00.000,"1175.054","780.61","2895.589","0","45.27","46.45","0.01","5.485","0","49.09","28.81","0","2.02","0","17.21","17.12","0.712","1.291","2.6","15.52","16.11","4.587","0","824.64","7535.221","20822.014"
22-02-2024;12:20:00.000,"1175.054","780.61","2895.589","0","43.87","45.85","0.01","5.485","0","47.32","28.22","0","2.02","0","17.32","17.14","0.712","1.291","2.58","16.42","16.37","4.587","0","824.873","7535.221","20822.016"
22-02-2024;12:30:00.000,"1175.054","780.61","2895.589","0","42.87","44.55","0.01","5.485","0","46.03","27.62","0","2.02","0","17.39","17.18","0.712","1.291","2.58","16.47","16.45","4.587","0","825.105","7535.222","20822.016"
22-02-2024;12:40:00.000,"1175.054","780.61","2895.589","0","41.94","43.03","0.01","5.485","0","44.78","27.09","0","2.02","0","17.41","17.21","0.712","1.291","2.29","16.57","16.43","4.587","0","825.337","7535.222","20822.016"
22-02-2024;12:50:00.000,"1175.054","780.61","2895.589","0","41.02","41.59","0.01","5.485","0","43.79","26.57","0","2.02","0","17.53","17.24","0.712","1.291","2.36","16.49","16.29","4.587","0","825.569","7535.223","20822.016"
22-02-2024;13:00:00.000,"1175.054","780.61","2895.589","0","40.01","39.87","0.01","5.485","0","42.94","26.15","0","2.02","0","17.75","17.3","0.712","1.291","2.57","16.33","16.24","4.587","0","825.801","7535.223","20822.016"
22-02-2024;13:10:00.000,"1175.054","780.61","2895.589","0","39.2","38.41","0.01","5.485","0","42.26","25.8","0","2.02","0","17.98","17.37","0.712","1.291","2.56","16.36","16.17","4.587","0","826.032","7535.223","20822.018"
22-02-2024;13:20:00.000,"1175.054","780.61","2895.589","0","38.31","36.96","0.01","5.485","0","41.04","25.43","0","2.02","0","18.04","17.44","0.712","1.291","2.29","16.25","16.05","4.587","0","826.265","7535.224","20822.018"
22-02-2024;13:30:00.000,"1175.054","780.61","2895.589","0","37.32","35.4","0.01","5.485","0","40.42","25.14","0","2.02","0","18.07","17.52","0.712","1.291","2.57","16.35","16.28","4.587","0","826.499","7535.224","20822.018"
22-02-2024;13:40:00.000,"1175.054","780.61","2895.589","0","36.44","34.12","0.01","5.485","0","39.69","24.83","0","2.02","0","18.12","17.6","0.712","1.291","2.28","16.46","16.42","4.587","0","826.729","7535.226","20822.018"
22-02-2024;13:50:00.000,"1175.054","782.3","2895.589","0","35.66","32.93","0.01","5.485","0","39.05","24.58","0","2.02","0","18.31","17.68","0.712","1.291","2.46","16.03","16.47","4.587","0","826.962","7535.226","20822.035"
22-02-2024;14:00:00.000,"1176.337","783.04","2895.589","16.85","44.56","42.91","0.01","5.49","0","61.98","24.49","0","2.02","0","18.22","17.76","0.712","1.291","1.8","6.77","16.5","4.588","0","827.193","7535.292","20822.063"
22-02-2024;14:10:00.000,"1177.411","783.04","2895.589","16.84","45.63","44.23","0.01","5.494","0","57.67","25.17","0","2.02","0","17.73","17.82","0.712","1.291","1.51","5.81","16.52","4.591","0","827.425","7535.364","20822.063"
22-02-2024;14:20:00.000,"1178.595","783.04","2895.589","16.73","46.52","45.1","0.01","5.499","0","54.27","27.58","0","2.02","0","17.12","17.8","0.712","1.291","1.6","5.56","16.49","4.595","0","827.654","7535.435","20822.063"
22-02-2024;14:30:00.000,"1179.735","783.04","2895.589","16.83","47.44","45.96","0.01","5.503","0","51.49","29.1","0","2.02","0","16.89","17.42","0.712","1.291","1.57","5.68","16.51","4.598","0","827.885","7535.505","20822.063"
22-02-2024;14:40:00.000,"1180.981","783.04","2895.589","16.87","48.27","46.9","0.01","5.508","0","48.56","30.04","0","2.02","0","16.71","17.05","0.712","1.291","1.62","5.99","16.58","4.601","0","828.115","7535.576","20822.063"
22-02-2024;14:50:00.000,"1180.998","783.04","2895.589","0","45.91","46.33","0.01","5.509","0","46.6","29.78","0","2.02","0","16.56","16.73","0.712","1.291","1.44","12.99","16.53","4.603","0","828.347","7535.586","20822.064"
22-02-2024;15:00:00.000,"1180.998","783.04","2895.589","0","44.28","46.1","0.01","5.509","0","44.62","28.98","0","2.02","0","16.45","16.5","0.712","1.291","1.53","15.95","16.62","4.604","0","828.577","7535.587","20822.064"
22-02-2024;15:10:00.000,"1180.998","783.04","2895.589","0","43.24","45.4","0.01","5.509","0","43.05","28.17","0","2.02","0","16.31","16.29","0.712","1.291","32.56","16.84","16.85","4.604","0","828.909","7535.587","20822.064"
22-02-2024;15:20:00.000,"1180.998","783.04","2895.589","0","42.19","44.42","0.01","5.509","0","41.55","27.32","0","2.02","0","16.01","16.06","0.712","1.291","30.09","16.64","16.6","4.604","0","829.279","7535.587","20822.064"
22-02-2024;15:30:00.000,"1180.998","783.04","2895.589","0","41.15","43.1","0.01","5.509","0","40.3","26.43","0","2.02","0","15.9","15.91","0.712","1.291","32.63","16.76","16.76","4.604","0","829.657","7535.588","20822.064"
22-02-2024;15:40:00.000,"1180.998","783.04","2895.589","0","40.21","41.57","0.01","5.509","0","39.14","25.67","0","2.02","0","15.75","15.76","0.712","1.291","32.58","17","17","4.604","0","830.038","7535.588","20822.066"
22-02-2024;15:50:00.000,"1180.998","783.04","2895.589","0","39.19","39.93","0.01","5.509","0","38.05","24.93","0","2.02","0","15.49","15.64","0.712","1.291","30.46","16.7","16.74","4.604","0","830.403","7535.589","20822.066"
22-02-2024;16:00:00.000,"1180.998","783.04","2895.589","0","38.35","38.39","0.01","5.509","0","36.88","24.15","0","2.02","0","15.22","15.51","0.712","1.291","32.75","17.06","17.07","4.605","0","830.784","7535.589","20822.066"
22-02-2024;16:10:00.000,"1180.998","783.04","2895.589","0","37.48","36.85","0.01","5.509","0","36.03","23.53","0","2.02","0","15.05","15.33","0.712","1.291","32.51","16.97","16.94","4.605","0","831.165","7535.589","20822.066"
22-02-2024;16:20:00.000,"1180.998","783.04","2895.589","0","36.6","35.13","0.01","5.509","0","35.01","22.89","0","2.02","0","14.87","15.2","0.712","1.291","32.73","16.81","16.81","4.605","0","831.543","7535.59","20822.066"
22-02-2024;16:30:00.000,"1181.875","785.64","2895.589","16.81","45.01","42.39","0.01","5.512","0","62.55","22.36","0","2.02","0","14.63","15.07","0.712","1.291","34.99","15.82","16.79","4.607","0","831.932","7535.642","20822.107"
22-02-2024;16:40:00.000,"1184.253","785.64","2895.589","16.77","49.01","45.22","0.01","5.523","0","58.2","22.31","0","2.02","0","14.56","14.94","0.712","1.291","34.36","15.27","16.72","4.616","0","832.318","7535.708","20822.107"
22-02-2024;16:50:00.000,"1185.205","785.64","2895.589","0","46.38","46.31","0.01","5.529","0","54.41","23.79","0","2.02","0","14.34","14.85","0.712","1.291","32.81","16.55","16.53","4.621","0","832.7","7535.732","20822.107"
22-02-2024;17:00:00.000,"1185.205","785.64","2895.589","0","44.74","46.19","0.01","5.529","0","51.68","23.22","0","2.02","0","14.06","14.72","0.712","1.291","32.69","16.4","16.38","4.621","0","833.081","7535.733","20822.109"
22-02-2024;17:10:00.000,"1185.205","785.64","2895.589","0","43.23","45.54","0.01","5.529","0","49.6","22.7","0","2.02","0","13.94","14.59","0.712","1.291","32.48","16.47","16.47","4.621","0","833.459","7535.733","20822.109"
22-02-2024;17:20:00.000,"1185.205","785.64","2895.589","0","42.28","44.76","0.01","5.529","0","47.58","22.06","0","2.02","0","13.77","14.47","0.712","1.291","32.47","16.49","16.48","4.621","0","833.839","7535.733","20822.109"
22-02-2024;17:30:00.000,"1185.205","785.64","2895.589","0","41.42","43.73","0.01","5.529","0","46.06","21.5","0","2.02","0","13.59","14.34","0.712","1.291","32.47","16.48","16.48","4.621","0","834.217","7535.734","20822.109"
22-02-2024;17:40:00.000,"1185.205","785.64","2895.589","0","40.48","42.4","0.01","5.529","0","44.32","20.88","0","2.02","0","13.41","14.22","0.712","1.291","32.54","16.49","16.49","4.621","0","834.595","7535.734","20822.109"
22-02-2024;17:50:00.000,"1185.205","785.64","2895.589","0","39.72","41","0.01","5.529","0","43.04","20.39","0","2.02","0","13.3","14.12","0.712","1.291","32.68","16.51","16.49","4.621","0","834.975","7535.735","20822.111"
22-02-2024;18:00:00.000,"1185.205","785.64","2895.589","0","38.93","39.66","0.01","5.529","0","41.85","19.92","0","2.02","0","13.19","13.99","0.712","1.291","32.64","16.5","16.5","4.621","0","835.356","7535.735","20822.111"
22-02-2024;18:10:00.000,"1185.205","785.64","2895.589","0","38.16","38.07","0.01","5.529","0","40.47","19.4","0","2.02","0","13.05","13.9","0.712","1.291","32.66","16.51","16.51","4.621","0","835.735","7535.735","20822.111"
22-02-2024;18:20:00.000,"1185.205","785.64","2895.589","0","37.33","36.62","0.01","5.529","0","39.13","18.94","0","2.02","0","12.88","13.78","0.712","1.291","32.54","16.48","16.48","4.621","0","836.114","7535.736","20822.111"
22-02-2024;18:30:00.000,"1185.205","788.18","2895.589","17.04","38.47","39.62","0.01","5.529","0","38.18","18.52","0","2.02","0","12.8","13.71","0.712","1.291","33.56","16.03","16.5","4.621","0","836.498","7535.74","20822.135"
22-02-2024;18:40:00.000,"1186.771","788.18","2895.589","16.86","46.34","42.97","0.01","5.535","0","61.18","18.34","0","2.02","0","12.72","13.64","0.712","1.291","34.11","15.22","16.48","4.626","0","836.884","7535.811","20822.152"
22-02-2024;18:50:00.000,"1189.258","788.18","2895.589","16.82","49.42","46.26","0.01","5.547","0","57.37","19.42","0","2.02","0","12.68","13.58","0.712","1.291","33.61","15.16","16.46","4.636","0","837.27","7535.869","20822.154"
22-02-2024;19:00:00.000,"1189.286","788.18","2895.589","0","45.64","46.1","0.01","5.548","0","54.46","20.55","0","2.02","0","12.71","13.56","0.712","1.291","32.22","16.29","16.29","4.636","0","837.649","7535.876","20822.154"
22-02-2024;19:10:00.000,"1189.286","788.18","2895.589","0","44.17","45.86","0.01","5.548","0","51.71","19.94","0","2.02","0","12.66","13.52","0.712","1.291","32.35","16.19","16.19","4.636","0","838.026","7535.876","20822.154"
22-02-2024;19:20:00.000,"1189.286","788.18","2895.589","0","42.92","45.21","0.01","5.548","0","49.88","19.54","0","2.02","0","12.6","13.45","0.712","1.291","32.36","16.33","16.34","4.636","0","838.405","7535.877","20822.154"
22-02-2024;19:30:00.000,"1189.286","788.18","2895.589","0","42.1","44.49","0.01","5.548","0","48.13","19.12","0","2.02","0","12.51","13.42","0.712","1.291","32.39","16.34","16.35","4.636","0","838.781","7535.877","20822.154"
22-02-2024;19:40:00.000,"1189.286","788.18","2895.589","0","41.37","43.57","0.01","5.548","0","46.68","18.74","0","2.02","0","12.46","13.39","0.712","1.291","32.22","16.37","16.37","4.636","0","839.162","7535.878","20822.156"
22-02-2024;19:50:00.000,"1189.286","788.18","2895.589","0","40.65","42.3","0.01","5.548","0","45.48","18.39","0","2.02","0","12.47","13.37","0.712","1.291","32.09","16.4","16.38","4.636","0","839.537","7535.878","20822.156"
22-02-2024;20:00:00.000,"1189.286","788.18","2895.589","0","39.94","41.18","0.01","5.548","0","44.08","18.02","0","2.02","0","12.44","13.34","0.712","1.291","32.29","16.4","16.4","4.636","0","839.918","7535.878","20822.156"
22-02-2024;20:10:00.000,"1189.286","788.18","2895.589","0","39.13","39.95","0.01","5.548","0","42.84","17.71","0","2.02","0","12.35","13.3","0.712","1.291","32.12","16.43","16.44","4.636","0","840.294","7535.879","20822.156"
22-02-2024;20:20:00.000,"1189.286","788.18","2895.589","0","38.42","38.79","0.01","5.548","0","41.53","17.37","0","2.02","0","12.29","13.28","0.712","1.291","32.11","16.42","16.43","4.636","0","840.673","7535.879","20822.156"
22-02-2024;20:30:00.000,"1189.388","790.61","2895.589","16.81","43.23","41.98","0.01","5.548","0","65.13","17.14","0","2.02","0","12.25","13.25","0.712","1.291","34.31","16.17","16.44","4.637","0","841.057","7535.894","20822.189"
22-02-2024;20:40:00.000,"1191.208","790.61","2895.589","16.89","47.25","43.7","0.01","5.557","0","61.36","17.06","0","2.02","0","12.22","13.2","0.712","1.291","33.82","15.07","16.42","4.643","0","841.439","7535.964","20822.199"
22-02-2024;20:50:00.000,"1193.263","790.61","2895.589","0.05","46.92","46.82","0.01","5.567","0","57.4","19.49","0","2.02","0","12.13","13.17","0.712","1.291","33.09","16.33","16.37","4.652","0","841.823","7536.019","20822.199"
22-02-2024;21:00:00.000,"1193.263","790.61","2895.589","0","45.43","46.1","0.01","5.567","0","54.72","19.65","0","2.02","0","12.07","13.14","0.712","1.291","31.97","16.25","16.21","4.652","0","842.2","7536.019","20822.199"
22-02-2024;21:10:00.000,"1193.263","790.61","2895.589","0","44.12","45.84","0.01","5.567","0","52.52","19.13","0","2.02","0","12.05","13.13","0.712","1.291","31.84","16.16","16.15","4.652","0","842.577","7536.019","20822.201"
22-02-2024;21:20:00.000,"1193.263","790.61","2895.589","0","42.88","45.23","0.01","5.567","0","50.58","18.71","0","2.02","0","12.04","13.08","0.712","1.291","31.84","16.32","16.29","4.652","0","842.955","7536.02","20822.201"
22-02-2024;21:30:00.000,"1193.263","790.61","2895.589","0","42.03","44.56","0.01","5.567","0","49.03","18.37","0","2.02","0","11.97","13.05","0.712","1.291","32.03","16.31","16.31","4.652","0","843.332","7536.02","20822.201"
22-02-2024;21:40:00.000,"1193.263","790.61","2895.589","0","41.4","43.74","0.01","5.567","0","47.7","18.05","0","2.02","0","11.92","13.04","0.712","1.291","31.87","16.35","16.34","4.652","0","843.707","7536.021","20822.201"
22-02-2024;21:50:00.000,"1193.263","790.61","2895.589","0","40.65","42.61","0.01","5.567","0","46.3","17.69","0","2.02","0","11.86","12.99","0.712","1.291","31.82","16.38","16.37","4.652","0","844.084","7536.021","20822.201"
22-02-2024;22:00:00.000,"1193.263","790.61","2895.589","0","39.89","41.59","0.01","5.567","0","45.06","17.38","0","2.02","0","11.81","12.96","0.712","1.291","31.83","16.37","16.37","4.652","0","844.461","7536.021","20822.203"
22-02-2024;22:10:00.000,"1193.263","790.61","2895.589","0","39.17","40.43","0.01","5.567","0","43.77","17.07","0","2.02","0","11.76","12.93","0.712","1.291","31.97","16.38","16.38","4.652","0","844.838","7536.021","20822.203"
22-02-2024;22:20:00.000,"1193.263","790.61","2895.589","0","38.43","39.45","0.01","5.567","0","42.68","16.82","0","2.02","0","11.75","12.9","0.712","1.291","31.76","16.39","16.39","4.652","0","845.212","7536.021","20822.203"
22-02-2024;22:30:00.000,"1193.263","790.61","2895.589","0","37.66","38.37","0.01","5.567","0","41.29","16.52","0","2.02","0","11.57","12.87","0.712","1.291","31.87","16.4","16.39","4.652","0","845.592","7536.022","20822.203"
22-02-2024;22:40:00.000,"1194.023","793.03","2895.589","16.82","44.88","42.37","0.01","5.57","0","63.65","16.37","0","2.02","0","11.43","12.8","0.712","1.291","34.29","15.45","16.41","4.654","0","845.975","7536.068","20822.244"
22-02-2024;22:50:00.000,"1196.352","793.03","2895.589","16.92","48.7","44.97","0.01","5.58","0","59.56","16.7","0","2.02","0","11.4","12.7","0.712","1.291","33.19","14.93","16.39","4.662","0","846.358","7536.136","20822.244"
22-02-2024;23:00:00.000,"1197.268","793.03","2895.589","0","46.36","46.17","0.01","5.586","0","56.53","19.68","0","2.02","0","11.35","12.64","0.712","1.291","31.44","16.3","16.26","4.667","0","846.737","7536.16","20822.246"
22-02-2024;23:10:00.000,"1197.268","793.03","2895.589","0","44.76","46.08","0.01","5.586","0","53.83","19","0","2.02","0","11.32","12.59","0.712","1.291","31.48","16.14","16.13","4.667","0","847.114","7536.161","20822.246"
22-02-2024;23:20:00.000,"1197.268","793.03","2895.589","0","43.62","45.62","0.01","5.586","0","51.94","18.54","0","2.02","0","11.3","12.54","0.712","1.291","31.59","16.21","16.23","4.667","0","847.492","7536.161","20822.246"
22-02-2024;23:30:00.000,"1197.268","793.03","2895.589","0","42.46","45","0.01","5.586","0","50.2","18.13","0","2.02","0","11.28","12.49","0.712","1.291","31.42","16.28","16.28","4.667","0","847.865","7536.161","20822.246"
22-02-2024;23:40:00.000,"1197.268","793.03","2895.589","0","41.73","44.36","0.01","5.586","0","48.77","17.8","0","2.02","0","11.25","12.45","0.712","1.291","31.4","16.3","16.31","4.667","0","848.243","7536.163","20822.246"
22-02-2024;23:50:00.000,"1197.268","793.03","2895.589","0","41.02","43.57","0.01","5.586","0","47.48","17.48","0","2.02","0","11.24","12.42","0.712","1.291","31.16","16.33","16.31","4.667","0","848.62","7536.163","20822.248"
23-02-2024;00:00:00.000,"1197.268","793.03","2895.589","0","40.23","42.53","0.01","5.586","0","46.07","17.14","0","2.02","0","11.22","12.38","0.712","1.291","31.5","16.34","16.34","4.667","0","848.995","7536.164","0"
23-02-2024;00:00:01.000,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20822.248"
23-02-2024;00:10:00.000,"1197.268","793.03","2895.589","0","39.59","41.66","0.01","5.586","0","44.82","16.83","0","2.02","0","11.18","12.33","0.712","1.291","31.41","16.35","16.35","4.667","0","849.37","7536.164","20822.248"
23-02-2024;00:20:00.000,"1197.268","793.03","2895.589","0","38.77","40.68","0.01","5.586","0","43.58","16.54","0","2.02","0","11.13","12.29","0.712","1.291","31.29","16.37","16.38","4.667","0","849.747","7536.164","20822.248"
23-02-2024;00:30:00.000,"1197.268","793.03","2895.589","0","38.08","39.69","0.01","5.586","0","42.41","16.27","0","2.02","0","11.1","12.28","0.712","1.291","31.16","16.37","16.37","4.667","0","850.123","7536.165","20822.248"
23-02-2024;00:40:00.000,"1197.312","795.44","2895.589","16.98","42.66","41.94","0.01","5.586","0","55.15","16.03","0","2.02","0","11.06","12.25","0.712","1.291","33.65","16.36","16.4","4.668","0","850.502","7536.174","20822.277"
23-02-2024;00:50:00.000,"1199.057","795.44","2895.589","16.82","46.95","43.51","0.01","5.594","0","61.37","15.99","0","2.02","0","11.04","12.21","0.712","1.291","32.9","15.05","16.39","4.673","0","850.884","7536.245","20822.293"
23-02-2024;01:00:00.000,"1201.387","795.44","2895.589","16.82","48.59","46.57","0.01","5.605","0","57.79","18.56","0","2.02","0","11","12.19","0.712","1.291","32.47","15.44","16.34","4.682","0","851.263","7536.301","20822.293"
23-02-2024;01:10:00.000,"1201.387","795.44","2895.589","0","45.54","46.21","0.01","5.605","0","55.01","19.42","0","2.02","0","10.95","12.15","0.712","1.291","31.4","16.2","16.17","4.683","0","851.641","7536.305","20822.293"
23-02-2024;01:20:00.000,"1201.387","795.44","2895.589","0","44.14","45.89","0.01","5.605","0","52.5","18.71","0","2.02","0","10.93","12.13","0.712","1.291","31.08","16.1","16.11","4.683","0","852.013","7536.305","20822.295"
23-02-2024;01:30:00.000,"1201.387","795.44","2895.589","0","42.98","45.34","0.01","5.605","0","50.66","18.28","0","2.02","0","10.93","12.11","0.712","1.291","30.97","16.26","16.27","4.683","0","852.389","7536.306","20822.295"
23-02-2024;01:40:00.000,"1201.387","795.44","2895.589","0","42.02","44.68","0.01","5.605","0","49.13","17.89","0","2.02","0","10.89","12.09","0.712","1.291","30.94","16.29","16.28","4.683","0","852.762","7536.306","20822.295"
23-02-2024;01:50:00.000,"1201.387","795.44","2895.589","0","41.3","43.94","0.01","5.605","0","47.57","17.51","0","2.02","0","10.85","12.08","0.712","1.291","31.12","16.31","16.31","4.683","0","853.137","7536.307","20822.295"
23-02-2024;02:00:00.000,"1201.387","795.44","2895.589","0","40.48","43.08","0.01","5.605","0","46.22","17.18","0","2.02","0","10.77","12.05","0.712","1.291","30.96","16.32","16.32","4.683","0","853.511","7536.307","20822.295"
23-02-2024;02:10:00.000,"1201.387","795.44","2895.589","0","39.52","42.02","0.01","5.605","0","44.7","16.8","0","2.02","0","10.71","12.04","0.712","1.291","30.93","16.32","16.32","4.683","0","853.884","7536.307","20822.297"
23-02-2024;02:20:00.000,"1201.387","795.44","2895.589","0","38.67","40.94","0.01","5.605","0","43.41","16.44","0","2.02","0","10.66","12","0.712","1.291","30.96","16.35","16.35","4.683","0","854.259","7536.309","20822.297"
23-02-2024;02:30:00.000,"1201.387","795.44","2895.589","0","37.69","39.62","0.01","5.605","0","42.04","16.11","0","2.02","0","10.59","11.94","0.712","1.291","30.96","16.35","16.36","4.683","0","854.631","7536.309","20822.297"
23-02-2024;02:40:00.000,"1201.403","797.91","2895.589","17.03","41.3","41.51","0.01","5.605","0","59.6","15.75","0","2.02","0","10.53","11.9","0.712","1.291","32.31","16.12","16.37","4.683","0","855.011","7536.316","20822.322"
23-02-2024;02:50:00.000,"1203.109","797.91","2895.589","16.88","46.51","43.1","0.01","5.612","0","61.59","15.66","0","2.02","0","10.47","11.83","0.712","1.291","32.38","15","16.38","4.689","0","855.39","7536.387","20822.34"
23-02-2024;03:00:00.000,"1205.614","797.91","2895.589","16.85","49.07","46.36","0.01","5.625","0","57.52","18.21","0","2.02","0","10.43","11.77","0.712","1.291","32.01","14.88","16.32","4.698","0","855.771","7536.444","20822.34"
23-02-2024;03:10:00.000,"1205.623","797.91","2895.589","0","45.42","46.18","0.01","5.625","0","54.53","18.99","0","2.02","0","10.41","11.73","0.712","1.291","30.65","16.17","16.16","4.699","0","856.145","7536.45","20822.34"
23-02-2024;03:20:00.000,"1205.623","797.91","2895.589","0","43.69","45.69","0.01","5.625","0","52.05","18.29","0","2.02","0","10.36","11.67","0.712","1.291","30.8","16.08","16.08","4.699","0","856.516","7536.451","20822.342"
23-02-2024;03:30:00.000,"1205.623","797.91","2895.589","0","42.18","44.83","0.01","5.625","0","49.9","17.75","0","2.02","0","10.34","11.64","0.712","1.291","30.69","16.2","16.21","4.699","0","856.888","7536.451","20822.342"
23-02-2024;03:40:00.000,"1205.623","797.91","2895.589","0","41.38","43.76","0.01","5.625","0","48.29","17.33","0","2.02","0","10.34","11.58","0.712","1.291","30.91","16.24","16.24","4.699","0","857.261","7536.451","20822.342"
23-02-2024;03:50:00.000,"1205.623","797.91","2895.589","0","40.48","42.33","0.01","5.625","0","46.8","16.93","0","2.02","0","10.3","11.54","0.712","1.291","30.76","16.28","16.28","4.699","0","857.632","7536.452","20822.342"
23-02-2024;04:00:00.000,"1205.623","797.91","2895.589","0","39.68","40.77","0.01","5.625","0","45.37","16.49","0","2.02","0","10.27","11.49","0.712","1.291","30.71","16.3","16.3","4.699","0","858.006","7536.452","20822.342"
23-02-2024;04:10:00.000,"1205.623","797.91","2895.589","0","38.87","39.29","0.01","5.625","0","44.06","16.13","0","2.02","0","10.24","11.47","0.712","1.291","30.73","16.31","16.31","4.699","0","858.376","7536.453","20822.344"
23-02-2024;04:20:00.000,"1205.623","797.91","2895.589","0","37.79","37.6","0.01","5.625","0","42.35","15.7","0","2.02","0","10.13","11.43","0.712","1.291","30.47","16.31","16.32","4.699","0","858.747","7536.453","20822.344"
23-02-2024;04:30:00.000,"1205.626","800.36","2895.589","16.96","41.02","41.31","0.01","5.625","0","53.31","15.38","0","2.02","0","10.09","11.38","0.712","1.291","32.51","16.2","16.33","4.699","0","859.125","7536.46","20822.367"
23-02-2024;04:40:00.000,"1207.308","800.36","2895.589","16.85","46.44","43.06","0.01","5.632","0","61.7","15.28","0","2.02","0","10.03","11.34","0.712","1.291","32.17","14.97","16.34","4.705","0","859.504","7536.531","20822.385"
23-02-2024;04:50:00.000,"1209.686","800.36","2895.589","16.89","48.69","46.38","0.01","5.644","0","57.67","17.78","0","2.02","0","10.01","11.3","0.712","1.291","31.71","15.3","16.32","4.714","0","859.879","7536.588","20822.385"
23-02-2024;05:00:00.000,"1209.686","800.36","2895.589","0","45.4","46.2","0.01","5.645","0","55.02","18.48","0","2.02","0","9.97","11.3","0.712","1.291","30.44","16.17","16.13","4.715","0","860.254","7536.592","20822.387"
23-02-2024;05:10:00.000,"1209.686","800.36","2895.589","0","43.69","45.68","0.01","5.645","0","52.44","17.8","0","2.02","0","9.89","11.24","0.712","1.291","30.6","16.07","16.08","4.715","0","860.622","7536.592","20822.387"
