"Date","EE_BC1","EE_BC2","EE_BC3","Q_BC1","T_SAL_BC1","T_ENT_BC1","ET_BC1_Frio","ET_BC1_Calor","Q_BC2","T_SAL_BC2","T_ENT_BC2","ET_BC2_Frio","ET_BC2_Calor","Q_BC3","T_SAL_BC3","T_ENT_BC3","ET_BC3_Frio","ET_BC3_Calor"
"07-02-2024;15:00:00.000",4.286,9.69,2895.589,"0","16.97","16.91",0,0,"0","38.65","41.49",0,0,"0","14.78","15.47",712,1291
"07-02-2024;15:00:51.000",4.286,9.69,2895.589,"0","17.02","16.93",0,0,"0","38.48","41.41",0,0,"0","14.82","15.48",712,1291
"07-02-2024;15:02:57.000",4.398,9.69,2895.589,"0.017","17.11","17.03",0,0,"0","38.12","41.02",0,0,"0","14.82","15.48",712,1291
"07-02-2024;15:04:40.000",4.62,9.69,2895.589,"0.017","17.09","16.97",0,0,"0","37.72","40.87",0,0,"0","14.84","15.52",712,1291
"07-02-2024;15:06:08.000",4.829,9.69,2895.589,"0.017","17.19","17.04",0,0,"0","37.55","40.89",0,0,"0","14.87","15.53",712,1291
"07-02-2024;15:10:00.000",6.442,9.69,2895.589,"16.84","17.27","17.09",0,0,"0","37.02","40.82",0,0,"0","14.93","15.56",712,1291
"07-02-2024;15:20:00.000",8.055,17.96,2895.589,"16.67","44.78","44.27",5,0,"16.12","47.55","45.32",0,120,"0","15.06","15.66",712,1291
"07-02-2024;15:30:00.000",8.257,18.03,2895.589,"0","24.19","43.99",10,0,"0","45.65","45.8",0,120,"0","15.19","15.75",712,1291
"07-02-2024;15:40:00.000",8.257,18.03,2895.589,"0","43.46","44.96",10,0,"0","44.21","42.91",0,120,"0","15.3","15.83",712,1291
"07-02-2024;15:50:00.000",8.257,18.03,2895.589,"0","42.24","44.45",10,0,"0","43.02","40.84",0,120,"0","15.38","15.88",712,1291
"07-02-2024;16:00:00.000",8.427,18.03,2895.589,"16.82","43.51","42.15",10,0,"0","42.33","39.07",0,120,"0","15.44","15.91",712,1291
"07-02-2024;16:10:00.000",9.28769230769231,18.08,2895.589,"16.8","46.88","43.22",10,3.75,"16.19","42.3","42.77",0,120,"0","15.51","15.95",712,1291
"07-02-2024;16:20:00.000",10.1483846153846,26.51,2895.589,"0.01","45.95","45.76",10,7.5,"0","46.26","46.35",0,150,"0","15.59","16.03",712,1291
"07-02-2024;16:30:00.000",11.0090769230769,26.51,2895.589,"0","44.5","45.24",10,11.25,"0","45.02","44.7",0,150,"0","15.65","16.07",712,1291
"07-02-2024;16:40:00.000",11.8697692307692,26.51,2895.589,"0","43.04","44.73",10,15,"0","43.81","42.2",0,150,"0","15.72","16.12",712,1291
"07-02-2024;16:50:00.000",12.7304615384615,26.51,2895.589,"0","42.01","44.24",10,18.75,"0","42.84","40.25",0,150,"0","15.76","16.15",712,1291
"07-02-2024;17:00:00.000",13.5911538461538,26.51,2895.589,"16.82","44.64","42.27",10,22.5,"0","41.96","38.5",0,150,"0","15.75","16.11",712,1291
"07-02-2024;17:10:00.000",14.4518461538462,30.59,2895.589,"16.68","48.81","44.96",10,26.25,"16.15","47","45.33",0,170,"0","15.72","16.03",712,1291
"07-02-2024;17:20:00.000",15.3125384615385,34.67,2895.589,"0","45.35","45.25",10,30,"0","46.14","46.09",0,190,"0","15.68","16.01",712,1291
"07-02-2024;17:30:00.000",16.1732307692308,34.67,2895.589,"0","43.82","45.1",10,33.75,"0","44.54","43.54",0,190,"0","15.61","15.88",712,1291
"07-02-2024;17:40:00.000",17.0339230769231,34.67,2895.589,"0","42.53","44.58",10,37.5,"0","43.17","41.39",0,190,"0","15.57","15.8",712,1291
"07-02-2024;17:50:00.000",17.8946153846154,34.67,2895.589,"0","41.56","44.01",10,41.25,"0","42.53","39.52",0,190,"0","15.52","15.72",712,1291
"07-02-2024;18:00:00.000",18.7553076923077,34.67,2895.589,"16.8","45.06","42.3",10,45,"0","41.81","37.99",0,190,"0","15.49","15.65",712,1291
"07-02-2024;18:10:00.000",19.616,38.635,2895.589,"16.73","49.67","45.86",10,48.75,"16.1","47.73","45.95",0,205,"0","15.47","15.62",712,1291
"07-02-2024;18:20:00.000",20.041,42.6,2895.589,"0","45.14","45.24",10,52.5,"0","45.94","45.96",0,220,"0","15.49","15.62",712,1291
"07-02-2024;18:30:00.000",20.041,42.6,2895.589,"0","43.71","45.12",10,56.25,"0","44.56","43.24",0,220,"0","15.45","15.6",712,1291
"07-02-2024;18:40:00.000",20.041,42.6,2895.589,"0","42.52","44.64",10,60,"0","43.27","40.92",0,220,"0","15.36","15.55",712,1291
"07-02-2024;18:50:00.000",20.041,42.6,2895.589,"0","41.53","44.01",10,63.75,"0","42.28","39.17",0,220,"0","15.28","15.46",712,1291
"07-02-2024;19:00:00.000",21.319,42.6,2895.589,"16.86","44.35","42.22",10,67.5,"0","41.74","37.81",0,220,"0","15.28","15.43",712,1291
"07-02-2024;19:10:00.000",22.597,46.54,2895.589,"16.79","48.51","44.71",10,71.25,"16.19","46.27","44.82",0,220,"0","15.25","15.4",712,1291
"07-02-2024;19:20:00.000",23.875,50.48,2895.589,"0","45.61","45.29",10,75,"0","46.42","46.29",0,250,"0","15.26","15.44",712,1291
"07-02-2024;19:30:00.000",23.875,50.48,2895.589,"0","44.28","45.13",10,75,"0","45","43.97",0,250,"0","15.25","15.45",712,1291
"07-02-2024;19:40:00.000",23.875,50.48,2895.589,"0","42.98","44.76",10,75,"0","43.84","41.73",0,250,"0","15.22","15.45",712,1291
"07-02-2024;19:50:00.000",23.875,50.48,2895.589,"0","41.96","44.28",10,75,"0","42.94","39.86",0,250,"0","15.23","15.47",712,1291
"07-02-2024;20:00:00.000",23.95,50.48,2895.589,"16.91","43.22","42.3",10,75,"0","42.09","38.22",0,250,"0","15.23","15.5",712,1291
"07-02-2024;20:10:00.000",25.7925,50.48,2895.589,"16.82","46.37","42.93",10,84,"0","41.56","37.15",0,250,"0","15.26","15.55",712,1291
"07-02-2024;20:20:00.000",27.635,58.02,2895.589,"0.02","46.19","46",10,93,"0","46.47","46.52",0,270,"0","15.26","15.58",712,1291
"07-02-2024;20:30:00.000",27.635,58.02,2895.589,"0","44.7","45.21",10,93,"0","45.26","45.34",0,270,"0","15.29","15.63",712,1291
"07-02-2024;20:40:00.000",27.635,58.02,2895.589,"0","43.39","45",10,93,"0","43.92","42.39",0,270,"0","15.34","15.73",712,1291
"07-02-2024;20:50:00.000",27.635,58.02,2895.589,"0","42.16","44.44",10,93,"0","42.98","40.43",0,270,"0","15.38","15.8",712,1291
"07-02-2024;21:00:00.000",27.635,58.02,2895.589,"0","41.41","43.92",10,93,"0","42.21","38.85",0,270,"0","15.43","15.88",712,1291
"07-02-2024;21:10:00.000",27.966,58.02,2895.589,"16.95","44","42.24",10,99,"0","41.51","37.5",0,270,"0","15.46","15.91",712,1291
"07-02-2024;21:20:00.000",29.6695,61.78,2895.589,"16.78","47.55","43.86",10,105,"15.99","45.16","44.06",0,285,"0","15.5","15.96",712,1291
"07-02-2024;21:30:00.000",31.373,65.54,2895.589,"0","45.81","45.53",10,111,"0","46.49","46.33",0,300,"0","15.55","15.99",712,1291
"07-02-2024;21:40:00.000",31.373,65.54,2895.589,"0","44.56","45.34",10,111,"0","44.98","44.29",0,300,"0","15.6","16.06",712,1291
"07-02-2024;21:50:00.000",31.373,65.54,2895.589,"0","43.24","44.92",10,111,"0","43.93","41.99",0,300,"0","15.67","16.12",712,1291
"07-02-2024;22:00:00.000",31.373,65.54,2895.589,"0","42.28","44.39",10,111,"0","43.12","40.1",0,300,"0","15.72","16.19",712,1291
"07-02-2024;22:10:00.000",31.373,65.54,2895.589,"0","41.49","43.97",10,111,"0","42.12","38.43",0,300,"0","15.76","16.22",712,1291
"07-02-2024;22:20:00.000",32.6296666666667,65.54,2895.589,"16.99","44.48","42.25",10,117,"0","41.55","37.22",0,300,"0","15.82","16.27",712,1291
"07-02-2024;22:30:00.000",33.8863333333333,69.365,2895.589,"16.63","48.66","44.88",10,123,"16.11","46.58","45.1",0,315,"0","15.88","16.32",712,1291
"07-02-2024;22:40:00.000",35.143,73.19,2895.589,"0","45.68","45.4",10,129,"0","46.42","46.33",0,330,"0","15.92","16.37",712,1291
"07-02-2024;22:50:00.000",35.143,73.19,2895.589,"0","44.29","45.41",10,129,"0","44.87","43.94",0,330,"0","15.98","16.43",712,1291
"07-02-2024;23:00:00.000",35.143,73.19,2895.589,"0","43.13","44.95",10,129,"0","43.77","41.77",0,330,"0","16.01","16.43",712,1291
"07-02-2024;23:10:00.000",35.143,73.19,2895.589,"0","42.1","44.4",10,129,"0","42.84","39.73",0,330,"0","16.05","16.47",712,1291
"07-02-2024;23:20:00.000",35.143,73.19,2895.589,"0","41.35","43.89",10,129,"0","42.1","38.25",0,330,"0","16.12","16.52",712,1291
"07-02-2024;23:30:00.000",36.3896666666667,73.19,2895.589,"16.88","44.74","42.3",10,135,"0","41.38","36.99",0,330,"0","16.16","16.6",712,1291
"07-02-2024;23:40:00.000",37.6363333333333,76.94,2895.589,"16.75","49.35","45.62",10,141,"16.09","47.21","45.59",0,345,"0","16.22","16.65",712,1291
"07-02-2024;23:50:00.000",38.883,80.69,2895.589,"0","45.47","45.44",10,147,"0","46","46.02",0,360,"0","16.26","16.67",712,1291
"08-02-2024;00:00:00.000",38.883,80.69,2895.589,"0","44.12","45.3",10,147,"0","44.67","43.62",0,360,"0","16.3","16.7",712,1291
"08-02-2024;00:10:00.000",38.883,80.69,2895.589,"0","42.91","44.85",10,147,"0","43.64","41.51",0,360,"0","16.34","16.75",712,1291
"08-02-2024;00:20:00.000",38.883,80.69,2895.589,"0","42.08","44.36",10,147,"0","42.76","39.81",0,360,"0","16.38","16.77",712,1291
"08-02-2024;00:30:00.000",38.883,80.69,2895.589,"0","41.42","43.72",10,147,"0","42.07","38.41",0,360,"0","16.44","16.82",712,1291
"08-02-2024;00:40:00.000",40.564,80.69,2895.589,"16.74","45.19","42.45",10,153,"0","41.44","37.32",0,360,"0","16.49","16.87",712,1291
"08-02-2024;00:50:00.000",42.245,84.445,2895.589,"16.7","49.68","45.95",10,159,"16.11","47.81","46.05",0,375,"0","16.53","16.91",712,1291
"08-02-2024;01:00:00.000",42.624,88.2,2895.589,"0","45.29","45.4",10,165,"0","46.01","45.96",0,390,"0","16.6","16.98",712,1291
"08-02-2024;01:10:00.000",42.624,88.2,2895.589,"0","43.86","45.27",10,165,"0","44.63","43.26",0,390,"0","16.64","17.03",712,1291
"08-02-2024;01:20:00.000",42.624,88.2,2895.589,"0","42.57","44.73",10,165,"0","43.52","41.18",0,390,"0","16.71","17.11",712,1291
"08-02-2024;01:30:00.000",42.624,88.2,2895.589,"0","41.68","44.22",10,165,"0","42.47","39.19",0,390,"0","16.75","17.14",712,1291
"08-02-2024;01:40:00.000",42.624,88.2,2895.589,"3.82","40.9","42.25",10,165,"0","41.62","37.82",0,390,"0","16.8","17.18",712,1291
"08-02-2024;01:50:00.000",44.5055,88.2,2895.589,"16.87","45.92","42.69",10,174,"0","41.07","36.71",0,390,"0","16.84","17.23",712,1291
"08-02-2024;02:00:00.000",46.387,95.75,2895.589,"16.7","49.34","46.59",10,183,"0.06","46.54","46.58",0,420,"0","16.89","17.25",712,1291
"08-02-2024;02:10:00.000",46.391,95.75,2895.589,"0","44.98","45.47",10,183,"0","45.21","45.33",0,420,"0","16.93","17.3",712,1291
"08-02-2024;02:20:00.000",46.391,95.75,2895.589,"0","43.2","45.07",10,183,"0","43.95","42.43",0,420,"0","16.98","17.35",712,1291
"08-02-2024;02:30:00.000",46.391,95.75,2895.589,"0","42.16","44.57",10,183,"0","42.86","40.43",0,420,"0","17.02","17.37",712,1291
"08-02-2024;02:40:00.000",46.391,95.75,2895.589,"0","41.39","44.01",10,183,"0","41.99","38.56",0,420,"0","17.06","17.4",712,1291
"08-02-2024;02:50:00.000",46.653,95.75,2895.589,"16.84","43.8","42.18",10,189,"0","41.3","37.26",0,420,"0","17.08","17.43",712,1291
"08-02-2024;03:00:00.000",48.413,99.635,2895.589,"16.78","47.56","43.85",10,195,"16.12","44.68","43.81",0,420,"0","17.14","17.46",712,1291
"08-02-2024;03:10:00.000",50.173,103.52,2895.589,"0","45.94","45.65",10,201,"0","46.38","46.5",0,450,"0","17.15","17.47",712,1291
"08-02-2024;03:20:00.000",50.173,103.52,2895.589,"0","44.59","45.51",10,201,"0","45.27","44.51",0,450,"0","17.17","17.5",712,1291
"08-02-2024;03:30:00.000",50.173,103.52,2895.589,"0","43.39","45.11",10,201,"0","43.87","42.19",0,450,"0","17.2","17.52",712,1291
"08-02-2024;03:40:00.000",50.173,103.52,2895.589,"0","42.55","44.62",10,201,"0","42.97","40.41",0,450,"0","17.23","17.51",712,1291
"08-02-2024;03:50:00.000",50.173,103.52,2895.589,"0","41.67","44.11",10,201,"0","42.4","38.76",0,450,"0","17.23","17.55",712,1291
"08-02-2024;04:00:00.000",50.464,103.52,2895.589,"16.79","43.83","42.19",10,207,"0","41.75","37.63",0,450,"0","17.25","17.56",712,1291
"08-02-2024;04:10:00.000",52.187,107.265,2895.589,"16.78","47.55","43.82",10,213,"16.16","45.06","44.01",0,450,"0","17.27","17.59",712,1291
"08-02-2024;04:20:00.000",53.91,111.01,2895.589,"0","45.87","45.6",10,219,"0","46.38","46.32",0,480,"0","17.29","17.63",712,1291
"08-02-2024;04:30:00.000",53.91,111.01,2895.589,"0","44.47","45.43",10,219,"0","44.91","44.4",0,480,"0","17.29","17.63",712,1291
"08-02-2024;04:40:00.000",53.91,111.01,2895.589,"0","43.11","44.97",10,219,"0","44.01","42.2",0,480,"0","17.33","17.66",712,1291
"08-02-2024;04:50:00.000",53.91,111.01,2895.589,"0","42.08","44.46",10,219,"0","42.92","40.08",0,480,"0","17.32","17.65",712,1291
"08-02-2024;05:00:00.000",53.91,111.01,2895.589,"0","41.15","43.87",10,219,"0","41.93","38.61",0,480,"0","17.33","17.65",712,1291
"08-02-2024;05:10:00.000",55.1393333333333,111.01,2895.589,"16.79","44.91","42.33",10,225,"0","41.57","37.49",0,480,"0","17.35","17.65",712,1291
"08-02-2024;05:20:00.000",56.3686666666667,114.61,2895.589,"16.7","49.3","45.57",10,231,"15.96","47.34","45.68",0,490,"0","17.35","17.65",712,1291
"08-02-2024;05:30:00.000",57.598,118.21,2895.589,"0","45.43","45.27",10,237,"0","46.12","46.33",0,500,"0","17.36","17.68",712,1291
"08-02-2024;05:40:00.000",57.598,118.21,2895.589,"0","44.15","45.21",10,237,"0","44.88","43.5",0,500,"0","17.38","17.69",712,1291
"08-02-2024;05:50:00.000",57.598,118.21,2895.589,"0","43.13","44.83",10,237,"0","43.78","41.56",0,500,"0","17.39","17.7",712,1291
"08-02-2024;06:00:00.000",57.598,118.21,2895.589,"0","42.24","44.36",10,237,"0","43.08","39.89",0,500,"0","17.42","17.71",712,1291
"08-02-2024;06:10:00.000",57.598,118.21,2895.589,"0","41.44","43.83",10,237,"0","42.18","38.4",0,500,"0","17.43","17.72",712,1291
"08-02-2024;06:20:00.000",59.5155,118.21,2895.589,"16.81","45.58","42.38",10,241.205882352941,"0","41.69","37.37",0,500,"0","17.43","17.71",712,1291
"08-02-2024;06:30:00.000",61.433,126.64,2895.589,"16.69","50","46.16",10,245.411764705882,"16.1","47.78","46.46",0,540,"0","17.46","17.75",712,1291
"08-02-2024;06:40:00.000",61.585,126.71,2895.589,"0","44.98","45.15",10,249.617647058824,"0","45.69","45.95",0,540,"0","17.47","17.75",712,1291
"08-02-2024;06:50:00.000",61.585,126.71,2895.589,"0","43.7","45.03",10,253.823529411765,"0","44.46","43.37",0,540,"0","17.5","17.77",712,1291
"08-02-2024;07:00:00.000",61.585,126.71,2895.589,"0","42.53","44.55",10,258.029411764706,"0","43.28","41.24",0,540,"0","17.52","17.8",712,1291
"08-02-2024;07:10:00.000",61.801,126.71,2895.589,"16.87","43.73","42.17",10,262.235294117647,"0","42.34","39.59",0,540,"0","17.51","17.79",712,1291
"08-02-2024;07:20:00.000",62.7078214285714,126.92,2895.589,"16.81","47.05","43.43",10,266.441176470588,"16.1","43.36","43.54",0,540,"0","17.54","17.81",712,1291
"08-02-2024;07:30:00.000",63.6146428571429,134.84,2895.589,"0","45.82","45.67",10,270.647058823529,"0","46.38","46.36",0,570,"0","17.56","17.83",712,1291
"08-02-2024;07:40:00.000",64.5214642857143,134.84,2895.589,"0","44.32","45.21",10,274.852941176471,"0","45.02","44.82",0,570,"0","17.57","17.87",712,1291
"08-02-2024;07:50:00.000",65.4282857142857,134.84,2895.589,"0","42.91","44.75",10,279.058823529412,"0","43.59","41.92",0,570,"0","17.56","17.86",712,1291
"08-02-2024;08:00:00.000",66.3351071428571,134.84,2895.589,"0","41.71","44.17",10,283.264705882353,"0","42.77","39.97",0,570,"0","17.58","17.88",712,1291
"08-02-2024;08:10:00.000",67.2419285714286,134.84,2895.589,"16.77","44.2","42.13",10,287.470588235294,"0","41.97","38.33",0,570,"0","17.59","17.9",712,1291
"08-02-2024;08:20:00.000",68.14875,139.15,2895.589,"16.63","48.31","44.42",10,291.676470588235,"16.27","45.94","44.42",0,585,"0","17.61","17.91",712,1291
"08-02-2024;08:30:00.000",69.0555714285714,143.46,2895.589,"0","45.64","45.27",10,295.882352941176,"0","46.35","46.3",0,600,"0","17.62","17.94",712,1291
"08-02-2024;08:40:00.000",69.9623928571429,143.46,2895.589,"0","43.97","45.27",10,300.088235294118,"0","44.74","44.01",0,600,"0","17.63","17.96",712,1291
"08-02-2024;08:50:00.000",70.8692142857143,143.46,2895.589,"0","42.63","44.76",10,304.294117647059,"0","43.49","41.53",0,600,"0","17.65","17.97",712,1291
"08-02-2024;09:00:00.000",71.7760357142857,143.46,2895.589,"16.83","43.05","42.29",10,308.5,"0","42.58","39.42",0,600,"0","17.66","18.01",712,1291
"08-02-2024;09:10:00.000",72.6828571428571,143.46,2895.589,"16.83","46.09","42.59",10,312.705882352941,"0","41.96","37.94",0,600,"0","17.68","18.01",712,1291
"08-02-2024;09:20:00.000",73.5896785714286,147.035,2895.589,"16.63","49.71","46.1",10,316.911764705882,"16","47.91","46.01",0,615,"0","17.72","18.05",712,1291
"08-02-2024;09:30:00.000",74.4965,150.61,2895.589,"0","44.23","44.61",10,321.117647058824,"0","45.34","45.39",0,630,"0","17.73","18.06",712,1291
"08-02-2024;09:40:00.000",75.4033214285714,154.185,2895.589,"0","42.84","44.42",10,325.323529411765,"0","44.03","42.74",0,645,"0","17.73","18.07",712,1291
"08-02-2024;09:50:00.000",76.3101428571428,157.76,2895.589,"16.8","44.3","41.62",10,329.529411764706,"0","43.22","40.84",0,660,"0","17.75","18.07",712,1291
"08-02-2024;10:00:00.000",77.2169642857143,161.335,2895.589,"16.66","48.14","43.79",10,333.735294117647,"16.12","45.68","43.72",0,675,"0","17.76","18.07",712,1291
"08-02-2024;10:10:00.000",78.1237857142857,164.91,2895.589,"0","45.14","44.93",10,337.941176470588,"0","45.94","46.01",0,690,"0","17.78","18.07",712,1291
"08-02-2024;10:20:00.000",79.0306071428571,168.485,2895.589,"0","44.09","44.75",10,342.147058823529,"0","44.88","44.33",0,705,"0","17.79","18.07",712,1291
"08-02-2024;10:30:00.000",79.9374285714286,172.06,2895.589,"16.77","42.55","42.27",10,346.352941176471,"0","43.76","41.84",0,720,"0","17.8","18.07",712,1291
"08-02-2024;10:40:00.000",80.84425,175.635,2895.589,"16.75","45.6","41.97",10,350.558823529412,"0","43.06","40.08",0,735,"0","17.8","18.08",712,1291
"08-02-2024;10:50:00.000",81.7510714285714,179.21,2895.589,"16.63","49.5","45.95",10,354.764705882353,"16.03","46.65","45.91",0,750,"0","17.82","18.12",712,1291
"08-02-2024;11:00:00.000",82.6578928571429,179.22,2895.589,"0","44.12","44.41",10,358.970588235294,"0","45.01","45.15",0,750,"0","17.85","18.15",712,1291
"08-02-2024;11:10:00.000",83.5647142857143,179.22,2895.589,"0","42.87","44.29",10,363.176470588235,"0","43.59","42.11",0,750,"0","17.88","18.2",712,1291
"08-02-2024;11:20:00.000",84.4715357142857,179.22,2895.589,"0","41.61","43.82",10,367.382352941176,"0","42.65","40.23",0,750,"0","17.91","18.25",712,1291
"08-02-2024;11:30:00.000",85.3783571428571,179.22,2895.589,"16.86","44.49","42.31",10,371.588235294118,"0","41.94","38.61",0,750,"0","17.94","18.27",712,1291
"08-02-2024;11:40:00.000",86.2851785714286,182.97,2895.589,"16.8","48.4","44.68",10,375.794117647059,"16.19","46.7","45.15",0,765,"0","17.97","18.29",712,1291
"08-02-2024;11:50:00.000",87.192,186.72,2895.589,"0","45.66","45.36",10,380,"0","46.03","46.37",0,780,"0","17.98","18.32",712,1291
"08-02-2024;12:00:00.000",87.192,186.72,2895.589,"0","44.12","45.33",10,380,"0","44.85","43.75",0,780,"0","18.01","18.35",712,1291
"08-02-2024;12:10:00.000",87.192,186.72,2895.589,"0","42.76","44.85",10,380,"0","43.54","41.34",0,780,"0","18.06","18.43",712,1291
"08-02-2024;12:20:00.000",87.192,186.72,2895.589,"0","41.89","44.31",10,380,"0","42.59","39.29",0,780,"0","18.11","18.47",712,1291
"08-02-2024;12:30:00.000",87.192,186.72,2895.589,"0","41.18","43.82",10,380,"0","41.86","37.78",0,780,"0","18.15","18.52",712,1291
"08-02-2024;12:40:00.000",88.4903333333333,186.72,2895.589,"16.76","44.97","42.38",10,386,"0","41.2","36.46",0,780,"0","18.2","18.57",712,1291
"08-02-2024;12:50:00.000",89.7886666666667,190.855,2895.589,"16.67","49.35","45.52",10,392,"16.07","47.14","45.47",0,795,"0","18.25","18.6",712,1291
"08-02-2024;13:00:00.000",91.087,194.99,2895.589,"0","45.51","45.34",10,398,"0","46.1","46.24",0,810,"0","18.3","18.64",712,1291
"08-02-2024;13:10:00.000",91.087,194.99,2895.589,"0","44","45.28",10,398,"0","44.54","43.58",0,810,"0","18.2","18.53",712,1291
"08-02-2024;13:20:00.000",91.087,194.99,2895.589,"0","42.9","44.81",10,398,"0","43.64","41.48",0,810,"0","17.97","18.19",712,1291
"08-02-2024;13:30:00.000",91.087,194.99,2895.589,"0","41.97","44.28",10,398,"0","42.62","39.55",0,810,"0","17.86","17.96",712,1291
"08-02-2024;13:40:00.000",91.087,194.99,2895.589,"0","41.25","43.81",10,398,"0","41.98","38.14",0,810,"0","17.76","17.86",712,1291
"08-02-2024;13:50:00.000",92.3476666666667,194.99,2895.589,"16.76","44.88","42.31",10,404,"0","41.17","36.9",0,810,"0","17.76","17.91",712,1291
"08-02-2024;14:00:00.000",93.6083333333333,198.815,2895.589,"16.65","49.4","45.62",10,410,"16.14","47.38","45.65",0,825,"0","17.76","17.98",712,1291
"08-02-2024;14:10:00.000",94.869,202.64,2895.589,"0","45.22","45.43",10,416,"0","46.12","45.98",0,840,"0","17.79","18.09",712,1291
"08-02-2024;14:20:00.000",94.869,202.64,2895.589,"0","43.54","45.23",10,416,"0","44.46","43.41",0,840,"0","17.88","18.28",712,1291
"08-02-2024;14:30:00.000",94.869,202.64,2895.589,"0","42.22","44.69",10,416,"0","43.29","40.91",0,840,"0","17.98","18.47",712,1291
"08-02-2024;14:40:00.000",94.869,202.64,2895.589,"0","41.27","44.15",10,416,"0","42.3","39.05",0,840,"0","18.09","18.62",712,1291
"08-02-2024;14:50:00.000",94.914,202.64,2895.589,"16.75","42.82","42.29",10,416,"0","41.63","37.61",0,840,"0","18.18","18.7",712,1291
"08-02-2024;15:00:00.000",96.7805,202.64,2895.589,"16.82","46.37","42.94",10,425.5,"0","40.97","36.46",0,840,"0","18.28","18.77",712,1291
"08-02-2024;15:10:00.000",98.647,210.38,2895.589,"0.94","46.42","46.18",10,435,"0","46.65","46.71",0,870,"0","18.39","18.9",712,1291
"08-02-2024;15:20:00.000",98.647,210.38,2895.589,"0","44.72","45.5",10,435,"0","45.29","45.37",0,870,"0","18.49","18.96",712,1291
"08-02-2024;15:30:00.000",98.647,210.38,2895.589,"0","43.44","45.06",10,435,"0","44.23","42.56",0,870,"0","18.58","18.99",712,1291
"08-02-2024;15:40:00.000",98.647,210.38,2895.589,"0","42.12","44.42",10,435,"0","42.91","40.26",0,870,"0","18.63","19.01",712,1291
"08-02-2024;15:50:00.000",98.647,210.38,2895.589,"0","41.35","44.04",10,435,"0","42.04","38.64",0,870,"0","18.65","19",712,1291
"08-02-2024;16:00:00.000",99.8996666666667,210.38,2895.589,"16.88","44.84","42.39",10,438.6,"0","41.57","37.41",0,870,"0","18.67","18.95",712,1291
"08-02-2024;16:10:00.000",101.152333333333,214.175,2895.589,"16.67","49.19","45.44",10,442.2,"16.05","47.3","45.71",0,885,"0","18.69","18.99",712,1291
"08-02-2024;16:20:00.000",102.405,217.97,2895.589,"0","45.54","45.45",10,445.8,"0","46.38","46.33",0,900,"0","18.69","18.99",712,1291
"08-02-2024;16:30:00.000",102.405,217.97,2895.589,"0","44.15","45.44",10,449.4,"0","44.88","43.8",0,900,"0","18.71","19",712,1291
"08-02-2024;16:40:00.000",102.405,217.97,2895.589,"0","42.76","44.93",10,453,"0","43.55","41.7",0,900,"0","18.69","18.94",712,1291
"08-02-2024;16:50:00.000",102.405,217.97,2895.589,"0","41.84","44.44",10,456.6,"0","42.31","39.61",0,900,"0","18.53","18.76",712,1291
"08-02-2024;17:00:00.000",102.718,217.97,2895.589,"16.78","44.01","42.25",10,460.2,"0","42.02","38.18",0,900,"0","18.4","18.6",712,1291
"08-02-2024;17:10:00.000",103.627,221.85,2895.589,"16.68","47.64","43.87",10,463.8,"16.09","45.02","43.92",0,900,"0","18.3","18.48",712,1291
"08-02-2024;17:20:00.000",104.536,225.73,2895.589,"0","45.73","45.24",10,467.4,"0","46.34","46.25",0,930,"0","18.21","18.33",712,1291
"08-02-2024;17:30:00.000",105.445,225.73,2895.589,"0","44.01","45.24",10,471,"0","44.79","44.36",0,930,"0","18.02","18.17",712,1291
"08-02-2024;17:40:00.000",106.354,225.73,2895.589,"0","42.47","44.72",10,474.6,"0","43.32","41.52",0,930,"0","17.9","17.97",712,1291
"08-02-2024;17:50:00.000",107.263,225.73,2895.589,"0","41.41","44.16",10,478.2,"0","42","39.27",0,930,"0","17.81","17.79",712,1291
"08-02-2024;18:00:00.000",108.172,225.73,2895.589,"16.78","44.37","42.18",10,481.8,"0","41.42","37.59",0,930,"0","17.81","17.7",712,1291
"08-02-2024;18:10:00.000",109.081,229.565,2895.589,"16.82","48.45","44.63",10,485.4,"16.17","46.49","44.93",0,945,"0","17.79","17.66",712,1291
"08-02-2024;18:20:00.000",109.99,233.4,2895.589,"0","45.57","45.4",10,489,"0","46.12","46.26",0,960,"0","17.75","17.69",712,1291
"08-02-2024;18:30:00.000",109.99,233.4,2895.589,"0","44.01","45.33",10,489,"0","44.41","43.5",0,960,"0","17.73","17.72",712,1291
"08-02-2024;18:40:00.000",109.99,233.4,2895.589,"0","42.67","44.82",10,489,"0","43.32","41.23",0,960,"0","17.67","17.72",712,1291
"08-02-2024;18:50:00.000",109.99,233.4,2895.589,"0","41.5","44.24",10,489,"0","42.31","39.2",0,960,"0","17.64","17.75",712,1291
"08-02-2024;19:00:00.000",109.99,233.4,2895.589,"0","40.71","43.65",10,489,"0","41.16","37.41",0,960,"0","17.59","17.75",712,1291
"08-02-2024;19:10:00.000",111.861,233.4,2895.589,"16.78","45.78","42.58",10,493.111111111111,"0","40.75","36.19",0,960,"0","17.58","17.77",712,1291
"08-02-2024;19:20:00.000",113.732,241.16,2895.589,"16.66","50.03","46.43",10,497.222222222222,"16.06","46.77","46.63",0,990,"0","17.56","17.76",712,1291
"08-02-2024;19:30:00.000",113.805,241.19,2895.589,"0","44.89","45.35",10,501.333333333333,"0","45.61","45.58",0,990,"0","17.56","17.77",712,1291
