"Date","EE_BC1","EE_BC2","EE_BC3","Q_BC1","T_SAL_BC1","T_ENT_BC1","ET_BC1_Frio","ET_BC1_Calor","Q_BC2","T_SAL_BC2","T_ENT_BC2","ET_BC2_Frio","ET_BC2_Calor","Q_BC3","T_SAL_BC3","T_ENT_BC3","ET_BC3_Frio","ET_BC3_Calor"
"17-04-2024;07:40:00.000",3160.055,19916.119,2926.061,"0.07","46.9","46.76",25,14319,"0.01","46.73","46.74",40,84390,"0","11.17","12.15",712,1291
"17-04-2024;07:50:00.000",3160.055,19916.119,2926.065,"0","45.52","46.19",25,14319,"0","45.85","45.84",40,84390,"0","11.15","12.18",712,1291
"17-04-2024;08:00:00.000",3160.055,19916.119,2926.069,"0","44.3","45.75",25,14319,"0","44.49","42.32",40,84390,"0","11.13","12.19",712,1291
"17-04-2024;08:10:00.000",3160.055,19916.119,2926.074,"0","43.14","45.2",25,14319,"0","43.58","40.11",40,84390,"0","11.11","12.17",712,1291
"17-04-2024;08:20:00.000",3160.055,19916.119,2926.078,"0","42.35","44.71",25,14319,"0","42.57","38.16",40,84390,"0","11.1","12.17",712,1291
"17-04-2024;08:30:00.000",3160.334,19916.119,2926.082,"16.99","43.98","42.37",25,14324.3333333333,"0","41.87","36.8",40,84390,"0","11.17","12.18",712,1291
"17-04-2024;08:40:00.000",3161.998,19925.2345,2926.086,"16.67","47.31","44.56",25,14329.6666666667,"16.19","46","44.37",40,84425,"0","11.13","12.19",712,1291
"17-04-2024;08:50:00.000",3163.662,19934.35,2926.09,"16.81","47.24","46.99",25,14335,"4.36","47.02","47",40,84460,"0","11.05","12.15",712,1291
"17-04-2024;09:00:00.000",3163.662,19934.35,2926.094,"0","45.77","46.08",25,14335,"0","46.16","46.03",40,84460,"0","11.07","12.15",712,1291
"17-04-2024;09:10:00.000",3163.662,19934.35,2926.099,"0","44.39","45.91",25,14335,"0","44.72","42.85",40,84460,"0","11.14","12.13",712,1291
"17-04-2024;09:20:00.000",3163.662,19934.35,2926.103,"0","43.38","45.43",25,14335,"0","43.7","40.76",40,84460,"0","11.16","12.12",712,1291
"17-04-2024;09:30:00.000",3163.662,19934.35,2926.107,"0","42.56","44.91",25,14335,"0","42.87","39.01",40,84460,"0","11.22","12.12",712,1291
"17-04-2024;09:40:00.000",3163.662,19934.35,2926.111,"0","41.76","44.33",25,14335,"16.67","41.62","41.63",40,84460,"0","11.11","12.14",712,1291
"17-04-2024;09:50:00.000",3163.798,19940.3086666667,2926.115,"16.77","44.18","43.12",25,14335,"16.05","46.01","43.22",40,84513.3333333333,"0","11.13","12.11",712,1291
"17-04-2024;10:00:00.000",3165.29,19946.2673333333,2926.119,"16.75","48.16","46.21",25,14338,"16.23","48.57","46.25",40,84566.6666666667,"0","11.29","12.12",712,1291
"17-04-2024;10:10:00.000",3165.592,19952.226,2926.123,"0","45.91","46.05",25,14341,"0","46.01","45.93",40,84620,"0","11.42","12.14",712,1291
"17-04-2024;10:20:00.000",3165.592,19958.1846666667,2926.128,"0","44.5","45.71",25,14344,"0","44.89","43.68",40,84620,"0","11.47","12.14",712,1291
"17-04-2024;10:30:00.000",3165.592,19964.1433333333,2926.132,"0","43.4","45.24",25,14347,"0","43.74","41.35",40,84620,"0","11.48","12.19",712,1291
"17-04-2024;10:40:00.000",3165.592,19970.102,2926.136,"17.16","42.74","43.03",25,14350,"0","42.82","39.51",40,84620,"0","11.54","12.25",712,1291
"17-04-2024;10:50:00.000",3167.3275,19976.0606666667,2926.14,"16.67","45.91","43.25",25,14353,"16.24","44.46","43.22",40,84620,"0","11.76","12.35",712,1291
"17-04-2024;11:00:00.000",3169.063,19982.0193333333,2926.144,"16.69","48.84","46.03",25,14356,"16.15","48.31","46.04",40,84648.75,"0","12.02","12.42",712,1291
"17-04-2024;11:10:00.000",3169.453,19987.978,2926.148,"0","45.97","45.91",25,14359,"0","46.16","46.17",40,84677.5,"0","11.89","12.5",712,1291
"17-04-2024;11:20:00.000",3169.453,19993.9366666667,2926.153,"0","44.52","45.67",25,14359,"0","44.7","43.57",40,84706.25,"0","11.65","12.57",712,1291
"17-04-2024;11:30:00.000",3169.453,19999.8953333333,2926.157,"0","43.38","45.17",25,14359,"0","43.61","41.46",40,84735,"0","11.5","12.6",712,1291
"17-04-2024;11:40:00.000",3169.453,20005.854,2926.161,"0","42.33","44.63",25,14359,"0","42.67","39.43",40,84763.75,"0","11.46","12.61",712,1291
"17-04-2024;11:50:00.000",3169.453,20011.8126666667,2926.165,"0","41.72","44.14",25,14359,"16.03","44.16","42.24",40,84792.5,"0","11.52","12.6",712,1291
"17-04-2024;12:00:00.000",3170.529,20017.7713333333,2926.169,"16.92","45.98","43.96",25,14364,"16.25","45.84","43.97",40,84821.25,"0","11.56","12.59",712,1291
"17-04-2024;12:10:00.000",3171.605,20023.73,2926.173,"0.97","47.15","47",25,14369,"0.06","46.94","46.98",40,84850,"0","11.69","12.58",712,1291
"17-04-2024;12:20:00.000",3171.605,20023.73,2926.177,"0","45.88","46.25",25,14369,"0","46.14","45.99",40,84850,"0","11.84","12.57",712,1291
"17-04-2024;12:30:00.000",3171.605,20023.73,2926.182,"0","44.54","45.96",25,14369,"0","45.07","43.37",40,84850,"0","12.15","12.58",712,1291
"17-04-2024;12:40:00.000",3171.605,20023.73,2926.186,"0","43.61","45.52",25,14369,"0","44.08","41.3",40,84850,"0","12.39","12.6",712,1291
"17-04-2024;12:50:00.000",3171.605,20023.73,2926.19,"0","42.78","44.99",25,14369,"0","43.29","39.74",40,84850,"0","12.42","12.63",712,1291
"17-04-2024;13:00:00.000",3171.605,20023.73,2926.194,"0","41.99","44.5",25,14369,"0","42.49","38.4",40,84850,"0","12.1","12.7",712,1291
"17-04-2024;13:10:00.000",3171.605,20023.73,2926.198,"0","41.24","43.99",25,14369,"0","41.6","37.07",40,84850,"0","11.82","12.79",712,1291
"17-04-2024;13:20:00.000",3171.605,20036.6063333333,2926.202,"0","40.52","43.37",25,14369,"16.2","44.73","42.31",40,84906.6666666667,"0","11.78","12.81",712,1291
"17-04-2024;13:30:00.000",3172.374,20049.4826666667,2926.206,"16.73","47.45","45.05",25,14372.5,"16.16","48.53","45.12",40,84963.3333333333,"0","11.9","12.79",712,1291
"17-04-2024;13:40:00.000",3173.143,20062.359,2926.21,"0","46.46","46.37",25,14376,"0","46.4","46.23",40,85020,"0","11.89","12.79",712,1291
"17-04-2024;13:50:00.000",3173.143,20062.359,2926.215,"0","45.02","46.21",25,14376,"0","45.27","44.32",40,85020,"0","12.08","12.8",712,1291
"17-04-2024;14:00:00.000",3173.143,20062.359,2926.219,"0","43.99","45.74",25,14376,"0","44.33","42.38",40,85020,"0","12.58","12.8",712,1291
"17-04-2024;14:10:00.000",3173.143,20062.359,2926.223,"0","43.05","45.25",25,14376,"0","43.38","40.49",40,85020,"0","12.66","12.83",712,1291
"17-04-2024;14:20:00.000",3173.143,20062.359,2926.227,"0","42.42","44.78",25,14376,"0","42.62","39.13",40,85020,"0","12.48","12.88",712,1291
"17-04-2024;14:30:00.000",3173.143,20062.359,2926.231,"0","41.77","44.29",25,14376,"0","41.96","38.05",40,85020,"0","12.45","12.96",712,1291
"17-04-2024;14:40:00.000",3173.143,20075.5323333333,2926.235,"0","41.11","43.7",25,14376,"16.28","44.27","42.2",40,85076.6666666667,"0","12.49","13.01",712,1291
"17-04-2024;14:50:00.000",3173.98,20088.7056666667,2926.239,"16.81","47.33","45.04",25,14379.5,"16.08","48.47","44.97",40,85133.3333333333,"0","12.51","13.07",712,1291
"17-04-2024;15:00:00.000",3174.817,20101.879,2926.243,"0","46.91","46.74",25,14383,"0","46.85","46.71",40,85190,"0","12.6","13.14",712,1291
"17-04-2024;15:10:00.000",3174.817,20101.879,2926.248,"0","45.48","46.45",25,14383,"0","45.87","45.16",40,85190,"0","12.58","13.19",712,1291
"17-04-2024;15:20:00.000",3174.817,20101.879,2926.252,"0","44.34","46.06",25,14383,"0","44.68","42.82",40,85190,"0","12.52","13.26",712,1291
"17-04-2024;15:30:00.000",3174.817,20101.879,2926.256,"0","43.43","45.59",25,14383,"0","43.65","40.94",40,85190,"0","12.49","13.3",712,1291
"17-04-2024;15:40:00.000",3174.817,20101.879,2926.26,"0","42.66","45.05",25,14383,"0","42.9","39.52",40,85190,"0","12.49","13.36",712,1291
"17-04-2024;15:50:00.000",3174.817,20114.5926666667,2926.264,"0","41.97","44.55",25,14383,"16.21","44.84","42.46",40,85246.6666666667,"0","12.44","13.39",712,1291
"17-04-2024;16:00:00.000",3175.5785,20127.3063333333,2926.268,"16.74","47.43","45.39",25,14386,"16.11","48.58","45.47",40,85303.3333333333,"0","12.43","13.42",712,1291
"17-04-2024;16:10:00.000",3176.34,20140.02,2926.272,"0","46.5","46.61",25,14389,"0","46.54","46.27",40,85360,"0","12.4","13.44",712,1291
"17-04-2024;16:20:00.000",3176.34,20140.02,2926.277,"0","45.12","46.29",25,14389,"0","45.43","44.44",40,85360,"0","12.35","13.44",712,1291
"17-04-2024;16:30:00.000",3176.34,20140.02,2926.281,"0","43.98","45.85",25,14389,"0","44.17","42.02",40,85360,"0","12.35","13.43",712,1291
"17-04-2024;16:40:00.000",3176.34,20140.02,2926.285,"0","42.97","45.29",25,14389,"0","43.22","40.16",40,85360,"0","12.32","13.4",712,1291
"17-04-2024;16:50:00.000",3176.34,20140.02,2926.289,"0","42.33","44.83",25,14389,"0","42.52","38.72",40,85360,"0","12.43","13.38",712,1291
"17-04-2024;17:00:00.000",3176.34,20140.02,2926.293,"0","41.66","44.35",25,14389,"0","41.78","37.48",40,85360,"0","12.6","13.34",712,1291
"17-04-2024;17:10:00.000",3176.34,20151.663,2926.297,"0","40.99","43.8",25,14389,"16.27","44.03","42.46",40,85360,"0","12.62","13.31",712,1291
"17-04-2024;17:20:00.000",3176.829,20163.306,2926.301,"16.67","46.33","44.45",25,14392,"15.99","47.83","44.49",40,85435,"0","12.66","13.29",712,1291
"17-04-2024;17:30:00.000",3177.606,20174.949,2926.305,"0","46.73","46.44",25,14395,"0","46.42","46.27",40,85510,"0","12.55","13.29",712,1291
"17-04-2024;17:40:00.000",3177.606,20174.949,2926.309,"0","45.34","46.31",25,14395,"0","45.52","45.02",40,85510,"0","12.4","13.27",712,1291
"17-04-2024;17:50:00.000",3177.606,20174.949,2926.314,"0","44.18","45.85",25,14395,"0","44.29","42.62",40,85510,"0","12.34","13.24",712,1291
"17-04-2024;18:00:00.000",3177.606,20174.949,2926.318,"0","43.16","45.35",25,14395,"0","43.36","40.8",40,85510,"0","12.39","13.25",712,1291
"17-04-2024;18:10:00.000",3177.606,20174.949,2926.322,"0","42.42","44.86",25,14395,"0","42.58","39.28",40,85510,"0","12.32","13.22",712,1291
"17-04-2024;18:20:00.000",3177.606,20183.4568888889,2926.326,"0","41.76","44.39",25,14395,"16.27","44.73","42.44",40,85547.7777777778,"0","12.38","13.2",712,1291
"17-04-2024;18:30:00.000",3178.504,20191.9647777778,2926.33,"16.78","47.54","45.31",25,14398,"16.03","48.89","45.47",40,85585.5555555556,"0","12.39","13.2",712,1291
"17-04-2024;18:40:00.000",3178.951,20200.4726666667,2926.334,"0","46.33","46.31",25,14401,"0","46.22","46.09",40,85623.3333333333,"0","12.36","13.2",712,1291
"17-04-2024;18:50:00.000",3178.951,20208.9805555556,2926.338,"0","45.01","46.16",25,14401,"0","45.14","44.24",40,85661.1111111111,"0","12.37","13.2",712,1291
"17-04-2024;19:00:00.000",3178.951,20217.4884444444,2926.343,"0","43.82","45.69",25,14401,"0","43.88","41.78",40,85698.8888888889,"0","12.31","13.19",712,1291
"17-04-2024;19:10:00.000",3178.951,20225.9963333333,2926.347,"0","42.93","45.22",25,14401,"0","43.03","40.01",40,85736.6666666667,"0","12.33","13.2",712,1291
"17-04-2024;19:20:00.000",3178.951,20234.5042222222,2926.351,"0","42.19","44.68",25,14401,"16.32","44.1","42.22",40,85774.4444444444,"0","12.28","13.2",712,1291
"17-04-2024;19:30:00.000",3179.7605,20243.0121111111,2926.355,"16.75","46.76","44.73",25,14404.5,"16.11","48.06","44.65",40,85812.2222222222,"0","12.29","13.2",712,1291
"17-04-2024;19:40:00.000",3180.57,20251.52,2926.359,"0","46.92","46.59",25,14408,"0","46.74","46.61",40,85850,"0","12.24","13.19",712,1291
"17-04-2024;19:50:00.000",3180.57,20251.52,2926.363,"0","45.5","46.46",25,14408,"0","45.77","45.33",40,85850,"0","12.2","13.18",712,1291
"17-04-2024;20:00:00.000",3180.57,20251.52,2926.368,"0","44.29","45.99",25,14408,"0","44.58","42.9",40,85850,"0","12.18","13.18",712,1291
"17-04-2024;20:10:00.000",3180.57,20251.52,2926.372,"0","43.3","45.47",25,14408,"0","43.44","40.7",40,85850,"0","12.19","13.17",712,1291
"17-04-2024;20:20:00.000",3180.57,20251.52,2926.376,"0","42.44","44.91",25,14408,"0","42.59","39.07",40,85850,"0","12.15","13.16",712,1291
"17-04-2024;20:30:00.000",3180.57,20251.52,2926.38,"0","41.78","44.41",25,14408,"0","41.96","37.84",40,85850,"0","12.23","13.17",712,1291
"17-04-2024;20:40:00.000",3180.57,20251.52,2926.384,"0","41.19","43.86",25,14408,"0","41.32","36.75",40,85850,"0","12.23","13.16",712,1291
"17-04-2024;20:50:00.000",3180.57,20251.52,2926.389,"0","40.46","43.2",25,14408,"0","40.69","35.86",40,85850,"0","12.23","13.14",712,1291
"17-04-2024;21:00:00.000",3180.57,20251.52,2926.393,"0","39.88","42.64",25,14408,"0","40.08","34.95",40,85850,"0","12.24","13.15",712,1291
"17-04-2024;21:10:00.000",3180.57,20251.52,2926.397,"0","39.25","42.08",25,14408,"0","39.49","34.21",40,85850,"0","12.24","13.13",712,1291
"17-04-2024;21:20:00.000",3180.57,20251.52,2926.401,"0","38.69","41.58",25,14408,"0","38.92","33.51",40,85850,"0","12.26","13.13",712,1291
"17-04-2024;21:30:00.000",3180.57,20251.52,2926.405,"0","38.12","41.12",25,14408,"0","38.31","32.68",40,85850,"0","12.27","13.12",712,1291
"17-04-2024;21:40:00.000",3180.57,20251.52,2926.409,"0","37.63","40.58",25,14408,"0","37.9","32.08",40,85850,"0","12.26","13.1",712,1291
"17-04-2024;21:50:00.000",3180.57,20251.52,2926.413,"0","37.02","40.12",25,14408,"0","37.35","31.52",40,85850,"0","12.27","13.1",712,1291
"17-04-2024;22:00:00.000",3180.57,20251.52,2926.418,"0","36.62","39.65",25,14408,"0","36.86","30.91",40,85850,"0","12.25","13.08",712,1291
"17-04-2024;22:10:00.000",3180.57,20251.52,2926.422,"0","36.06","39.12",25,14408,"0","36.35","30.37",40,85850,"0","12.25","13.07",712,1291
"17-04-2024;22:20:00.000",3180.57,20251.52,2926.426,"0","35.51","38.64",25,14408,"0","35.85","29.8",40,85850,"0","12.22","13.06",712,1291
"17-04-2024;22:30:00.000",3180.57,20251.52,2926.43,"0","34.97","38.14",25,14408,"0","35.35","29.3",40,85850,"0","12.23","13.04",712,1291
"17-04-2024;22:40:00.000",3180.57,20251.52,2926.435,"0","34.49","37.67",25,14408,"0","34.89","28.82",40,85850,"0","12.24","13.03",712,1291
"17-04-2024;22:50:00.000",3180.57,20251.52,2926.439,"0","34.04","37.23",25,14408,"0","34.48","28.27",40,85850,"0","12.23","13.01",712,1291
"17-04-2024;23:00:00.000",3180.57,20251.52,2926.443,"0","33.57","36.75",25,14408,"0","34","27.82",40,85850,"0","12.2","13.01",712,1291
"17-04-2024;23:10:00.000",3180.57,20251.52,2926.447,"0","33.16","36.29",25,14408,"0","33.63","27.37",40,85850,"0","12.23","12.99",712,1291
"17-04-2024;23:20:00.000",3180.57,20251.52,2926.451,"0","32.71","35.88",25,14408,"0","33.09","26.89",40,85850,"0","12.26","12.98",712,1291
"17-04-2024;23:30:00.000",3180.57,20251.52,2926.455,"0","32.25","35.4",25,14408,"0","32.68","26.49",40,85850,"0","12.23","12.95",712,1291
"17-04-2024;23:40:00.000",3180.57,20251.52,2926.46,"0","31.88","35.01",25,14408,"0","32.25","26.07",40,85850,"0","12.22","12.94",712,1291
"17-04-2024;23:50:00.000",3180.57,20251.52,2926.464,"0","31.48","34.54",25,14408,"0","31.9","25.69",40,85850,"0","12.25","12.93",712,1291
"18-04-2024;00:00:00.000",3180.57,20251.52,2926.468,"0","31.09","34.15",25,14408,"0","31.59","25.33",40,85850,"0","12.25","12.92",712,1291
"18-04-2024;00:00:01.000",3180.57,20251.52,2926.47,"undefined","undefined","undefined",25,14408,"undefined","undefined","undefined",40,85850,"undefined","undefined","undefined",712,1291
"18-04-2024;00:10:00.000",3180.57,20251.52,2926.472,"0","30.67","33.76",25,14408,"0","31.15","24.94",40,85850,"0","12.26","12.89",712,1291
"18-04-2024;00:20:00.000",3180.57,20251.52,2926.476,"0","30.33","33.31",25,14408,"0","30.81","24.6",40,85850,"0","12.26","12.89",712,1291
"18-04-2024;00:30:00.000",3180.57,20251.52,2926.481,"0","29.92","32.94",25,14408,"0","30.52","24.27",40,85850,"0","12.24","12.87",712,1291
"18-04-2024;00:40:00.000",3180.57,20251.52,2926.485,"0","29.57","32.56",25,14408,"0","30.04","23.92",40,85850,"0","12.22","12.87",712,1291
"18-04-2024;00:50:00.000",3180.57,20251.52,2926.489,"0","29.17","32.14",25,14408,"0","29.73","23.58",40,85850,"0","12.15","12.86",712,1291
"18-04-2024;01:00:00.000",3180.57,20251.52,2926.493,"0","28.83","31.76",25,14408,"0","29.37","23.24",40,85850,"0","12.11","12.85",712,1291
"18-04-2024;01:10:00.000",3180.57,20251.52,2926.498,"0","28.5","31.38",25,14408,"0","29.1","22.93",40,85850,"0","12.07","12.82",712,1291
"18-04-2024;01:20:00.000",3180.57,20251.52,2926.502,"0","28.2","31",25,14408,"0","28.76","22.62",40,85850,"0","12.05","12.81",712,1291
"18-04-2024;01:30:00.000",3180.57,20251.52,2926.506,"0","27.82","30.64",25,14408,"0","28.37","22.31",40,85850,"0","12.09","12.8",712,1291
"18-04-2024;01:40:00.000",3180.57,20260.7633333333,2926.51,"0","27.47","30.31",25,14408,"16.04","40.22","38.52",40,85893.3333333333,"0","12.1","12.76",712,1291
"18-04-2024;01:50:00.000",3181.06,20270.0066666667,2926.515,"16.82","47.26","45.6",25,14409.5,"16.17","49.09","45.69",40,85936.6666666667,"0","12.12","12.75",712,1291
"18-04-2024;02:00:00.000",3181.319,20279.25,2926.519,"0","48.69","49.31",25,14411,"0","49.53","49.39",40,85980,"0","12.12","12.75",712,1291
"18-04-2024;02:10:00.000",3181.319,20279.25,2926.523,"0","46.89","48.62",25,14411,"0","47.98","47.3",40,85980,"0","12.12","12.71",712,1291
"18-04-2024;02:20:00.000",3181.319,20279.25,2926.527,"0","45.78","48.1",25,14411,"0","46.83","45.26",40,85980,"0","12.13","12.7",712,1291
"18-04-2024;02:30:00.000",3181.319,20279.25,2926.531,"0","44.8","47.6",25,14411,"0","45.81","43.27",40,85980,"0","12.07","12.68",712,1291
"18-04-2024;02:40:00.000",3181.319,20279.25,2926.535,"0","44.04","47.11",25,14411,"0","45","41.94",40,85980,"0","12.06","12.67",712,1291
"18-04-2024;02:50:00.000",3181.319,20279.25,2926.54,"0","43.27","46.57",25,14411,"0","44.14","40.64",40,85980,"0","11.99","12.67",712,1291
"18-04-2024;03:00:00.000",3181.319,20279.25,2926.544,"0","42.35","45.99",25,14411,"0","43.37","39.62",40,85980,"0","11.97","12.65",712,1291
"18-04-2024;03:10:00.000",3181.319,20279.25,2926.548,"0","41.61","45.46",25,14411,"0","42.7","38.66",40,85980,"0","11.97","12.63",712,1291
"18-04-2024;03:20:00.000",3181.319,20279.25,2926.552,"0","40.85","44.91",25,14411,"0","41.83","37.65",40,85980,"0","12","12.61",712,1291
"18-04-2024;03:30:00.000",3181.319,20279.25,2926.556,"0","40.03","44.29",25,14411,"0","41.09","36.8",40,85980,"0","11.97","12.58",712,1291
"18-04-2024;03:40:00.000",3181.319,20279.25,2926.56,"0","39.23","43.69",25,14411,"0","40.42","35.93",40,85980,"0","11.96","12.55",712,1291
"18-04-2024;03:50:00.000",3181.319,20279.25,2926.565,"0","38.51","43.05",25,14411,"0","39.63","35.08",40,85980,"0","11.88","12.52",712,1291
"18-04-2024;04:00:00.000",3181.319,20279.25,2926.569,"0","37.9","42.49",25,14411,"0","39.03","34.32",40,85980,"0","11.86","12.51",712,1291
"18-04-2024;04:10:00.000",3181.319,20279.25,2926.573,"0","37.41","41.82",25,14411,"0","38.39","33.51",40,85980,"0","11.81","12.49",712,1291
"18-04-2024;04:20:00.000",3181.319,20279.25,2926.577,"0","36.73","41.22",25,14411,"0","37.78","32.73",40,85980,"0","11.8","12.48",712,1291
"18-04-2024;04:30:00.000",3181.319,20279.25,2926.581,"0","36.19","40.71",25,14411,"0","37.26","32.1",40,85980,"0","11.83","12.47",712,1291
"18-04-2024;04:40:00.000",3181.319,20279.25,2926.585,"0","35.69","40.22",25,14411,"0","36.7","31.47",40,85980,"0","11.86","12.45",712,1291
"18-04-2024;04:50:00.000",3181.319,20279.25,2926.589,"0","35.09","39.66",25,14411,"0","36.18","30.89",40,85980,"0","11.86","12.42",712,1291
"18-04-2024;05:00:00.000",3181.319,20279.25,2926.593,"0","34.63","39.15",25,14411,"0","35.73","30.34",40,85980,"0","11.86","12.43",712,1291
"18-04-2024;05:10:00.000",3181.319,20279.25,2926.597,"0","34.07","38.61",25,14411,"0","35.17","29.76",40,85980,"0","11.86","12.42",712,1291
"18-04-2024;05:20:00.000",3181.319,20279.25,2926.601,"0","33.57","38.13",25,14411,"0","34.65","29.22",40,85980,"0","11.82","12.4",712,1291
"18-04-2024;05:30:00.000",3181.319,20279.25,2926.606,"0","33.12","37.64",25,14411,"0","34.17","28.69",40,85980,"0","11.82","12.4",712,1291
"18-04-2024;05:40:00.000",3181.319,20279.25,2926.61,"0","32.7","37.15",25,14411,"0","33.76","28.21",40,85980,"0","11.82","12.38",712,1291
"18-04-2024;05:50:00.000",3181.319,20279.25,2926.614,"0","32.31","36.67",25,14411,"0","33.32","27.75",40,85980,"0","11.77","12.39",712,1291
"18-04-2024;06:00:00.000",3181.319,20279.25,2926.618,"0","31.83","36.18",25,14411,"0","32.87","27.25",40,85980,"0","11.63","12.36",712,1291
"18-04-2024;06:10:00.000",3181.319,20288.4056857143,2926.622,"16.71","31.31","32.95",25,14411,"16.12","36.12","33.02",40,86020,"0","11.53","12.33",712,1291
"18-04-2024;06:20:00.000",3182.38714285714,20297.5613714286,2926.626,"16.8","40.55","37.01",25,14413.8333333333,"16.06","42.44","37.44",40,86060,"0","11.5","12.28",712,1291
"18-04-2024;06:30:00.000",3183.45528571429,20306.7170571429,2926.63,"16.65","49.31","44.4",25,14416.6666666667,"16.17","49.38","44.65",40,86100,"0","11.49","12.23",712,1291
"18-04-2024;06:40:00.000",3184.52342857143,20315.8727428571,2926.634,"0","45.88","45.67",25,14419.5,"0","46.16","46",40,86140,"0","11.48","12.17",712,1291
"18-04-2024;06:50:00.000",3185.59157142857,20325.0284285714,2926.638,"0","44.35","45.54",25,14422.3333333333,"0","44.93","44.43",40,86180,"0","11.46","12.11",712,1291
"18-04-2024;07:00:00.000",3186.65971428571,20334.1841142857,2926.642,"0","43.19","45.06",25,14425.1666666667,"16.15","42.99","42.7",40,86220,"0","11.48","12.05",712,1291
"18-04-2024;07:10:00.000",3187.72785714286,20343.3398,2926.647,"16.76","44.18","42.82",25,14428,"16.15","46.26","42.95",40,86260,"0","11.48","12.03",712,1291
"18-04-2024;07:20:00.000",3188.796,20352.4954857143,2926.651,"16.82","48.93","46.25",25,14430.8333333333,"16.08","49.69","46.34",40,86300,"0","11.44","11.96",712,1291
"18-04-2024;07:30:00.000",3188.845,20361.6511714286,2926.655,"0","45.53","45.88",25,14433.6666666667,"0","46.02","45.85",40,86340,"0","11.41","11.94",712,1291
"18-04-2024;07:40:00.000",3188.845,20370.8068571429,2926.659,"0","44.17","45.54",25,14436.5,"0","44.63","43.66",40,86380,"0","11.36","11.89",712,1291
"18-04-2024;07:50:00.000",3188.845,20379.9625428571,2926.663,"0","42.97","45.04",25,14439.3333333333,"16.13","43.44","42.12",40,86420,"0","11.33","11.86",712,1291
"18-04-2024;08:00:00.000",3189.168,20389.1182285714,2926.668,"16.77","44.71","43.14",25,14442.1666666667,"16.12","46.3","43.08",40,86460,"0","11.33","11.82",712,1291
"18-04-2024;08:10:00.000",3190.936,20398.2739142857,2926.672,"16.69","48.76","46.43",25,14445,"16.12","48.92","46.38",40,86500,"0","11.3","11.8",712,1291
"18-04-2024;08:20:00.000",3190.936,20407.4296,2926.676,"0","45.58","45.78",25,14447.8333333333,"0","45.93","45.82",40,86540,"0","11.26","11.78",712,1291
"18-04-2024;08:30:00.000",3190.936,20416.5852857143,2926.68,"0","44.11","45.54",25,14450.6666666667,"0","44.58","43.23",40,86580,"0","11.22","11.75",712,1291
"18-04-2024;08:40:00.000",3190.936,20425.7409714286,2926.685,"0","43.03","45.05",25,14453.5,"0","43.63","41.29",40,86620,"0","11.15","11.74",712,1291
"18-04-2024;08:50:00.000",3190.936,20434.8966571429,2926.689,"0","42.18","44.54",25,14456.3333333333,"16.2","44.29","42.24",40,86660,"0","11.12","11.7",712,1291
"18-04-2024;09:00:00.000",3191.756,20444.0523428571,2926.693,"16.73","46.81","44.8",25,14459.1666666667,"15.94","47.96","44.84",40,86700,"0","11.12","11.68",712,1291
"18-04-2024;09:10:00.000",3192.576,20453.2080285714,2926.697,"0","46.62","46.38",25,14462,"0","46.42","46.26",40,86740,"0","11.12","11.65",712,1291
"18-04-2024;09:20:00.000",3192.576,20462.3637142857,2926.701,"0","45.14","46.19",25,14462,"0","45.5","44.94",40,86780,"0","11.14","11.63",712,1291
"18-04-2024;09:30:00.000",3192.576,20471.5194,2926.705,"0","44.01","45.75",25,14462,"0","44.28","42.61",40,86820,"0","11.16","11.64",712,1291
"18-04-2024;09:40:00.000",3192.576,20480.6750857143,2926.709,"0","43.04","45.28",25,14462,"0","43.32","40.82",40,86860,"0","11.18","11.64",712,1291
"18-04-2024;09:50:00.000",3192.583,20489.8307714286,2926.713,"16.75","42.26","42.56",25,14462,"16.22","44.93","42.22",40,86900,"0","11.23","11.64",712,1291
"18-04-2024;10:00:00.000",3193.29108333333,20498.9864571429,2926.718,"16.71","47.21","44.92",25,14465,"16.03","46.49","44.83",40,86940,"0","11.18","11.66",712,1291
"18-04-2024;10:10:00.000",3193.99916666667,20508.1421428571,2926.722,"0","46.28","45.88",25,14468,"0","46.29","46.12",40,86980,"0","11.08","11.66",712,1291
"18-04-2024;10:20:00.000",3194.70725,20517.2978285714,2926.726,"0","44.96","45.7",25,14471,"0","45.29","44.71",40,87020,"0","11.04","11.65",712,1291
"18-04-2024;10:30:00.000",3195.41533333333,20526.4535142857,2926.73,"0","43.73","45.2",25,14474,"0","44.17","42.02",40,87060,"0","11","11.64",712,1291
"18-04-2024;10:40:00.000",3196.12341666667,20535.6092,2926.734,"0","42.73","44.76",25,14477,"16.31","44.62","42.15",40,87100,"0","11.02","11.63",712,1291
"18-04-2024;10:50:00.000",3196.8315,20544.7648857143,2926.738,"16.77","47.38","45",25,14480,"16.17","48.52","45.13",40,87140,"0","11.01","11.61",712,1291
"18-04-2024;11:00:00.000",3197.53958333333,20553.9205714286,2926.743,"0","45.76","45.58",25,14483,"0","45.85","45.74",40,87180,"0","11.02","11.61",712,1291
"18-04-2024;11:10:00.000",3198.24766666667,20563.0762571429,2926.747,"0","44.41","45.4",25,14486,"0","44.69","43.76",40,87220,"0","10.94","11.6",712,1291
"18-04-2024;11:20:00.000",3198.95575,20572.2319428571,2926.751,"0","43.04","44.94",25,14489,"0","43.44","41.42",40,87260,"0","10.97","11.58",712,1291
