Position;Timestamp;Date;Hour;Part Number;Object Name;Location Name;Sin;Address;Com Port;Group;Type;A L1 [A];A L2 [A];A L3 [A];An [A];Run Hour Meter [h];Run Hour Meter (-) [h];Hz [Hz];PF L1;PF L2;PF L3;PF sys;Phase sequence;THD A L1 [%];THD A L2 [%];THD A L3 [%];THD V L1-N [%];THD V L2-N [%];THD V L3-N [%];V L1-L2 [V];V L1-N [V];V L2-L3 [V];V L2-N [V];V L3-L1 [V];V L3-N [V];V L-L sys [V];V L-N sys [V];kVA L1 [kVA];kVA L2 [kVA];kVA L3 [kVA];kVA sys [kVA];kWh AC [kWh];kWh (-) AC [kWh];kW L1 [kW];kW L2 [kW];kW L3 [kW];kW sys [kW];kvarh [kvarh];kvar L1 [kvar];kvar L2 [kvar];kvar L3 [kvar];kvar sys [kvar],col_Position;Timestamp;Date;Hour;Part Number;Object Name;Location Name;Sin;Address;Com Port;Group;Type;A L1 [A];A L2 [A];A L3 [A];An [A];Run Hour Meter [h];Run Hour Meter (-) [h];Hz [Hz];PF L1;PF L2;PF L3;PF sys;Phase sequence;THD A L1 [%];THD A L2 [%];THD A L3 [%];THD V L1-N [%];THD V L2-N [%];THD V L3-N [%];V L1-L2 [V];V L1-N [V];V L2-L3 [V];V L2-N [V];V L3-L1 [V];V L3-N [V];V L-L sys [V];V L-N sys [V];kVA L1 [kVA];kVA L2 [kVA];kVA L3 [kVA];kVA sys [kVA];kWh AC [kWh];kWh (-) AC [kWh];kW L1 [kW];kW L2 [kW];kW L3 [kW];kW sys [kW];kvarh [kvarh];kvar L1 [kvar];kvar L2 [kvar];kvar L3 [kvar];kvar sys [kvar]
"22;1713959700;24/04/2024;13:55:00;""EM210-MODBUS-ESTANDAR--3P"";""GENERAL"";""GENERAL"";""NULL"";""1"";""COM 2"";""GENERAL"";""CNT"";""NULL"";""NULL"";""NULL"";""NULL"";""22851,27"";""0,00"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""506343,0000"";""0,0000"";""NULL"";""NULL"";""NULL"";""NULL"";""19235,4000"";""NULL"";""NULL"";""NULL"";""NULL""",NA
"23;1713960000;24/04/2024;14:00:00;""EM210-MODBUS-ESTANDAR--3P"";""GENERAL"";""GENERAL"";""NULL"";""1"";""COM 2"";""GENERAL"";""AVG"";""47,874"";""38,646"";""32,127"";""18,675"";""NULL"";""NULL"";""50,0"";""0,962"";""0,961"";""0,945"";""0,958"";""-1,000000"";""17,2"";""20,9"";""21,1"";""3,0"";""2,9"";""2,7"";""396,3"";""227,8"";""399,6"";""229,2"";""397,6"";""232,0"";""397,6"";""229,6"";""10,9157"";""8,8748"";""7,4319"";""27,2121"";""NULL"";""NULL"";""10,5083"";""8,5324"";""7,0597"";""26,0947"";""NULL"";""-2,9417"";""-2,4180"";""-2,3558"";""-7,7082""",NA
"24;1713960000;24/04/2024;14:00:00;""EM210-MODBUS-ESTANDAR--3P"";""GENERAL"";""GENERAL"";""NULL"";""1"";""COM 2"";""GENERAL"";""CNT"";""NULL"";""NULL"";""NULL"";""NULL"";""22851,36"";""0,00"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""506345,2000"";""0,0000"";""NULL"";""NULL"";""NULL"";""NULL"";""19235,4000"";""NULL"";""NULL"";""NULL"";""NULL""",NA
"25;1713956700;24/04/2024;13:05:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""AVG"";""0,000"";""0,000"";""0,427"";""0,362"";""NULL"";""NULL"";""50,0"";""1,000"";""1,000"";""0,748"";""0,749"";""-1,000000"";""131,2"";""58,0"";""39,4"";""3,4"";""3,2"";""3,0"";""391,4"";""224,9"";""394,4"";""226,4"";""392,0"";""228,8"";""392,5"";""226,7"";""0,0000"";""0,0000"";""0,0978"";""0,0976"";""NULL"";""NULL"";""0,0000"";""0,0000"";""0,0730"";""0,0730"";""NULL"";""0,0000"";""0,0000"";""-0,0649"";""-0,0649""",NA
"26;1713956700;24/04/2024;13:05:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""CNT"";""NULL"";""NULL"";""NULL"";""NULL"";""4534,84"";""0,00"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""2611,3000"";""0,0000"";""NULL"";""NULL"";""NULL"";""NULL"";""17,0000"";""NULL"";""NULL"";""NULL"";""NULL""",NA
"27;1713957000;24/04/2024;13:10:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""AVG"";""0,000"";""0,000"";""0,429"";""0,365"";""NULL"";""NULL"";""50,0"";""1,000"";""1,000"";""0,747"";""0,746"";""-1,000000"";""132,8"";""66,2"";""40,1"";""3,8"";""3,6"";""3,3"";""396,6"";""227,2"";""398,6"";""229,5"";""395,9"";""231,1"";""397,1"";""229,2"";""0,0000"";""0,0000"";""0,0999"";""0,0995"";""NULL"";""NULL"";""0,0000"";""0,0000"";""0,0742"";""0,0742"";""NULL"";""0,0000"";""0,0000"";""-0,0663"";""-0,0663""",NA
"28;1713957000;24/04/2024;13:10:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""CNT"";""NULL"";""NULL"";""NULL"";""NULL"";""4534,84"";""0,00"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""2611,3000"";""0,0000"";""NULL"";""NULL"";""NULL"";""NULL"";""17,0000"";""NULL"";""NULL"";""NULL"";""NULL""",NA
"29;1713957300;24/04/2024;13:15:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""AVG"";""0,000"";""0,000"";""0,416"";""0,354"";""NULL"";""NULL"";""50,0"";""1,000"";""1,000"";""0,757"";""0,758"";""-1,000000"";""120,0"";""62,9"";""39,2"";""3,2"";""3,2"";""2,9"";""404,0"";""232,5"";""407,8"";""234,2"";""405,8"";""236,5"";""405,8"";""234,4"";""0,0000"";""0,0000"";""0,0984"";""0,0983"";""NULL"";""NULL"";""0,0000"";""0,0000"";""0,0745"";""0,0745"";""NULL"";""0,0000"";""0,0000"";""-0,0642"";""-0,0643""",NA
"30;1713957300;24/04/2024;13:15:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""CNT"";""NULL"";""NULL"";""NULL"";""NULL"";""4534,84"";""0,00"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""NULL"";""2611,3000"";""0,0000"";""NULL"";""NULL"";""NULL"";""NULL"";""17,0000"";""NULL"";""NULL"";""NULL"";""NULL""",NA
"31;1713957600;24/04/2024;13:20:00;""EM210-MODBUS-ESTANDAR--3P"";""PLANTA BAJA"";""PLANTA BAJA"";""NULL"";""2"";""COM 2"";""PLANTA BAJA"";""AVG"";""0,000"";""0,000"";""0,424"";""0,358"";""NULL"";""NULL"";""50,0"";""1,000"";""1,000"";""0,758"";""0,759"";""-1,000000"";""124,6"";""40,6"";""36,1"";""2,0"";""1,7"";""1,8"";""395,2"";""227,7"";""398,4"";""228,5"";""396,5"";""231,1"";""396,6"";""229,0"";""0,0000"";""0,0000"";""0,0977"";""0,0979"";""NULL"";""NULL"";""0,0000"";""0,0000"";""0,0742"";""0,0742"";""NULL"";""0,0000"";""0,0000"";""-0,0639"";""-0,0639""",NA
